  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   8.32344609e-04   2.67201788e-04
     1       3   2.22463361e-07   7.14158612e-08
     1       4   5.94586037e-11   1.90476440e-11
     2       1   2.22645231e-01   7.33913659e-01
     2       2   2.79978302e-03   1.96116986e-04
     2       3   7.48306420e-07   5.24166992e-08
     2       4   2.00001759e-10   1.40859494e-11
     2       5   5.38718292e-14   1.91320195e-14
     3       1   4.73468627e-01   5.05745276e-01
     3       2   5.71998506e-03   1.35153891e-04
     3       3   1.52879640e-06   3.61228080e-08
     3       4   4.08603901e-10   9.62332180e-12
     3       5   1.08890191e-13   0.00000000e+00
     4       1   1.10649264e+00   3.43601506e-01
     4       2   1.23192741e-02   9.18270423e-05
     4       3   3.29260102e-06   2.45430032e-08
     4       4   8.80027340e-10   6.43576080e-12
     4       5   2.30501342e-13   3.56318949e-14
     5       1   1.40450905e+03   2.10539893e-01
     5       2   1.08050820e+00   5.62685055e-05
     5       3   2.88707514e-04   1.50389503e-08
     5       4   7.71632181e-08   4.03958250e-12
     5       5   2.07248046e-11   0.00000000e+00
     6       1   1.01226910e+00   8.28408008e-02
     6       2   5.71849169e-03   2.21406363e-05
     6       3   1.52840195e-06   5.91745464e-09
     6       4   4.08490986e-10   1.55336503e-12
     6       5   1.07095697e-13   0.00000000e+00
     7       1   3.25905323e-01   6.42058719e-02
     7       2   2.79962534e-03   1.71608036e-05
     7       3   7.48264276e-07   4.58665145e-09
     7       4   1.99992208e-10   1.12794637e-12
     7       5   4.91592087e-14   0.00000000e+00
     8       1   6.11814046e-02   2.83028085e-01
     8       2   1.01039222e-02   7.56515461e-05
     8       3   2.70050037e-06   2.02194324e-08
     8       4   7.21764654e-10   5.36784078e-12
     8       5   1.91649930e-13   1.97907340e-16
     9       1   6.55536400e-01   8.09571238e-01
     9       2   2.57579568e-02   2.16423528e-04
     9       3   6.88436426e-06   5.78440893e-08
     9       4   1.84000214e-09   1.59868664e-11
     9       5   5.08443790e-13   0.00000000e+00
    10       1   1.93354056e+01   4.76258255e+01
    10       2   3.87840033e-01   1.28932262e-02
    10       3   1.03648504e-04   3.44601092e-06
    10       4   2.77023479e-08   9.30278718e-10
    10       5   7.47739659e-12   5.23766081e-15
    11       1   1.09086551e+00   1.02102822e+00
    11       2   3.67720266e-02   2.72819033e-04
    11       3   9.82827398e-06   7.29172941e-08
    11       4   2.62683733e-09   1.94647921e-11
    11       5   7.01236143e-13   0.00000000e+00
    12       1   4.42469869e-01   4.61443555e-01
    12       2   1.75104456e-02   1.23316289e-04
    12       3   4.68009482e-06   3.29591519e-08
    12       4   1.25086458e-09   8.65494121e-12
    12       5   3.28492994e-13   0.00000000e+00
    13       1   9.20152891e-02   2.30566559e-01
    13       2   1.04338819e-02   6.16204655e-05
    13       3   2.78870482e-06   1.64694647e-08
    13       4   7.45344559e-10   4.45945702e-12
    13       5   2.01841341e-13   0.00000000e+00
    14       1   4.27650530e-01   7.01791163e-02
    14       2   4.90039522e-03   1.87566455e-05
    14       3   1.30974605e-06   5.01328169e-09
    14       4   3.50069510e-10   1.21330711e-12
    14       5   8.45218853e-14   0.00000000e+00
    15       1   3.13585523e+01   7.84400763e-02
    15       2   1.41149844e-01   2.09653698e-05
    15       3   3.77241473e-05   5.60348505e-09
    15       4   1.00826647e-08   1.41898680e-12
    15       5   2.54920402e-12   0.00000000e+00
    16       1   1.02717022e+00   2.49720064e-01
    16       2   9.86538947e-03   6.67479366e-05
    16       3   2.63676120e-06   1.78399609e-08
    16       4   7.04736924e-10   4.58933635e-12
    16       5   1.81132301e-13   0.00000000e+00
    17       1   5.35152198e-01   4.93977174e-01
    17       2   6.10873900e-03   1.32044295e-04
    17       3   1.63270491e-06   3.52921597e-08
    17       4   4.36381400e-10   9.38813721e-12
    17       5   1.16215740e-13   0.00000000e+00
    18       1   3.28948397e-01   9.53260293e-01
    18       2   4.06590813e-03   2.54845863e-04
    18       3   1.08670948e-06   6.81137559e-08
    18       4   2.90449662e-10   1.75629608e-11
    18       5   7.47846531e-14   0.00000000e+00
    19       1   1.89403207e-01   2.41475723e+00
    19       2   2.45028841e-03   6.45816712e-04
    19       3   6.54896861e-07   1.72610547e-07
    19       4   1.75037312e-10   4.56645223e-11
    19       5   4.63510866e-14   0.00000000e+00
    20       1   6.87450789e-02   1.70234574e+02
    20       2   9.39715452e-04   4.76679925e-02
    20       3   2.51160823e-07   1.27405949e-05
    20       4   6.71288535e-11   3.39366195e-09
    20       5   1.76597298e-14   1.39463483e-12
    21       1   5.62625463e-02   9.91627034e-01
    21       2   6.58679671e-04   2.64965110e-04
    21       3   1.76047395e-07   7.08180597e-08
    21       4   4.70527516e-11   1.89440109e-11
    22       1   2.11184963e-01   7.63332266e-01
    22       2   2.58881025e-03   2.03976645e-04
    22       3   6.91919131e-07   5.45176864e-08
    22       4   1.84931985e-10   1.44245108e-11
    22       5   4.90041752e-14   0.00000000e+00
    23       1   4.54494656e-01   5.24677900e-01
    23       2   5.41667757e-03   1.40212681e-04
    23       3   1.44773067e-06   3.74750896e-08
    23       4   3.86939829e-10   1.01680311e-11
    23       5   1.04900998e-13   0.00000000e+00
    24       1   1.05104211e+00   3.57162257e-01
    24       2   1.16294470e-02   9.54507889e-05
    24       3   3.10822989e-06   2.55115471e-08
    24       4   8.30749796e-10   6.70300105e-12
    24       5   2.18468299e-13   0.00000000e+00
    25       1   2.87143139e+01   2.21582934e-01
    25       2   2.15955395e-01   5.92196737e-05
    25       3   5.77157592e-05   1.58274782e-08
    25       4   1.54255291e-08   4.30300113e-12
    25       5   4.19443230e-12   0.00000000e+00
    26       1   1.06324873e+00   9.31064495e-02
    26       2   6.36884713e-03   2.48842398e-05
    26       3   1.70222507e-06   6.65103879e-09
    26       4   4.54969389e-10   1.73299977e-12
    26       5   1.18556271e-13   0.00000000e+00
    27       1   3.50300552e-01   5.29356370e-02
    27       2   2.22936994e-03   1.41484777e-05
    27       3   5.95850502e-07   3.78125416e-09
    27       4   1.59244054e-10   1.25287790e-12
    27       5   5.28996293e-14   0.00000000e+00
    28       1   2.48318684e-02   2.66771626e-01
    28       2   9.00724554e-03   7.13059914e-05
    28       3   2.40738958e-06   1.90579587e-08
    28       4   6.43423430e-10   5.11233575e-12
    28       5   1.72527516e-13   0.00000000e+00
    29       1   5.34797107e-01   7.65648923e-01
    29       2   2.19758765e-02   2.04679326e-04
    29       3   5.87352844e-06   5.47052725e-08
    29       4   1.56983596e-09   1.45289616e-11
    29       5   4.16914850e-13   0.00000000e+00
    30       1   4.45303129e+00   1.59003649e+01
    30       2   1.28329479e-01   4.26787886e-03
    30       3   3.42978547e-05   1.14069381e-06
    30       4   9.16692070e-09   3.03318933e-10
    30       5   2.43762325e-12   1.10344941e-15
    31       1   1.32770033e+00   1.06543040e+00
    31       2   4.48034392e-02   2.84679931e-04
    31       3   1.19749021e-05   7.60872554e-08
    31       4   3.20056807e-09   2.03172108e-11
    31       5   8.54666735e-13   1.71303823e-14
