  TimeWindow  TotalIterations  Iterations  Convergence
     1       4       4       1
     2       9       5       1
     3      14       5       1
     4      19       5       1
     5      24       5       1
     6      29       5       1
     7      34       5       1
     8      39       5       1
     9      44       5       1
    10      49       5       1
    11      54       5       1
    12      59       5       1
    13      64       5       1
    14      69       5       1
    15      74       5       1
    16      79       5       1
    17      84       5       1
    18      89       5       1
    19      94       5       1
    20      99       5       1
    21     103       4       1
    22     108       5       1
    23     113       5       1
    24     118       5       1
    25     123       5       1
    26     128       5       1
    27     133       5       1
    28     138       5       1
    29     143       5       1
    30     148       5       1
    31     153       5       1
    32     158       5       1
    33     163       5       1
    34     168       5       1
    35     173       5       1
    36     178       5       1
    37     183       5       1
    38     188       5       1
    39     193       5       1
    40     198       5       1
