  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   4.26777535e-04   2.74546645e-05
     1       3   2.54173966e-09   5.86678183e-11
     1       4   2.83658111e-15   0.00000000e+00
     2       1   2.23841877e-01   7.33844971e-01
     2       2   2.44479356e-03   4.82418563e-05
     2       3   2.59675711e-08   1.49348511e-10
     2       4   3.31874618e-14   0.00000000e+00
     3       1   4.77332179e-01   5.05446571e-01
     3       2   5.54260518e-03   3.82921605e-05
     3       3   6.24565341e-08   1.21999532e-10
     3       4   8.01313232e-14   0.00000000e+00
     4       1   1.12209340e+00   3.42960220e-01
     4       2   1.28231964e-02   2.84266235e-05
     4       3   1.49460233e-07   9.18771204e-11
     4       4   1.93622746e-13   0.00000000e+00
     5       1   9.39831929e+01   2.09415514e-01
     5       2   3.79906744e+04   1.93308189e-05
     5       3   3.14814385e-01   6.36139322e-11
     5       4   4.06091871e-07   0.00000000e+00
     5       5   0.00000000e+00   0.00000000e+00
     6       1   1.00000056e+00   8.09794550e-02
     6       2   7.88338104e-03   1.00351667e-05
     6       3   1.03742707e-07   3.43530900e-11
     6       4   1.41501134e-13   0.00000000e+00
     7       1   3.18516779e-01   6.73938501e-02
     7       2   1.19655935e-03   1.10765918e-06
     7       3   3.79919613e-09   1.20087901e-12
     7       4   2.91234058e-15   0.00000000e+00
     8       1   7.69022957e-02   2.89451914e-01
     8       2   8.82897654e-03   1.81639775e-05
     8       3   9.20471597e-08   5.53139799e-11
     8       4   1.09689722e-13   0.00000000e+00
     9       1   7.24862748e-01   8.31450780e-01
     9       2   2.58062159e-02   6.02924705e-05
     9       3   2.86220823e-07   1.90297939e-10
     9       4   3.61358591e-13   0.00000000e+00
    10       1   3.15337249e+01   1.19588364e+04
    10       2   5.50541493e+03   1.39569750e+01
    10       3   5.91246319e-02   4.47129661e-05
    10       4   7.55806994e-08   1.49558723e-13
    10       5   0.00000000e+00   0.00000000e+00
    11       1   1.00000611e+00   1.00000559e+00
    11       2   3.42233102e-02   8.27265836e-05
    11       3   3.99225390e-07   2.67996789e-10
    11       4   5.16951712e-13   1.81878193e-15
    12       1   4.15293264e-01   4.53999156e-01
    12       2   1.77914803e-02   4.00799782e-05
    12       3   2.12376582e-07   1.31254361e-10
    12       4   2.75890563e-13   0.00000000e+00
    13       1   7.38258473e-02   2.24475693e-01
    13       2   1.15341885e-02   2.20331197e-05
    13       3   1.42595781e-07   7.34752089e-11
    13       4   1.92214304e-13   0.00000000e+00
    14       1   4.58936182e-01   6.31328128e-02
    14       2   6.99082267e-03   9.16554684e-06
    14       3   9.59772755e-08   3.16980825e-11
    14       4   1.22399065e-13   0.00000000e+00
    15       1   3.05590665e+02   8.81206533e-02
    15       2   2.64336362e+02   3.16573319e-06
    15       3   1.96045792e-03   7.93712456e-12
    15       4   2.43429850e-09   0.00000000e+00
    15       5   0.00000000e+00   0.00000000e+00
    16       1   1.00000900e+00   2.64886294e-01
    16       2   8.56660443e-03   1.80122855e-05
    16       3   9.22650511e-08   5.60107994e-11
    16       4   1.15797530e-13   7.34828323e-15
    17       1   5.25412195e-01   5.21955711e-01
    17       2   5.82255567e-03   4.04630376e-05
    17       3   6.61845200e-08   1.29789783e-10
    17       4   8.64914377e-14   0.00000000e+00
    18       1   3.22112472e-01   1.02191967e+00
    18       2   4.09990857e-03   8.65484152e-05
    18       3   4.81632224e-08   2.81527866e-10
    18       4   6.37778411e-14   0.00000000e+00
    19       1   1.83046404e-01   2.75636186e+00
    19       2   2.62756171e-03   2.61160844e-04
    19       3   3.20654101e-08   8.63617586e-10
    19       4   4.18396313e-14   0.00000000e+00
    20       1   6.17576627e-02   7.47505958e+03
    20       2   1.17645887e-03   1.75802650e+02
    20       3   1.57833498e-08   6.05403473e-04
    20       4   2.07611715e-14   1.43228009e-10
    20       5   0.00000000e+00   0.00000000e+00
    21       1   6.50218195e-02   9.99999244e-01
    21       2   4.26757385e-04   2.74533776e-05
    21       3   2.54150739e-09   5.86060872e-11
    21       4   2.95476798e-15   0.00000000e+00
    22       1   2.23839788e-01   7.33848012e-01
    22       2   2.44476630e-03   4.82419344e-05
    22       3   2.59672528e-08   1.49127276e-10
    22       4   3.27544824e-14   0.00000000e+00
    23       1   4.77328327e-01   5.05448668e-01
    23       2   5.54255798e-03   3.82922760e-05
    23       3   6.24559742e-08   1.21852326e-10
    23       4   7.97069019e-14   0.00000000e+00
    24       1   1.12207993e+00   3.42961830e-01
    24       2   1.28230472e-02   2.84267286e-05
    24       3   1.49458446e-07   9.21163883e-11
    24       4   1.97839257e-13   0.00000000e+00
    25       1   9.40671772e+01   2.09416941e-01
    25       2   1.08634893e+03   1.93309197e-05
    25       3   1.29679023e-02   6.33978557e-11
    25       4   1.62186125e-08   0.00000000e+00
    25       5   0.00000000e+00   0.00000000e+00
    26       1   1.00001370e+00   8.09809375e-02
    26       2   7.88353694e-03   1.00352767e-05
    26       3   1.03744570e-07   3.43932161e-11
    26       4   1.39210098e-13   0.00000000e+00
    27       1   3.18521543e-01   6.73919655e-02
    27       2   1.19648220e-03   1.10751536e-06
    27       3   3.79830034e-09   1.14435277e-12
    27       4   1.66419624e-15   0.00000000e+00
    28       1   7.68974795e-02   2.89448639e-01
    28       2   8.82886499e-03   1.81637227e-05
    28       3   9.20458732e-08   5.58225796e-11
    28       4   1.18571079e-13   0.00000000e+00
    29       1   7.24848920e-01   8.31439714e-01
    29       2   2.58058269e-02   6.02916060e-05
    29       3   2.86216382e-07   1.90806197e-10
    29       4   3.70868857e-13   0.00000000e+00
    30       1   3.15462345e+01   1.05661973e+04
    30       2   1.72844997e+03   4.69716526e+00
    30       3   1.93472062e-02   1.50454279e-05
    30       4   2.46018090e-08   5.24956453e-13
    30       5   0.00000000e+00   0.00000000e+00
    31       1   1.00001869e+00   1.00001661e+00
    31       2   3.42237092e-02   8.27274415e-05
    31       3   3.99229953e-07   2.67821619e-10
    31       4   5.15091923e-13   0.00000000e+00
    32       1   4.15297774e-01   4.54002458e-01
    32       2   1.77915906e-02   4.00802352e-05
    32       3   2.12377830e-07   1.31412188e-10
    32       4   2.81331681e-13   0.00000000e+00
    33       1   7.38299089e-02   2.24477667e-01
    33       2   1.15342488e-02   2.20332753e-05
    33       3   1.42596454e-07   7.33947686e-11
    33       4   1.88677763e-13   0.00000000e+00
    34       1   4.58926168e-01   6.31344761e-02
    34       2   6.99088693e-03   9.16568032e-06
    34       3   9.59779152e-08   3.18440991e-11
    34       4   1.24843055e-13   0.00000000e+00
    35       1   3.06809485e+02   8.81188793e-02
    35       2   1.29644096e+02   3.16558714e-06
    35       3   9.62451511e-04   8.00713549e-12
    35       4   1.18012364e-09   0.00000000e+00
    35       5   0.00000000e+00   0.00000000e+00
    36       1   1.00001833e+00   2.64883971e-01
    36       2   8.56664818e-03   1.80120879e-05
    36       3   9.22654351e-08   5.63005488e-11
    36       4   1.21461153e-13   0.00000000e+00
    37       1   5.25415094e-01   5.21951875e-01
    37       2   5.82257743e-03   4.04626973e-05
    37       3   6.61847420e-08   1.29709927e-10
    37       4   8.71278950e-14   0.00000000e+00
    38       1   3.22114196e-01   1.02191068e+00
    38       2   4.09992594e-03   8.65475659e-05
    38       3   4.81634087e-08   2.81120836e-10
    38       4   6.16136262e-14   0.00000000e+00
    39       1   1.83047778e-01   2.75631479e+00
    39       2   2.62757807e-03   2.61155926e-04
    39       3   3.20655917e-08   8.63265673e-10
    39       4   4.18396916e-14   0.00000000e+00
    40       1   6.17589899e-02   7.43309877e+03
    40       2   1.17647606e-03   8.79115973e+01
    40       3   1.57835444e-08   3.02802076e-04
    40       4   2.07611724e-14   6.93586019e-11
