  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   4.03679507e-01   5.37822770e-02
     1       3   2.24301718e-02   3.04762624e-03
     1       4   1.27329013e-03   1.73194696e-04
     1       5   7.23675798e-05   9.84415448e-06
     1       6   4.11329985e-06   5.59533720e-07
     1       7   2.33796688e-07   3.18033948e-08
     1       8   1.32887944e-08   1.80770260e-09
     1       9   7.55334115e-10   1.02734779e-10
     1      10   4.29273583e-11   5.80556721e-12
     2       1   1.78639820e+00   1.12617004e-01
     2       2   4.35157514e-02   6.36034965e-03
     2       3   2.47953424e-03   3.61386663e-04
     2       4   1.40954657e-04   2.05405143e-05
     2       5   8.01181698e-06   1.16750561e-06
     2       6   4.55385698e-07   6.63600114e-08
     2       7   2.58837328e-08   3.77176821e-09
     2       8   1.47117853e-09   2.14416428e-10
     2       9   8.36332220e-11   1.23194981e-11
     3       1   2.01421157e+00   2.23042263e+00
     3       2   2.53486226e+00   1.12511750e-01
     3       3   1.68332933e-01   6.35444293e-03
     3       4   9.66034188e-03   3.61051173e-04
     3       5   5.49387956e-04   2.05214457e-05
     3       6   3.12277577e-05   1.16642172e-06
     3       7   1.77496472e-06   6.62983242e-08
     3       8   1.00887357e-07   3.76828036e-09
     3       9   5.73426103e-09   2.14378776e-10
     3      10   3.26223280e-10   1.20474432e-11
     3      11   1.83343043e-11   6.97898171e-13
     4       1   2.26266032e+00   3.18737131e-01
     4       2   4.73394993e-01   1.77943929e-02
     4       3   2.62023645e-02   1.01039747e-03
     4       4   1.48710717e-03   5.74269059e-05
     4       5   8.45188672e-05   3.26408969e-06
     4       6   4.80396313e-06   1.85528250e-07
     4       7   2.73053403e-07   1.05453453e-08
     4       8   1.55202365e-08   5.99455103e-10
     4       9   8.82255182e-10   3.42091371e-11
     4      10   5.03477402e-11   1.86439619e-12
     5       1   8.85510257e-01   7.82780671e+00
     5       2   1.75660125e-01   8.01562974e-01
     5       3   1.00850777e-02   4.77350323e-02
     5       4   5.73556727e-04   2.72060359e-03
     5       5   3.26015797e-05   1.54660900e-04
     5       6   1.85305176e-06   8.79088083e-06
     5       7   1.05326012e-07   4.99669369e-07
     5       8   5.98667598e-09   2.83998092e-08
     5       9   3.40266052e-10   1.61454101e-09
     5      10   1.93442841e-11   9.39805622e-11
     6       1   1.22425055e+00   7.13605743e-01
     6       2   6.22672709e-02   3.89797442e-02
     6       3   3.52674117e-03   2.21068031e-03
     6       4   2.00417041e-04   1.25637557e-04
     6       5   1.13914185e-05   7.14108970e-06
     6       6   6.47478915e-07   4.05893870e-07
     6       7   3.68022014e-08   2.30706537e-08
     6       8   2.09180520e-09   1.31131712e-09
     6       9   1.18895946e-10   7.46005425e-11
     6      10   6.76425347e-12   4.21513888e-12
     7       1   1.76605631e+00   6.42703786e-01
     7       2   1.42779889e-01   3.52433158e-02
     7       3   8.18189767e-03   1.99919777e-03
     7       4   4.65269054e-04   1.13619930e-04
     7       5   2.64462294e-05   6.45802642e-06
     7       6   1.50318529e-06   3.67069104e-07
     7       7   8.54398990e-08   2.08639327e-08
     7       8   4.85633999e-09   1.18569707e-09
     7       9   2.75986043e-10   6.76053634e-11
     7      10   1.57357309e-11   3.80929058e-12
     8       1   1.51540663e+01   2.44260104e+00
     8       2   8.64250409e-01   1.21910085e-01
     8       3   4.68232075e-02   6.88158969e-03
     8       4   2.65433036e-03   3.90991254e-04
     8       5   1.50847308e-04   2.22231441e-05
     8       6   8.57396984e-06   1.26314440e-06
     8       7   4.87337449e-07   7.17961363e-08
     8       8   2.76998788e-08   4.08097036e-09
     8       9   1.57449138e-09   2.31633449e-10
     8      10   8.93674954e-11   1.34437536e-11
     9       1   3.15828389e+00   5.75795434e-01
     9       2   8.67696966e+00   3.16906007e-02
     9       3   3.30293843e-01   1.79803028e-03
     9       4   1.84276894e-02   1.02188195e-04
     9       5   1.04631956e-03   5.80826347e-06
     9       6   5.94684500e-05   3.30137075e-07
     9       7   3.38012907e-06   1.87649005e-08
     9       8   1.92125575e-07   1.06627991e-09
     9       9   1.09171721e-08   6.08467113e-11
     9      10   6.22982962e-10   3.25667384e-12
     9      11   3.33440731e-11   2.74853704e-13
    10       1   9.75473672e-01   3.40607994e+00
    10       2   2.40882029e-01   2.40077713e-01
    10       3   1.38816072e-02   1.38346147e-02
    10       4   7.89642766e-04   7.86967535e-04
    10       5   4.48846932e-05   4.47326228e-05
    10       6   2.55121752e-06   2.54257519e-06
    10       7   1.45009311e-07   1.44517773e-07
    10       8   8.24220247e-09   8.21350037e-09
    10       9   4.68436290e-10   4.66650778e-10
    10      10   2.66140708e-11   2.68307628e-11
