  TimeWindow  TotalIterations  Iterations  Convergence
     1      10      10       1
     2      19       9       1
     3      30      11       1
     4      40      10       1
     5      50      10       1
     6      60      10       1
     7      70      10       1
     8      80      10       1
     9      91      11       1
    10     101      10       1
