  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   5.49271343e-01   6.03517753e-01
     1       3   1.73913741e+00   3.65077034e-01
     1       4   1.27196658e-01   7.10642887e-02
     1       5   2.10883357e-02   2.28101513e-07
     1       6   2.93041294e-08   1.82663180e-09
     1       7   2.32365024e-10   4.98095179e-13
     1       8   8.23783938e-14   9.93012718e-16
     2       1   1.21448685e+00   9.14490100e+00
     2       2   7.74321807e+00   8.75680156e-01
     2       3   6.58975288e-01   2.73185642e+00
     2       4   1.02740839e+00   1.49979495e-04
     2       5   2.17622073e-05   1.77314112e-06
     2       6   2.57497202e-07   8.67097682e-11
     2       7   3.75202886e-12   1.29190802e-12
     3       1   7.17267715e-01   3.40981666e-01
     3       2   1.94248106e+00   4.98324750e-01
     3       3   9.23782662e-02   2.53988385e-01
     3       4   1.00384393e-01   2.32666681e-04
     3       5   3.37494110e-05   3.23611799e-06
     3       6   4.79463751e-07   4.78213035e-10
     3       7   3.93165951e-11   8.69684793e-13
     4       1   3.47480633e-01   1.85004473e+00
     4       2   7.16511593e-01   1.72373753e-01
     4       3   9.93761839e-02   1.76121830e-02
     4       4   8.68359906e-03   1.51146665e-04
     4       5   2.43202899e-05   3.03905935e-06
     4       6   4.79869224e-07   1.79216074e-11
     4       7   2.65155672e-12   3.50535663e-13
     5       1   1.23871295e+00   6.23779552e+00
     5       2   7.74633325e-02   2.87100998e+01
     5       3   2.44515980e-02   3.82829714e+01
     5       4   3.66352729e-03   2.73096451e+02
     5       5   1.15703445e-05   5.88492852e+01
     5       6   2.61159466e-07   4.81021293e-03
     5       7   1.32112111e-11   1.25022589e-05
     5       8   3.53050953e-14   6.70555463e-09
     5       9   0.00000000e+00   1.11024572e-12
