  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   3.39291557e-01   8.49872453e-03
     1       3   5.62528704e-04   4.80531564e-06
     1       4   1.54264945e-07   1.13704689e-09
     1       5   5.00474573e-11   4.65109554e-13
     2       1   1.72667071e+00   1.78624176e-02
     2       2   3.74690869e-01   1.76801534e-02
     2       3   1.66315467e-03   1.71294756e-05
     2       4   5.72819100e-07   3.64203844e-09
     2       5   1.46718674e-10   1.73208340e-12
     2       6   6.67418946e-14   0.00000000e+00
     3       1   1.48891565e+00   2.03694492e+00
     3       2   1.03955230e+00   3.53011795e-02
     3       3   2.90358755e-03   2.82307182e-05
     3       4   9.34871811e-07   6.22731432e-09
     3       5   2.58215944e-10   2.93193191e-12
     3       6   1.36491096e-13   0.00000000e+00
     4       1   2.63493122e+00   1.90337816e-02
     4       2   3.87251304e-01   1.90144043e-02
     4       3   1.82963464e-03   1.90665557e-05
     4       4   6.40526735e-07   4.05267740e-09
     4       5   1.62603624e-10   2.17536959e-12
     4       6   1.34932011e-13   7.00899474e-14
     5       1   7.87022780e-01   3.81398174e+01
     5       2   1.72902991e-01   2.85224218e+02
     5       3   5.43503277e-04   3.16923546e-01
     5       4   1.78181446e-07   6.90251521e-05
     5       5   4.80819521e-11   3.38830819e-08
     5       6   3.36412897e-14   1.05356581e-11
     6       1   5.04643589e+00   9.99931611e-01
     6       2   3.38813240e-01   8.49192255e-03
     6       3   5.61358813e-04   4.79885228e-06
     6       4   1.53901019e-07   1.13555312e-09
     6       5   4.99281566e-11   5.56998522e-13
     7       1   1.72706618e+00   1.74434450e-02
     7       2   3.74812391e-01   1.76814007e-02
     7       3   1.66331965e-03   1.71293411e-05
     7       4   5.72860684e-07   3.64172259e-09
     7       5   1.46565392e-10   1.77726141e-12
     7       6   1.00271344e-13   1.78679096e-15
     8       1   1.48908041e+00   2.03741978e+00
     8       2   1.03972491e+00   3.53035965e-02
     8       3   2.90386346e-03   2.82316245e-05
     8       4   9.34947499e-07   6.22772795e-09
     8       5   2.58306090e-10   2.93159094e-12
     8       6   1.39981684e-13   8.34475226e-15
     9       1   2.63674953e+00   1.85489446e-02
     9       2   3.87750736e-01   1.90192238e-02
     9       3   1.83148765e-03   1.90695890e-05
     9       4   6.41154826e-07   4.05297147e-09
     9       5   1.62466309e-10   1.73821714e-12
     9       6   6.91202241e-14   0.00000000e+00
    10       1   7.87147730e-01   3.80484760e+01
    10       2   1.72899362e-01   1.62033099e+02
    10       3   5.43444156e-04   1.58356193e-01
    10       4   1.78159146e-07   3.44883479e-05
    10       5   4.80751507e-11   1.67636010e-08
    10       6   2.96456564e-14   7.83690572e-12
