  TimeWindow  TotalIterations  Iterations  Convergence
     1       5       5       1
     2      10       5       1
     3      14       4       1
     4      18       4       1
     5      23       5       1
     6      27       4       1
     7      31       4       1
     8      36       5       1
     9      40       4       1
    10      46       6       1
    11      50       4       1
    12      53       3       1
    13      57       4       1
    14      61       4       1
    15      66       5       1
    16      70       4       1
    17      74       4       1
    18      78       4       1
    19      82       4       1
    20      87       5       1
