  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   4.03160840e-03   5.00113566e-01
     1       3   4.01617912e-03   9.82673701e-08
     1       4   1.78754306e-10   2.22024207e-11
     1       5   4.09793005e-14   7.64046273e-16
     2       1   2.39906599e+00   6.74814718e-01
     2       2   9.45430342e-02   3.00462311e-04
     2       3   8.75421863e-06   1.96778696e-08
     2       4   5.19296112e-10   5.91638042e-13
     2       5   7.77155378e-15   0.00000000e+00
     3       1   2.24724929e+00   2.73077558e-01
     3       2   1.03535294e-01   7.77721436e-09
     3       3   2.87115843e-09   3.66447475e-12
     3       4   4.15640838e-14   1.44293383e-16
     4       1   2.54729532e-01   3.76196583e-01
     4       2   2.51311361e-02   2.44989300e-05
     4       3   7.98050241e-08   2.03667909e-09
     4       4   2.63983918e-11   3.21736132e-14
     5       1   8.70939985e+00   9.11291827e+02
     5       2   4.49044171e+04   1.40587438e-01
     5       3   5.51074117e-04   9.08700643e-06
     5       4   2.11747667e-08   2.09198153e-11
     5       5   0.00000000e+00   8.35102365e-16
     6       1   1.00000250e+00   1.00000227e+00
     6       2   1.55803671e-01   6.36452675e-07
     6       3   2.81794423e-09   2.28413483e-12
     6       4   2.25375471e-14   0.00000000e+00
     7       1   2.35867453e-01   2.73029402e-01
     7       2   1.13689264e-01   1.40946257e-06
     7       3   7.63994955e-07   7.42017148e-10
     7       4   1.79659743e-11   9.36463836e-14
     8       1   1.70423883e+00   3.76096929e-01
     8       2   3.17396301e-02   3.91191883e-04
     8       3   5.37603366e-05   3.94136998e-09
     8       4   7.36285596e-09   3.71545248e-12
     8       5   6.09961264e-13   3.17763735e-15
     9       1   6.85071070e-01   2.06960821e+00
     9       2   3.17180712e-02   6.79496069e-06
     9       3   3.98921028e-08   1.47584603e-09
     9       4   6.93100095e-12   2.65580319e-13
    10       1   2.43406098e-01   4.93436349e+02
    10       2   1.69514211e-02   1.57157681e+00
    10       3   3.08235673e-10   8.67991246e-03
    10       4   1.27031724e-12   1.87066862e-06
    10       5   1.11022307e-16   6.39585241e-10
    10       6   0.00000000e+00   7.52352308e-14
    11       1   3.10198395e-01   9.99999796e-01
    11       2   8.03144095e-03   1.27594889e-06
    11       3   1.02169924e-09   1.31915162e-11
    11       4   1.51507635e-14   3.82026163e-15
    12       1   2.39904012e+00   6.74816351e-01
    12       2   9.45499778e-02   4.84887806e-10
    12       3   7.38049100e-11   2.87180627e-13
    13       1   2.24726637e+00   2.73079421e-01
    13       2   1.03536263e-01   8.67230503e-09
    13       3   1.14632879e-10   6.43548702e-14
    13       4   4.12587046e-15   0.00000000e+00
    14       1   2.54736273e-01   3.76192173e-01
    14       2   2.51304967e-02   1.21987319e-07
    14       3   1.32727281e-09   1.31792274e-12
    14       4   4.32985048e-14   0.00000000e+00
    15       1   8.70979588e+00   9.07608880e+02
    15       2   1.46049519e+04   1.80302667e-02
    15       3   8.76083129e-06   9.36096172e-07
    15       4   6.74074530e-09   1.38557297e-10
    15       5   0.00000000e+00   9.80084258e-14
    16       1   1.00000768e+00   1.00000673e+00
    16       2   1.55804223e-01   2.18259918e-06
    16       3   1.09235349e-08   2.42998237e-10
    16       4   1.51212951e-13   5.28285963e-14
    17       1   2.35857161e-01   2.73031745e-01
    17       2   1.13690164e-01   2.01323760e-05
    17       3   3.89572923e-08   3.29147340e-10
    17       4   5.96713090e-13   3.31874628e-15
    18       1   1.70424886e+00   3.76093337e-01
    18       2   3.16840216e-02   7.86790600e-08
    18       3   9.24492362e-09   1.70896823e-12
    18       4   3.85919878e-13   7.94407081e-16
    19       1   6.85073092e-01   2.06959200e+00
    19       2   3.17181625e-02   1.44713145e-06
    19       3   2.25111568e-09   5.34756439e-11
    19       4   8.61435069e-14   1.83368117e-15
    20       1   2.43407886e-01   4.93388581e+02
    20       2   1.69515018e-02   1.89643253e+00
    20       3   6.66377457e-10   4.69608811e-05
    20       4   8.54871805e-15   2.31501780e-09
    20       5   0.00000000e+00   2.14414251e-14
