  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
     1       4       4       1       2       1       0
     2       7       3       1       4       0       0
     3      10       3       1       5       1       0
     4      13       3       1       5       2       0
     5      16       3       1       6       1       0
     6      19       3       1       7       1       0
     7      22       3       1       7       2       0
     8      25       3       1       7       2       0
     9      28       3       1       7       2       0
    10      31       3       1       7       2       0
    11      34       3       1       8       1       0
    12      37       3       1       8       2       0
    13      40       3       1       8       2       0
    14      43       3       1       8       2       0
    15      46       3       1       8       2       0
    16      49       3       1       9       1       0
    17      52       3       1       9       2       0
    18      55       3       1       9       2       0
    19      58       3       1      10       1       0
    20      61       3       1      11       1       0
    21      64       3       1      12       1       0
    22      67       3       1      12       2       0
    23      70       3       1      13       1       0
    24      74       4       1      11       5       0
    25      78       4       1      11       3       0
    26      81       3       1      11       2       0
    27      84       3       1      11       2       0
    28      87       3       1      11       2       0
    29      90       3       1      12       1       0
    30      93       3       1      12       2       0
    31      96       3       1      12       2       0
    32      99       3       1      12       2       0
    33     102       3       1      12       2       0
    34     105       3       1      12       2       0
    35     108       3       1      12       2       0
    36     111       3       1      12       2       0
    37     114       3       1      13       1       0
    38     117       3       1      13       2       0
    39     120       3       1      13       2       0
    40     123       3       1      14       1       0
    41     126       3       1      13       3       0
    42     129       3       1      12       3       0
    43     132       3       1      12       2       0
    44     135       3       1      11       3       0
    45     138       3       1      11       2       0
    46     141       3       1      12       1       0
    47     144       3       1      12       2       0
    48     147       3       1      12       2       0
    49     150       3       1      13       1       0
    50     154       4       1      15       1       0
    51     157       3       1      15       2       0
    52     160       3       1      15       2       0
    53     163       3       1      15       2       0
    54     166       3       1      15       2       0
    55     169       3       1      16       1       0
    56     172       3       1      16       2       0
    57     175       3       1      16       2       0
    58     178       3       1      16       2       0
    59     181       3       1      16       2       0
    60     184       3       1      16       1       1
    61     187       3       1      16       1       1
    62     190       3       1      15       3       0
    63     194       4       1      15       3       0
    64     197       3       1      15       2       0
    65     200       3       1      17       0       0
    66     203       3       1      16       3       0
    67     206       3       1      16       2       0
    68     209       3       1      16       2       0
    69     212       3       1      16       2       0
    70     215       3       1      17       1       0
    71     218       3       1      17       2       0
    72     221       3       1      16       3       0
    73     224       3       1      16       2       0
    74     227       3       1      15       3       0
    75     231       4       1      17       1       0
    76     234       3       1      17       2       0
    77     237       3       1      17       2       0
    78     240       3       1      17       1       1
    79     243       3       1      17       1       1
    80     246       3       1      17       2       0
    81     249       3       1      17       2       0
    82     252       3       1      17       2       0
    83     255       3       1      18       1       0
    84     258       3       1      18       1       1
    85     261       3       1      18       1       1
    86     264       3       1      17       3       0
    87     267       3       1      17       2       0
    88     270       3       1      17       2       0
    89     273       3       1      16       3       0
    90     276       3       1      15       3       0
    91     279       3       1      16       1       0
    92     282       3       1      16       1       1
    93     285       3       1      16       1       1
    94     288       3       1      16       2       0
    95     291       3       1      15       3       0
    96     294       3       1      15       2       0
    97     297       3       1      16       1       0
    98     300       3       1      17       1       0
    99     303       3       1      17       2       0
   100     307       4       1      17       3       0
