  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   5.23697388e-06   5.00000109e-01
     1       3   5.23694271e-06   1.49451558e-13
     1       4   0.00000000e+00   0.00000000e+00
     2       1   3.04536299e-02   7.47514542e-01
     2       2   5.34224168e-05   6.02481974e-07
     2       3   8.94814153e-12   5.10915852e-14
     3       1   5.22638582e-02   5.48140257e-01
     3       2   9.88480438e-05   4.53676753e-13
     3       3   0.00000000e+00   0.00000000e+00
     4       1   7.61884154e-02   4.24244382e-01
     4       2   1.48044665e-04   5.01576793e-09
     4       3   4.46299275e-13   6.95006912e-15
     5       1   1.03359754e-01   3.40397433e-01
     5       2   2.02822762e-04   1.49736242e-08
     5       3   3.55105842e-13   3.01340064e-13
     6       1   1.35512848e-01   2.79219366e-01
     6       2   2.65929153e-04   1.03949006e-08
     6       3   3.31210350e-13   4.40567914e-16
     7       1   1.75552134e-01   2.31871942e-01
     7       2   3.41908027e-04   9.06248049e-10
     7       3   2.58133819e-13   0.00000000e+00
     8       1   2.28864853e-01   1.93455058e-01
     8       2   4.39091701e-04   6.51326564e-10
     8       3   3.49938101e-13   0.00000000e+00
     9       1   3.06876608e-01   1.61030300e-01
     9       2   5.74979636e-04   6.87201811e-10
     9       3   2.13136490e-12   1.60294619e-15
    10       1   4.39132480e-01   1.32708560e-01
    10       2   7.94486146e-04   5.46062735e-09
    10       3   3.09307916e-12   2.30379511e-14
    11       1   7.33730168e-01   1.07191858e-01
    11       2   1.26108770e-03   4.86635639e-09
    11       3   5.66607709e-12   1.77314365e-16
    12       1   2.16519222e+00   8.35233169e-02
    12       2   3.44134099e-03   4.96742255e-09
    12       3   1.99134359e-11   0.00000000e+00
    13       1   2.06179011e+00   6.09375032e-02
    13       2   2.92423269e-03   5.51947422e-09
    13       3   2.50889973e-11   0.00000000e+00
    14       1   6.40396612e-01   3.87588231e-02
    14       2   7.33448049e-04   6.79654722e-09
    14       3   1.15647649e-11   1.61355857e-15
    15       1   3.42573681e-01   1.63183097e-02
    15       2   2.44935912e-04   1.00211801e-12
    15       3   1.06966266e-15   0.00000000e+00
    16       1   2.03847655e-01   7.13375521e-03
    16       2   9.77946728e-06   2.89812917e-08
    16       3   1.65144673e-11   1.55495401e-14
    17       1   1.16014488e-01   3.25458113e-02
    17       2   1.97568346e-04   1.12539344e-12
