  TimeWindow  TotalIterations  Iterations  Convergence
     1       8       8       1
     2      16       8       1
     3      23       7       1
     4      30       7       1
     5      36       6       1
     6      42       6       1
     7      49       7       1
     8      55       6       1
     9      62       7       1
    10      68       6       1
    11      73       5       1
    12      78       5       1
    13      82       4       1
    14      88       6       1
    15      94       6       1
    16      99       5       1
    17     106       7       1
    18     111       5       1
    19     117       6       1
    20     123       6       1
    21     130       7       1
    22     135       5       1
    23     139       4       1
    24     145       6       1
    25     150       5       1
    26     155       5       1
    27     159       4       1
    28     163       4       1
    29     167       4       1
    30     171       4       1
    31     177       6       1
    32     181       4       1
    33     186       5       1
    34     190       4       1
    35     193       3       1
    36     198       5       1
    37     202       4       1
    38     208       6       1
    39     213       5       1
    40     218       5       1
    41     223       5       1
    42     228       5       1
    43     234       6       1
    44     239       5       1
    45     245       6       1
    46     250       5       1
    47     254       4       1
    48     259       5       1
    49     264       5       1
    50     267       3       1
