  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
     1       9       9       1       7       1       0
     2      13       4       1       9       1       0
     3      17       4       1      12       0       0
     4      21       4       1      15       0       0
     5      25       4       1      18       0       0
     6      29       4       1      19       2       0
     7      33       4       1      22       0       0
     8      37       4       1      24       1       0
     9      41       4       1      26       1       0
    10      44       3       1      28       0       0
    11      48       4       1      30       1       0
    12      52       4       1      31       2       0
    13      56       4       1      33       1       0
    14      59       3       1      35       0       0
    15      63       4       1      31       7       0
    16      66       3       1      30       1       2
    17      68       2       1      28       2       1
    18      70       2       1      28       0       1
    19      73       3       1      28       1       1
    20      76       3       1      27       1       2
    21      80       4       1      27       1       2
    22      82       2       1      27       0       1
    23      84       2       1      26       0       2
    24      86       2       1      25       0       2
    25      88       2       1      25       0       1
    26      90       2       1      24       0       2
    27      92       2       1      23       0       2
    28      94       2       1      22       0       2
    29      96       2       1      21       1       1
    30      98       2       1      21       1       0
    31     100       2       1      18       2       2
    32     102       2       1      17       0       2
    33     105       3       1      18       0       1
    34     107       2       1      18       0       1
    35     109       2       1      17       0       2
    36     111       2       1      16       0       2
    37     113       2       1      16       0       1
    38     115       2       1      16       0       1
    39     117       2       1      16       1       0
    40     119       2       1      16       0       1
    41     121       2       1      16       0       1
    42     123       2       1      16       0       1
    43     125       2       1      16       1       0
    44     127       2       1      16       1       0
    45     129       2       1      16       0       1
    46     131       2       1      16       0       1
    47     133       2       1      16       0       1
    48     135       2       1      15       2       0
    49     137       2       1      16       0       0
    50     139       2       1      15       0       2
    51     141       2       1      15       1       0
    52     143       2       1      15       1       0
    53     145       2       1      15       1       0
    54     147       2       1      15       0       1
    55     149       2       1      14       2       0
    56     151       2       1      14       1       0
    57     153       2       1      15       0       0
    58     155       2       1      15       0       1
    59     157       2       1      15       1       0
    60     159       2       1      15       0       1
    61     161       2       1      15       1       0
    62     163       2       1      15       1       0
    63     165       2       1      15       1       0
    64     167       2       1      12       4       0
    65     169       2       1      13       0       0
    66     171       2       1      14       0       0
    67     173       2       1      15       0       0
    68     175       2       1      15       0       1
    69     177       2       1      14       2       0
    70     179       2       1      15       0       0
    71     181       2       1      13       3       0
    72     183       2       1      14       0       0
    73     185       2       1      15       0       0
    74     187       2       1      15       0       1
    75     189       2       1      15       0       1
    76     191       2       1      15       1       0
    77     193       2       1      15       0       1
    78     195       2       1      14       2       0
    79     197       2       1      14       1       0
    80     199       2       1      14       1       0
    81     201       2       1      15       0       0
    82     203       2       1      15       0       1
    83     205       2       1      15       0       1
    84     207       2       1      15       0       1
    85     209       2       1      15       0       1
    86     211       2       1      15       1       0
    87     213       2       1      14       2       0
    88     215       2       1      15       0       0
    89     217       2       1      15       0       1
    90     219       2       1      15       0       1
    91     221       2       1      15       0       1
    92     223       2       1      15       0       1
    93     225       2       1      15       1       0
    94     227       2       1      15       1       0
    95     229       2       1      14       2       0
    96     231       2       1      15       0       0
    97     233       2       1      15       0       1
    98     235       2       1      15       1       0
    99     237       2       1      15       1       0
   100     239       2       1      15       0       1
