  TimeWindow  TotalIterations  Iterations  Convergence
     1       9       9       1
     2      13       4       1
     3      17       4       1
     4      21       4       1
     5      25       4       1
     6      29       4       1
     7      33       4       1
     8      37       4       1
     9      41       4       1
    10      44       3       1
    11      48       4       1
    12      52       4       1
    13      56       4       1
    14      59       3       1
    15      63       4       1
    16      66       3       1
    17      68       2       1
    18      70       2       1
    19      73       3       1
    20      76       3       1
    21      80       4       1
    22      82       2       1
    23      84       2       1
    24      86       2       1
    25      88       2       1
    26      90       2       1
    27      92       2       1
    28      94       2       1
    29      96       2       1
    30      98       2       1
    31     100       2       1
    32     102       2       1
    33     105       3       1
    34     107       2       1
    35     109       2       1
    36     111       2       1
    37     113       2       1
    38     115       2       1
    39     117       2       1
    40     119       2       1
    41     121       2       1
    42     123       2       1
    43     125       2       1
    44     127       2       1
    45     129       2       1
    46     131       2       1
    47     133       2       1
    48     135       2       1
    49     137       2       1
    50     139       2       1
    51     141       2       1
    52     143       2       1
    53     145       2       1
    54     147       2       1
    55     149       2       1
    56     151       2       1
    57     153       2       1
    58     155       2       1
    59     157       2       1
    60     159       2       1
    61     161       2       1
    62     163       2       1
    63     165       2       1
    64     167       2       1
    65     169       2       1
    66     171       2       1
    67     173       2       1
    68     175       2       1
    69     177       2       1
    70     179       2       1
    71     181       2       1
    72     183       2       1
    73     185       2       1
    74     187       2       1
    75     189       2       1
    76     191       2       1
    77     193       2       1
    78     195       2       1
    79     197       2       1
    80     199       2       1
    81     201       2       1
    82     203       2       1
    83     205       2       1
    84     207       2       1
    85     209       2       1
    86     211       2       1
    87     213       2       1
    88     215       2       1
    89     217       2       1
    90     219       2       1
    91     221       2       1
    92     223       2       1
    93     225       2       1
    94     227       2       1
    95     229       2       1
    96     231       2       1
    97     233       2       1
    98     235       2       1
    99     237       2       1
   100     239       2       1
