  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
    43       1   2.51474474e-01   2.79300911e-02
    43       2   4.68142302e-05   1.56165860e-03
    44       1   3.72836072e-01   2.99519542e-02
    44       2   3.93959454e-05   1.98516978e-03
    45       1   4.34557490e-01   3.77085551e-02
    45       2   1.96648186e-04   3.34958421e-03
    46       1   3.96843919e-01   2.80108587e-02
    46       2   3.96500166e-04   1.84804118e-03
    47       1   3.00159828e-01   2.09048453e-02
    47       2   5.26848095e-04   1.82826353e-03
    48       1   1.58388453e-01   1.65496637e-02
    48       2   1.57183642e-04   1.14092477e-03
    49       1   2.77923620e-01   1.07733199e-02
    49       2   8.80065329e-05   2.16731876e-03
    50       1   2.90003256e-01   1.58605709e-02
    50       2   6.26183973e-05   2.23979471e-03
    51       1   2.78007785e-01   2.35406563e-02
    51       2   1.29442283e-04   2.13777382e-03
    52       1   2.05302961e-01   3.34313765e-02
    52       2   8.86208832e-05   1.92147352e-03
    53       1   1.49470873e-01   2.86019754e-02
    53       2   4.43438535e-05   2.01303740e-03
    54       1   1.07906115e-01   2.75935324e-02
    54       2   6.89057751e-05   2.55658213e-03
    55       1   4.16669251e-02   2.35665063e-02
    55       2   4.93266324e-05   1.81541985e-03
    56       1   2.00600005e-02   1.02450776e-02
    56       2   5.31680149e-05   1.71112689e-03
    57       1   7.86820443e-02   9.15415853e-03
    57       2   4.40193768e-05   1.04347402e-03
    58       1   1.61868123e-01   1.54615444e-02
    58       2   5.29367065e-05   2.64418091e-03
    59       1   2.06316765e-01   2.51891262e-02
    59       2   6.05591354e-05   3.55635308e-03
    60       1   2.72019204e-01   2.44557979e-02
    60       2   1.03244451e-04   1.73779640e-03
    61       1   3.35989446e-01   3.04404377e-02
    61       2   1.46777930e-04   1.77175417e-03
    62       1   2.68426452e-01   2.76153505e-02
    62       2   2.08793544e-04   1.27139507e-03
    63       1   1.62065448e-01   1.67731385e-02
    63       2   3.85638823e-04   9.03902404e-04
    64       1   5.78601374e-02   1.51329665e-02
    64       2   9.18068724e-05   9.89306954e-04
    65       1   2.17427887e-01   8.67760007e-03
    65       2   2.70551308e-04   2.52734569e-03
    66       1   2.22394662e-01   1.45120938e-02
    66       2   1.86136442e-04   3.08815315e-03
    67       1   2.21369214e-01   1.79436868e-02
    67       2   9.04335584e-05   1.35264788e-03
    68       1   1.86764768e-01   2.78181001e-02
    68       2   1.74103349e-04   1.69080446e-03
    69       1   1.33213069e-01   2.67514233e-02
    69       2   4.55403919e-05   1.73000161e-03
    70       1   9.81155702e-02   2.16976418e-02
    70       2   2.27376757e-05   2.06112450e-03
    71       1   3.73521645e-02   2.16907329e-02
    71       2   2.26345973e-05   6.57192682e-04
    72       1   2.90624698e-02   1.10267129e-02
    72       2   4.74193120e-05   1.24284088e-03
    73       1   6.70964448e-02   6.49753519e-03
    73       2   2.26284447e-05   1.24773147e-03
    74       1   1.29418935e-01   1.10498217e-02
    74       2   2.91676858e-05   1.71600291e-03
    75       1   1.75257881e-01   2.16878459e-02
    75       2   6.42076608e-06   1.18810606e-03
    76       1   2.08840670e-01   2.21550983e-02
    76       2   4.77986481e-05   1.50015445e-03
    77       1   2.60121949e-01   2.32814667e-02
    77       2   5.77135439e-05   1.32704752e-03
    78       1   1.96474468e-01   2.57977276e-02
    78       2   5.80721254e-05   8.80222519e-04
    79       1   9.98170010e-02   1.53987411e-02
    79       2   1.55414744e-04   5.22681579e-04
    80       1   7.70853766e-02   1.09269480e-02
    80       2   3.58285107e-05   7.65976691e-04
    81       1   1.58375189e-01   7.63540608e-03
    81       2   2.64316833e-05   1.05498667e-03
    82       1   1.72976538e-01   1.34139516e-02
    82       2   2.02616267e-05   1.07411644e-03
    83       1   1.75245491e-01   1.53878649e-02
    83       2   1.12709002e-04   1.37168584e-03
    84       1   1.69877144e-01   2.12383991e-02
    84       2   1.35890456e-05   1.16821719e-03
    85       1   1.18458142e-01   2.48724569e-02
    85       2   1.67105646e-05   1.08661584e-03
    86       1   8.15370330e-02   1.81945590e-02
    86       2   3.19352125e-05   1.50905753e-03
    87       1   4.78023110e-02   1.73898896e-02
    87       2   2.10563530e-05   9.41309750e-04
    88       1   3.43939663e-02   1.13112086e-02
    88       2   7.71228590e-06   1.84572077e-03
    89       1   5.28671958e-02   6.29490044e-03
    89       2   3.59467535e-05   5.89622517e-04
    90       1   9.80030169e-02   8.62037185e-03
    90       2   5.68036959e-05   1.18818197e-03
    91       1   1.54761291e-01   1.66641554e-02
    91       2   1.34470117e-05   1.03400830e-03
    92       1   1.67890947e-01   2.07251066e-02
    92       2   4.82093086e-06   9.29692706e-04
    93       1   1.90314904e-01   1.82099875e-02
    93       2   2.97748836e-05   1.17763124e-03
    94       1   1.64074154e-01   2.15833644e-02
    94       2   6.20058036e-05   9.75489647e-04
    95       1   9.21141221e-02   1.52009353e-02
    95       2   2.80840773e-05   5.38877020e-04
    96       1   5.72835120e-02   7.47182291e-03
    96       2   3.21868572e-05   4.20581071e-04
    97       1   9.68853736e-02   7.02306806e-03
    97       2   8.54836560e-05   6.37626822e-04
    98       1   1.46843446e-01   1.06856493e-02
    98       2   9.26444281e-05   6.38778541e-04
    99       1   1.44016544e-01   1.42332361e-02
    99       2   3.51419524e-05   7.44013590e-04
   100       1   1.43324440e-01   1.57900610e-02
   100       2   5.69836055e-05   1.15784139e-03
