  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   2.56834761e-05   1.70935155e-06
     1       3   9.86437821e-12   1.84741012e-12
     2       1   4.83598357e-02   7.46100277e-01
     2       2   1.32514036e-04   2.97615221e-06
     2       3   8.70806783e-11   1.09105379e-12
     3       1   8.44814870e-02   5.43875034e-01
     3       2   2.49322323e-04   2.43356665e-06
     3       3   1.71811580e-10   7.81085650e-13
     3       4   0.00000000e+00   0.00000000e+00
     4       1   1.26456757e-01   4.16512146e-01
     4       2   3.82384598e-04   1.96025639e-06
     4       3   2.68689904e-10   3.69797986e-14
     4       4   0.00000000e+00   0.00000000e+00
     5       1   1.78417334e-01   3.28761158e-01
     5       2   5.42128586e-04   1.59686470e-06
     5       3   3.85427560e-10   4.06941096e-12
     5       4   3.39891153e-16   0.00000000e+00
     6       1   2.48319945e-01   2.63248852e-01
     6       2   7.48387734e-04   1.31001639e-06
     6       3   5.36790339e-10   5.95486653e-14
     6       4   0.00000000e+00   0.00000000e+00
     7       1   3.54383048e-01   2.11069241e-01
     7       2   1.04600415e-03   1.07344681e-06
     7       3   7.56072251e-10   4.69916470e-13
     7       4   0.00000000e+00   0.00000000e+00
     8       1   5.50792050e-01   1.67198782e-01
     8       2   1.56697819e-03   8.69699170e-07
     8       3   1.14158681e-09   4.42884075e-14
     8       4   0.00000000e+00   0.00000000e+00
     9       1   1.10790699e+00   1.28512897e-01
     9       2   2.96481208e-03   6.86763597e-07
     9       3   2.17984329e-09   8.63667175e-14
     9       4   1.16665399e-16   0.00000000e+00
    10       1   4.12209906e+02   9.28490426e-02
    10       2   4.61436073e+03   5.15748841e-07
    10       3   3.42464826e-03   1.52408868e-12
    10       4   6.06548998e-10   0.00000000e+00
    10       5   0.00000000e+00   0.00000000e+00
    11       1   1.00000062e+00   5.85013332e-02
    11       2   2.01541422e-03   3.49194501e-07
    11       3   1.53539764e-09   0.00000000e+00
    11       4   0.00000000e+00   0.00000000e+00
    12       1   4.40977733e-01   2.38837385e-02
    12       2   5.67923339e-04   1.79790926e-07
    12       3   4.61225976e-10   1.89601426e-13
    12       4   0.00000000e+00   0.00000000e+00
    13       1   2.34248358e-01   1.27850826e-02
    13       2   4.32818755e-05   9.70265669e-10
    13       3   1.07650425e-11   0.00000000e+00
    14       1   1.10640411e-01   5.39209780e-02
    14       2   4.85725172e-04   2.04945406e-07
    14       3   3.12708319e-10   3.01875412e-14
    14       4   2.08024683e-16   0.00000000e+00
    15       1   1.29480952e-02   1.03412702e-01
    15       2   9.18816186e-04   4.51534525e-07
    15       3   6.27383812e-10   1.87789853e-13
    15       4   0.00000000e+00   0.00000000e+00
    16       1   8.39575150e-02   1.68624514e-01
    16       2   1.44410785e-03   7.77567627e-07
    16       3   1.00729181e-09   1.05092611e-11
    16       4   5.36237785e-14   0.00000000e+00
    17       1   2.04584132e-01   2.66327878e-01
    17       2   2.21558426e-03   1.26723232e-06
    17       3   1.56374423e-09   1.26075180e-12
    17       4   4.00318250e-16   0.00000000e+00
    18       1   4.03184017e-01   4.46355409e-01
    18       2   3.64818784e-03   2.17091051e-06
    18       3   2.59594937e-09   5.04526894e-13
    18       4   9.32784847e-16   0.00000000e+00
    19       1   9.34928315e-01   9.57080009e-01
    19       2   7.77402512e-03   4.73645082e-06
    19       3   5.56669557e-09   3.70721502e-13
    19       4   1.79084068e-16   0.00000000e+00
    20       1   1.22725306e+02   1.88076769e+05
    20       2   2.64080237e+04   1.71791589e+01
    20       3   1.86579572e-02   1.08223328e-06
    20       4   2.82453976e-10   0.00000000e+00
    20       5   0.00000000e+00   0.00000000e+00
    21       1   1.00000031e+00   1.00000029e+00
    21       2   8.30501251e-03   5.09734309e-06
    21       3   6.00978098e-09   1.64858149e-12
    21       4   5.01435698e-15   0.00000000e+00
    22       1   4.81307471e-01   4.89035967e-01
    22       2   4.18653660e-03   2.52985877e-06
    22       3   3.04522773e-09   2.86092653e-13
    22       4   1.11934213e-15   0.00000000e+00
    23       1   2.86699656e-01   3.08607456e-01
    23       2   2.76731589e-03   1.62284800e-06
    23       3   2.02431124e-09   1.12544689e-13
    23       4   0.00000000e+00   0.00000000e+00
    24       1   1.69669701e-01   2.10315259e-01
    24       2   2.01732081e-03   1.12823408e-06
    24       3   1.48580013e-09   3.78139605e-13
    24       4   0.00000000e+00   0.00000000e+00
    25       1   7.75278794e-02   1.44293169e-01
    25       2   1.52567408e-03   7.95371476e-07
    25       3   1.13390755e-09   5.31929668e-14
    25       4   0.00000000e+00   0.00000000e+00
    26       1   1.28880345e-02   9.37207300e-02
    26       2   1.14680322e-03   5.39710689e-07
    26       3   8.64542658e-10   2.34723544e-13
    26       4   0.00000000e+00   0.00000000e+00
    27       1   1.24052750e-01   5.11621699e-02
    27       2   7.99053308e-04   3.23758386e-07
    27       3   6.20017109e-10   7.17538206e-14
    27       4   0.00000000e+00   0.00000000e+00
    28       1   3.05462810e-01   1.26235854e-02
    28       2   3.83014816e-04   1.27290548e-07
    28       3   3.32683777e-10   3.60733305e-14
    28       4   1.52809113e-16   0.00000000e+00
    29       1   7.88659371e-01   2.44682262e-02
    29       2   4.68352017e-04   6.29241781e-08
    29       3   2.43973091e-10   0.00000000e+00
    29       4   0.00000000e+00   0.00000000e+00
    30       1   6.53107310e+02   6.21364691e-02
