  TimeWindow  TotalIterations  Iterations  Convergence
     1       8       8       1
     2      12       4       1
     3      17       5       1
     4      21       4       1
     5      27       6       1
     6      31       4       1
     7      35       4       1
     8      39       4       1
     9      43       4       1
    10      46       3       1
    11      49       3       1
    12      53       4       1
    13      56       3       1
    14      59       3       1
    15      62       3       1
    16      65       3       1
    17      68       3       1
    18      71       3       1
    19      75       4       1
    20      78       3       1
    21      81       3       1
    22      84       3       1
    23      86       2       1
    24      88       2       1
    25      91       3       1
    26      93       2       1
    27      95       2       1
    28      97       2       1
    29      99       2       1
    30     101       2       1
    31     103       2       1
    32     105       2       1
    33     107       2       1
    34     109       2       1
    35     111       2       1
    36     113       2       1
    37     115       2       1
    38     117       2       1
    39     119       2       1
    40     121       2       1
