  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
    12       1   2.16559019e+00   9.59771528e-02
    12       2   3.10802699e-02   1.35069327e-02
    12       3   1.04929289e-02   6.58395271e-03
    12       4   8.69198194e-04   1.38333045e-03
    13       1   3.81412430e-01   9.71522510e-02
    13       2   7.76494366e-03   1.04350561e-02
    13       3   2.80996592e-03   1.72030780e-03
    14       1   6.14613757e-01   3.69487281e-02
    14       2   3.64365812e-03   9.69873532e-03
    14       3   3.28117320e-04   3.33474980e-03
    15       1   3.45301698e-01   7.47551430e-02
    15       2   2.02773361e-03   7.00833604e-03
    15       3   1.20646822e-03   1.45816924e-03
    16       1   1.32091339e-02   9.37581259e-02
    16       2   6.21031197e-03   6.04654414e-03
    16       3   1.63527650e-03   3.10988007e-03
    17       1   5.24380557e-01   3.88640975e-02
    17       2   3.41015141e-03   6.78355133e-03
    17       3   2.39420528e-03   3.77052530e-03
    18       1   1.18809048e+00   5.61024825e-02
    18       2   1.93113273e-02   9.59366778e-03
    18       3   7.73318866e-04   2.45857840e-03
    19       1   2.46930538e-01   8.14709949e-02
    19       2   2.73001702e-02   1.11375327e-02
    19       3   7.85091403e-03   8.60881030e-04
    19       4   9.25131994e-04   3.30644195e-04
    20       1   5.14479677e-01   4.58337155e-02
    20       2   6.72060551e-04   8.32055681e-03
    20       3   1.21909084e-03   2.38413818e-03
    21       1   3.98791470e-01   4.19208289e-02
    21       2   6.47694210e-04   9.76783902e-03
    21       3   5.77697303e-05   1.90002265e-03
    22       1   1.20956030e-01   8.01710592e-02
    22       2   1.39238151e-03   8.24697611e-03
    22       3   5.17295987e-04   2.09227424e-03
    23       1   2.54813784e-01   5.30239364e-02
    23       2   7.38738476e-04   2.86853117e-03
    24       1   6.97663340e-01   3.42839722e-02
    24       2   2.00913332e-04   3.23682653e-03
    25       1   4.95700580e-01   6.84750664e-02
    25       2   9.35969239e-04   6.60558512e-03
    25       3   1.29542966e-03   8.97596337e-04
    26       1   3.01128968e-01   5.69146916e-02
    26       2   6.71835775e-04   3.19177452e-03
    27       1   3.91407505e-01   2.23467695e-02
    27       2   6.62255655e-04   3.37099921e-03
    28       1   1.98182704e-01   5.89875808e-02
    28       2   6.94925516e-04   4.10248731e-03
    29       1   9.56417136e-02   5.48959291e-02
    29       2   3.95367798e-04   2.09795199e-03
    30       1   4.41058276e-01   1.84605371e-02
    30       2   1.05891838e-03   2.40804824e-03
    31       1   5.20401244e-01   4.34312204e-02
    31       2   1.78436854e-03   4.11321631e-03
    32       1   6.10798900e-02   5.14187269e-02
    32       2   1.37336423e-03   2.27455532e-03
    33       1   3.41148216e-01   1.97042808e-02
    33       2   3.76776638e-04   3.85777518e-03
    34       1   2.48365579e-01   3.76084976e-02
    34       2   4.89441511e-04   3.24539113e-03
    35       1   2.67810184e-02   5.03825799e-02
    35       2   2.12624915e-04   1.77157104e-03
    36       1   2.49351068e-01   2.51570485e-02
    36       2   9.19733864e-04   2.56811231e-03
    37       1   4.12120826e-01   2.89997516e-02
    37       2   4.07382336e-04   1.27214700e-03
    38       1   1.24210597e-01   4.69850973e-02
    38       2   6.29837329e-04   3.12017078e-03
    39       1   2.30211102e-01   3.08795617e-02
    39       2   3.01167310e-04   2.73936490e-03
    40       1   2.49338536e-01   2.26599565e-02
    40       2   1.94363702e-04   1.06363311e-03
