  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   5.58802153e-01   4.66382607e-01
     1       3   3.53763482e-01   1.60970533e-02
     1       4   1.32380841e-01   2.56216134e-02
     1       5   4.42532202e-01   4.73796179e-02
     1       6   6.31319346e-02   1.65379889e-02
     1       7   5.32253972e-02   1.90535408e-03
     1       8   1.91540786e-05   2.87957211e-03
     2       1   5.46384723e-01   1.78211526e-01
     2       2   1.67925387e-02   1.02814171e-01
     2       3   1.56228067e-02   1.44508953e-02
     2       4   5.18879893e-05   2.50209084e-03
     3       1   1.22642638e-01   1.84277818e-01
     3       2   6.96848656e-03   4.56572991e-02
     3       3   1.90202078e-02   1.54854516e-02
     3       4   2.03030575e-03   1.32357396e-02
     3       5   2.67660191e-03   2.26358129e-03
     4       1   4.93978771e-01   1.03236353e-01
     4       2   9.27295252e-03   4.95207888e-02
     4       3   7.49644022e-03   2.93717599e-02
     4       4   8.65305132e-04   3.37157019e-03
     5       1   2.39355385e+00   5.91884032e-02
     5       2   3.42861383e-02   3.61422955e-02
     5       3   2.42325670e-02   4.65063385e-02
     5       4   8.49815478e-03   2.22597882e-03
     5       5   4.23797646e-03   7.87690382e-03
     5       6   7.98442273e-05   3.70315066e-04
     6       1   1.03629115e+01   1.21774523e-01
     6       2   4.93697219e-02   2.16433597e-02
     6       3   2.28996362e-01   5.28659876e-03
     6       4   2.53699016e-03   1.72752261e-03
     7       1   9.11689521e-01   8.70953885e-02
     7       2   2.05370055e-02   1.72974600e-02
     7       3   2.37218147e-02   5.84750613e-03
     7       4   5.65142486e-04   3.79837030e-03
     8       1   6.21210528e-01   4.79219300e-02
     8       2   1.17527003e-02   4.15789767e-02
     8       3   3.91851494e-03   1.80421951e-02
     8       4   1.86708751e-04   2.89016597e-03
     9       1   2.57468914e-01   1.16929564e-01
     9       2   4.67887498e-03   1.06797033e-02
     9       3   3.71032837e-03   1.49972900e-02
     9       4   3.58439651e-04   1.75726039e-03
    10       1   1.90620384e-01   1.01160902e-01
    10       2   3.17241738e-03   1.82394716e-02
    10       3   6.81657309e-04   4.48103099e-03
    11       1   9.92679778e-01   3.87736858e-02
    11       2   8.06187754e-03   4.99139579e-03
    11       3   1.90299459e-03   4.90488792e-03
