  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   2.04338453e-01   5.02128450e-01
     1       3   1.70129089e-01   3.13165221e-05
     1       4   2.21767468e-06   1.19337214e-07
     1       5   8.45795457e-09   2.68312532e-13
     1       6   1.37667525e-14   1.98602910e-16
     2       1   1.72630748e+00   1.80228512e-02
     2       2   3.75366410e-01   9.36971524e-03
     2       3   1.06056006e-03   4.39723909e-06
     2       4   6.92502232e-07   2.02848872e-10
     2       5   2.96677674e-11   1.24265616e-12
     3       1   1.48898433e+00   2.03659481e+00
     3       2   1.04503509e+00   3.61400377e-04
     3       3   1.25459859e-05   4.80107070e-06
     3       4   1.52184051e-07   1.60112618e-09
     3       5   4.90403721e-11   4.83797304e-13
     4       1   2.63424986e+00   1.94114065e-02
     4       2   3.88095082e-01   2.35335437e-04
     4       3   1.58493652e-06   1.52463503e-06
     4       4   2.39543408e-08   6.37486643e-10
     4       5   7.55634936e-12   1.94630276e-14
     5       1   7.86968122e-01   3.82503645e+01
     5       2   1.73524074e-01   8.03217251e+01
     5       3   1.02820414e-07   1.44270011e-01
     5       4   1.55548137e-10   1.69534773e-05
     5       5   3.71924730e-14   1.92957514e-09
     5       6   0.00000000e+00   1.34154948e-11
     6       1   5.05775803e+00   9.99999933e-01
     6       2   3.39697657e-01   2.73423272e-05
     6       3   2.04293619e-06   1.43745264e-08
     6       4   1.24118434e-09   3.60882433e-12
     6       5   2.12006078e-12   3.57486313e-15
     7       1   1.72631115e+00   1.80168317e-02
     7       2   3.76823171e-01   4.67814934e-05
     7       3   3.19012073e-06   9.24620622e-08
     7       4   9.15645403e-09   1.64746290e-11
     7       5   7.64495959e-13   8.14268066e-15
     8       1   1.48898685e+00   2.03660106e+00
     8       2   1.04508496e+00   1.25850985e-04
     8       3   1.09179607e-05   7.19534507e-10
     8       4   1.32255402e-10   4.00186596e-13
     8       5   3.20855736e-14   1.98603770e-16
     9       1   2.63427811e+00   1.94053520e-02
     9       2   3.88106030e-01   1.32295709e-04
     9       3   8.01291987e-06   2.06299552e-08
     9       4   5.00473699e-11   1.33023443e-12
    10       1   7.86970028e-01   3.82503951e+01
    10       2   1.73522498e-01   2.10262670e+02
    10       3   1.29751145e-06   2.96073329e-02
    10       4   1.62486372e-10   5.60622731e-05
    10       5   1.09023911e-13   8.65774713e-08
    10       6   1.11022312e-16   1.18621711e-11
