  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   4.26603580e-04   3.01657356e-05
     1       3   2.96033646e-09   9.04591165e-11
     1       4   4.25487240e-15   0.00000000e+00
     2       1   2.23844464e-01   7.33846266e-01
     2       2   2.44381560e-03   5.16743585e-05
     2       3   2.97693076e-08   2.30737221e-10
     2       4   5.88718636e-14   0.00000000e+00
     3       1   4.77357683e-01   5.05452363e-01
     3       2   5.54061034e-03   4.09168359e-05
     3       3   7.15194154e-08   1.88414334e-10
     3       4   1.42882879e-13   0.00000000e+00
     4       1   1.12232385e+00   3.42972945e-01
     4       2   1.28205282e-02   3.03337872e-05
     4       3   1.71064216e-07   1.42108636e-10
     4       4   3.48656406e-13   0.00000000e+00
     5       1   9.16111988e+01   2.09438145e-01
     5       2   3.80513409e+01   2.05979533e-05
     5       3   5.26739303e-04   9.83034177e-11
     5       4   1.08174153e-09   0.00000000e+00
     5       5   0.00000000e+00   0.00000000e+00
     6       1   9.99614580e-01   8.10172939e-02
     6       2   7.87799879e-03   1.06591639e-05
     6       3   1.18423863e-07   5.30908862e-11
     6       4   2.54866855e-13   0.00000000e+00
     7       1   3.18521543e-01   6.73285093e-02
     7       2   1.19286602e-03   1.24646684e-06
     7       3   4.52850222e-09   1.79272508e-12
     7       4   1.87095479e-15   0.00000000e+00
     8       1   7.66134276e-02   2.89319142e-01
     8       2   8.81504211e-03   1.94615763e-05
     8       3   1.05435264e-07   8.62389289e-11
     8       4   2.08527380e-13   0.00000000e+00
     9       1   7.23314458e-01   8.30992317e-01
     9       2   2.57487280e-02   6.44303726e-05
     9       3   3.27237570e-07   2.94292853e-10
     9       4   6.49742953e-13   0.00000000e+00
    10       1   3.33147715e+01   1.94968583e+03
    10       2   1.87643492e+01   1.93989712e-01
    10       3   2.45225057e-04   9.00213952e-07
    10       4   4.95722508e-10   1.01339902e-14
    10       5   0.00000000e+00   0.00000000e+00
    11       1   1.00169010e+00   1.00042970e+00
    11       2   3.42643982e-02   8.83066417e-05
    11       3   4.57564522e-07   4.14020629e-10
    11       4   9.27570280e-13   0.00000000e+00
    12       1   4.15846654e-01   4.54150664e-01
    12       2   1.77991784e-02   4.27388699e-05
    12       3   2.43119847e-07   2.02704560e-10
    12       4   4.94284114e-13   0.00000000e+00
    13       1   7.42830573e-02   2.24600197e-01
    13       2   1.15370973e-02   2.34650138e-05
    13       3   1.63101824e-07   1.13264659e-10
    13       4   3.35745551e-13   0.00000000e+00
    14       1   4.57851196e-01   6.32775947e-02
    14       2   6.99476761e-03   9.72885709e-06
    14       3   1.09599715e-07   4.92097565e-11
    14       4   2.28275021e-13   0.00000000e+00
    15       1   5.34807430e+02   8.79204679e-02
    15       2   2.33040611e+00   3.42726861e-06
    15       3   1.99961139e-05   1.22637904e-11
