  TimeWindow  TotalIterations  Iterations  Convergence
     1       4       4       1
     2       8       4       1
     3      12       4       1
     4      17       5       1
     5      21       4       1
     6      25       4       1
     7      29       4       1
     8      34       5       1
     9      38       4       1
    10      42       4       1
    11      46       4       1
    12      51       5       1
    13      55       4       1
    14      59       4       1
    15      63       4       1
    16      68       5       1
    17      72       4       1
    18      76       4       1
    19      80       4       1
    20      85       5       1
    21      89       4       1
    22      93       4       1
    23      97       4       1
    24     102       5       1
    25     106       4       1
    26     110       4       1
    27     114       4       1
    28     119       5       1
    29     123       4       1
    30     127       4       1
    31     131       4       1
    32     136       5       1
