  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   3.25104081e-02   3.24313140e-02
     1       3   1.08850937e-03   1.08586402e-03
     1       4   3.64837159e-05   3.63950548e-05
     1       5   1.22287277e-06   1.21990104e-06
     1       6   4.09886871e-08   4.08890533e-08
     1       7   1.37387260e-09   1.37052986e-09
     1       8   4.60497515e-11   4.59191779e-11
     2       1   2.01119793e+00   6.50249315e-01
     2       2   1.58323463e-01   2.13303876e-02
     2       3   5.27872971e-03   7.14448775e-04
     2       4   1.76903054e-04   2.39465766e-05
     2       5   5.92946479e-06   8.02649290e-07
     2       6   1.98745886e-07   2.69034949e-08
     2       7   6.66163797e-09   9.01613673e-10
     2       8   2.23250760e-10   3.03882407e-11
     2       9   7.52442866e-12   9.07700532e-13
     3       1   3.15001528e+00   2.04691582e-01
     3       2   1.58772999e-01   6.81417427e-03
     3       3   5.35028347e-03   2.28347781e-04
     3       4   1.79364885e-04   7.65378385e-06
     3       5   6.01205239e-06   2.56542658e-07
     3       6   2.01514524e-07   8.59874240e-09
     3       7   6.75432100e-09   2.88465713e-10
     3       8   2.26590172e-10   9.44209936e-12
     3       9   7.41688236e-12   4.31791107e-13
     4       1   5.75092543e-01   6.84857489e-01
     4       2   1.19461147e-01   2.34946249e-02
     4       3   3.98817234e-03   7.88121904e-04
     4       4   1.33659123e-04   2.64172499e-05
     4       5   4.48001425e-06   8.85463957e-07
     4       6   1.50162755e-07   2.96790540e-08
     4       7   5.03316743e-09   9.95214720e-10
     4       8   1.68775200e-10   3.32818414e-11
     4       9   5.64403661e-12   1.07441094e-12
     5       1   2.63328062e-01   2.80433176e+00
     5       2   2.49802197e-01   8.59203743e-02
     5       3   8.30343522e-03   2.87163983e-03
     5       4   2.78240079e-04   9.62433896e-05
     5       5   9.32606371e-06   3.22590998e-06
     5       6   3.12594244e-07   1.08127279e-07
     5       7   1.04776539e-08   3.62434722e-09
     5       8   3.51203180e-10   1.21273002e-10
     5       9   1.17515342e-11   3.76624494e-12
     6       1   2.59603034e-01   7.36338006e-01
     6       2   2.54217022e-01   2.40863693e-02
     6       3   8.44894433e-03   8.06684295e-04
     6       4   2.83114568e-04   2.70380022e-05
     6       5   9.48944550e-06   9.06268628e-07
     6       6   3.18070534e-07   3.03765102e-08
     6       7   1.06611579e-08   1.01823822e-09
     6       8   3.57368290e-10   3.41901327e-11
     6       9   1.19997815e-11   1.14120127e-12
     7       1   2.56579155e-01   3.30531969e-01
     7       2   1.14119533e-01   1.09574921e-02
     7       3   3.81052379e-03   3.67142305e-04
     7       4   1.27706191e-04   1.23058561e-05
     7       5   4.28048362e-06   4.12471834e-07
     7       6   1.43474732e-07   1.38254740e-08
     7       7   4.80907058e-09   4.63436515e-10
     7       8   1.61202272e-10   1.55240306e-11
     7       9   5.39997295e-12   4.84980810e-13
     8       1   3.80288084e-01   1.04608599e-01
     8       2   2.45653867e-02   3.49405728e-03
     8       3   8.22714019e-04   1.17101350e-04
     8       4   2.75752629e-05   3.92502945e-06
     8       5   9.24276653e-07   1.31560581e-07
     8       6   3.09802479e-08   4.40949244e-09
     8       7   1.03835962e-09   1.48020916e-10
     8       8   3.48562534e-11   4.92900621e-12
     9       1   2.98548448e-01   2.02643534e-02
     9       2   3.29157680e-03   6.79689523e-04
     9       3   1.10340424e-04   2.27825961e-05
     9       4   3.69844358e-06   7.63635763e-07
     9       5   1.23965766e-07   2.55958062e-08
     9       6   4.15512712e-09   8.57974522e-10
     9       7   1.39280456e-10   2.88380858e-11
     9       8   4.68145458e-12   9.38688127e-13
    10       1   1.44913951e-01   4.79543171e-02
    10       2   6.39260865e-03   1.60993772e-03
    10       3   2.14315669e-04   5.39653817e-05
    10       4   7.18356102e-06   1.80883392e-06
    10       5   2.40781184e-07   6.06293637e-08
    10       6   8.07061895e-09   2.03224201e-09
    10       7   2.70519867e-10   6.80020363e-11
    10       8   9.05206368e-12   2.22696316e-12
    11       1   5.24786175e-02   3.22017268e-02
    11       2   4.38989389e-03   1.08051527e-03
    11       3   1.47163691e-04   3.62184099e-05
    11       4   4.93270966e-06   1.21398332e-06
    11       5   1.65336385e-07   4.06904318e-08
    11       6   5.54176375e-09   1.36382709e-09
    11       7   1.85744018e-10   4.58078777e-11
    11       8   6.23866803e-12   1.59299325e-12
