  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
   298     595       2       1      14       0       0
   299     597       2       1      15       0       0
   300     599       2       1      15       1       0
   301     601       2       1      15       1       0
   302     603       2       1      15       1       0
   303     605       2       1      15       0       1
   304     607       2       1      15       0       1
   305     609       2       1      15       1       0
   306     611       2       1      15       1       0
   307     613       2       1      15       1       0
   308     615       2       1      15       0       1
   309     617       2       1      15       1       0
   310     619       2       1      14       2       0
   311     621       2       1      13       2       0
   312     623       2       1      13       1       0
   313     625       2       1      13       1       0
   314     627       2       1      13       1       0
   315     629       2       1      12       2       0
   316     631       2       1      13       0       0
   317     633       2       1      13       1       0
   318     635       2       1      13       1       0
   319     637       2       1      13       1       0
   320     639       2       1      13       1       0
   321     641       2       1      13       1       0
   322     643       2       1      14       0       0
   323     645       2       1      14       1       0
   324     647       2       1      14       1       0
   325     649       2       1      14       1       0
   326     651       2       1      14       1       0
   327     653       2       1      15       0       0
   328     655       2       1      15       1       0
   329     657       2       1      15       0       1
   330     659       2       1      15       0       1
   331     661       2       1      15       0       1
   332     663       2       1      14       2       0
   333     665       2       1      15       0       0
   334     671       6       1      10      10       0
