  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
     1       4       4       1       2       1       0
     2       7       3       1       4       0       0
     3      10       3       1       6       0       0
     4      13       3       1       8       0       0
     5      15       2       1       9       0       0
     6      18       3       1      11       0       0
     7      20       2       1      12       0       0
     8      22       2       1      13       0       0
     9      24       2       1      14       0       0
    10      26       2       1      15       0       0
    11      28       2       1      16       0       0
    12      30       2       1      17       0       0
    13      32       2       1      18       0       0
    14      34       2       1      19       0       0
    15      36       2       1      20       0       0
    16      38       2       1      19       0       2
    17      40       2       1      18       0       2
    18      42       2       1      17       0       2
    19      44       2       1      16       0       2
    20      46       2       1      16       0       1
    21      48       2       1      15       0       2
    22      50       2       1      15       0       1
    23      52       2       1      15       0       1
    24      54       2       1      15       1       0
    25      56       2       1      14       2       0
    26      57       1       1      14       2       0
    27      59       2       1      15       0       0
    28      61       2       1      15       0       1
    29      63       2       1      15       1       0
    30      65       2       1      15       0       1
    31      67       2       1      15       1       0
    32      69       2       1      15       0       1
    33      71       2       1      15       1       0
    34      73       2       1      15       0       1
    35      75       2       1      15       0       1
    36      77       2       1      15       0       1
    37      79       2       1      15       0       1
    38      81       2       1      15       0       1
    39      83       2       1      15       0       1
    40      85       2       1      15       0       1
    41      87       2       1      15       0       1
    42      89       2       1      15       1       0
    43      91       2       1      15       1       0
    44      93       2       1      14       2       0
    45      95       2       1      14       1       0
    46      97       2       1      14       1       0
    47      99       2       1      14       1       0
    48     101       2       1      14       1       0
    49     103       2       1      14       1       0
    50     105       2       1      14       1       0
    51     107       2       1      14       1       0
    52     109       2       1      14       1       0
    53     111       2       1      15       0       0
    54     113       2       1      15       0       1
    55     115       2       1      15       0       1
    56     117       2       1      15       1       0
    57     119       2       1      15       1       0
    58     121       2       1      15       1       0
    59     123       2       1      15       0       1
    60     125       2       1      15       1       0
    61     127       2       1      15       0       1
    62     129       2       1      15       1       0
    63     131       2       1      15       0       1
    64     133       2       1      15       1       0
    65     135       2       1      15       0       1
    66     137       2       1      15       0       1
    67     139       2       1      15       0       1
    68     141       2       1      15       1       0
    69     143       2       1      15       1       0
    70     145       2       1      15       1       0
    71     147       2       1      15       0       1
    72     149       2       1      15       1       0
    73     151       2       1      15       1       0
    74     153       2       1      15       1       0
    75     155       2       1      15       1       0
    76     157       2       1      15       1       0
    77     159       2       1      14       2       0
    78     161       2       1      13       2       0
    79     163       2       1      13       1       0
    80     165       2       1      13       1       0
    81     167       2       1      14       0       0
    82     169       2       1      15       0       0
    83     171       2       1      15       0       1
    84     173       2       1      14       2       0
    85     175       2       1      14       1       0
    86     177       2       1      15       0       0
    87     179       2       1      15       0       1
    88     181       2       1      15       0       1
    89     183       2       1      14       2       0
    90     185       2       1      15       0       0
    91     187       2       1      15       1       0
    92     189       2       1      15       1       0
    93     191       2       1      15       0       1
    94     193       2       1      15       1       0
    95     195       2       1      15       1       0
    96     197       2       1      15       0       1
    97     199       2       1      14       2       0
    98     201       2       1      15       0       0
    99     203       2       1      15       1       0
   100     205       2       1      15       1       0
   101     207       2       1      14       2       0
   102     209       2       1      14       1       0
   103     211       2       1      14       1       0
   104     213       2       1      13       2       0
   105     215       2       1      13       1       0
   106     217       2       1      13       1       0
   107     219       2       1      13       1       0
   108     221       2       1      14       0       0
   109     223       2       1      14       1       0
   110     225       2       1      15       0       0
   111     227       2       1      15       0       1
   112     229       2       1      14       2       0
   113     231       2       1      15       0       0
   114     233       2       1      15       1       0
   115     235       2       1      15       0       1
   116     237       2       1      15       1       0
   117     239       2       1      15       1       0
   118     241       2       1      15       0       1
   119     243       2       1      15       1       0
   120     245       2       1      15       0       1
   121     247       2       1      14       2       0
   122     249       2       1      15       0       0
   123     251       2       1      14       2       0
   124     253       2       1      14       1       0
   125     255       2       1      14       1       0
   126     257       2       1      13       2       0
   127     259       2       1      13       1       0
   128     261       2       1      13       1       0
   129     263       2       1      13       1       0
   130     265       2       1      13       1       0
   131     267       2       1      13       1       0
   132     269       2       1      13       1       0
   133     270       1       1      13       1       0
   134     272       2       1      14       0       0
   135     274       2       1      15       0       0
   136     276       2       1      15       1       0
   137     278       2       1      15       0       1
   138     280       2       1      15       1       0
   139     282       2       1      15       0       1
   140     284       2       1      15       1       0
   141     286       2       1      15       0       1
   142     288       2       1      15       0       1
   143     290       2       1      13       3       0
   144     292       2       1      14       0       0
   145     294       2       1      15       0       0
   146     296       2       1      15       0       1
   147     298       2       1      15       0       1
   148     300       2       1      15       1       0
   149     302       2       1      15       1       0
   150     304       2       1      14       2       0
   151     306       2       1      14       1       0
   152     308       2       1      14       1       0
   153     310       2       1      14       1       0
   154     312       2       1      14       1       0
   155     314       2       1      14       1       0
   156     316       2       1      14       1       0
   157     318       2       1      14       1       0
   158     320       2       1      14       1       0
   159     322       2       1      13       2       0
   160     324       2       1      13       1       0
   161     326       2       1      14       0       0
   162     328       2       1      14       1       0
   163     330       2       1      14       1       0
   164     332       2       1      15       0       0
   165     334       2       1      15       1       0
   166     336       2       1      15       1       0
   167     338       2       1      15       0       1
   168     340       2       1      15       1       0
   169     342       2       1      15       0       1
   170     344       2       1      15       1       0
   171     346       2       1      15       0       1
   172     348       2       1      15       1       0
   173     350       2       1      15       1       0
   174     352       2       1      15       1       0
   175     354       2       1      14       2       0
   176     356       2       1      14       1       0
   177     358       2       1      14       1       0
   178     360       2       1      14       1       0
   179     362       2       1      13       2       0
   180     364       2       1      12       2       0
   181     366       2       1      12       1       0
   182     368       2       1      12       1       0
   183     370       2       1      12       1       0
   184     372       2       1      12       1       0
   185     374       2       1      12       1       0
   186     376       2       1      12       1       0
   187     377       1       1      12       1       0
   188     379       2       1      12       1       0
   189     381       2       1      13       0       0
   190     383       2       1      13       1       0
   191     385       2       1      14       0       0
   192     387       2       1      14       1       0
   193     389       2       1      14       1       0
   194     391       2       1      15       0       0
   195     393       2       1      15       1       0
   196     395       2       1      15       0       1
   197     397       2       1      15       1       0
   198     399       2       1      15       0       1
   199     401       2       1      15       0       1
   200     403       2       1      15       1       0
   201     405       2       1      15       0       1
   202     407       2       1      15       1       0
   203     409       2       1      15       1       0
   204     411       2       1      14       2       0
   205     413       2       1      14       1       0
   206     415       2       1      15       0       0
   207     417       2       1      15       1       0
   208     419       2       1      14       2       0
   209     421       2       1      14       1       0
   210     423       2       1      14       1       0
   211     425       2       1      14       1       0
   212     427       2       1      14       1       0
   213     429       2       1      14       1       0
   214     431       2       1      14       1       0
   215     433       2       1      14       1       0
   216     435       2       1      14       1       0
   217     437       2       1      14       1       0
   218     439       2       1      14       1       0
   219     441       2       1      14       1       0
   220     443       2       1      15       0       0
   221     445       2       1      15       0       1
   222     447       2       1      15       0       1
   223     449       2       1      15       1       0
   224     451       2       1      15       1       0
   225     453       2       1      15       0       1
   226     455       2       1      15       1       0
   227     457       2       1      15       1       0
   228     459       2       1      15       0       1
   229     461       2       1      15       1       0
   230     463       2       1      15       1       0
   231     465       2       1      14       2       0
   232     467       2       1      14       1       0
   233     469       2       1      14       1       0
   234     471       2       1      14       1       0
   235     473       2       1      14       1       0
   236     475       2       1      14       1       0
   237     477       2       1      14       1       0
   238     479       2       1      14       1       0
   239     481       2       1      13       2       0
   240     482       1       1      13       2       0
   241     483       1       1      13       2       0
   242     485       2       1      13       1       0
   243     487       2       1      14       0       0
   244     489       2       1      14       1       0
   245     491       2       1      15       0       0
   246     493       2       1      15       1       0
   247     495       2       1      15       1       0
   248     497       2       1      15       1       0
   249     499       2       1      15       0       1
   250     501       2       1      15       1       0
   251     503       2       1      15       0       1
   252     505       2       1      15       0       1
   253     507       2       1      15       1       0
   254     509       2       1      15       0       1
   255     511       2       1      15       0       1
   256     513       2       1      14       2       0
   257     515       2       1      14       1       0
   258     517       2       1      14       1       0
   259     519       2       1      13       2       0
   260     521       2       1      14       0       0
   261     523       2       1      14       1       0
   262     525       2       1      14       1       0
   263     527       2       1      14       1       0
   264     529       2       1      14       1       0
   265     531       2       1      13       2       0
   266     533       2       1      13       1       0
   267     535       2       1      13       1       0
   268     537       2       1      13       1       0
   269     539       2       1      13       1       0
   270     541       2       1      13       1       0
   271     543       2       1      14       0       0
   272     545       2       1      14       1       0
   273     547       2       1      14       1       0
   274     549       2       1      14       1       0
   275     551       2       1      15       0       0
   276     553       2       1      15       0       1
   277     555       2       1      15       0       1
   278     557       2       1      15       1       0
   279     559       2       1      15       0       1
   280     561       2       1      15       1       0
   281     563       2       1      15       1       0
   282     565       2       1      15       1       0
   283     567       2       1      15       1       0
   284     569       2       1      15       1       0
   285     571       2       1      15       1       0
   286     573       2       1      15       1       0
   287     575       2       1      15       1       0
   288     577       2       1      15       1       0
   289     579       2       1      15       0       1
   290     581       2       1      14       2       0
   291     583       2       1      14       1       0
   292     585       2       1      14       1       0
   293     587       2       1      13       2       0
   294     588       1       1      13       2       0
   295     589       1       1      13       2       0
   296     591       2       1      13       1       0
   297     593       2       1      13       1       0
