  TimeWindow  TotalIterations  Iterations  Convergence
     1       4       4       1
     2       7       3       1
     3      10       3       1
     4      13       3       1
     5      15       2       1
     6      18       3       1
     7      20       2       1
     8      22       2       1
     9      24       2       1
    10      26       2       1
    11      28       2       1
    12      30       2       1
    13      32       2       1
    14      34       2       1
    15      36       2       1
    16      38       2       1
    17      40       2       1
    18      42       2       1
    19      44       2       1
    20      46       2       1
    21      48       2       1
    22      50       2       1
    23      52       2       1
    24      54       2       1
    25      56       2       1
    26      57       1       1
    27      59       2       1
    28      61       2       1
    29      63       2       1
    30      65       2       1
    31      67       2       1
    32      69       2       1
    33      71       2       1
    34      73       2       1
    35      75       2       1
    36      77       2       1
    37      79       2       1
    38      81       2       1
    39      83       2       1
    40      85       2       1
    41      87       2       1
    42      89       2       1
    43      91       2       1
    44      93       2       1
    45      95       2       1
    46      97       2       1
    47      99       2       1
    48     101       2       1
    49     103       2       1
    50     105       2       1
    51     107       2       1
    52     109       2       1
    53     111       2       1
    54     113       2       1
    55     115       2       1
    56     117       2       1
    57     119       2       1
    58     121       2       1
    59     123       2       1
    60     125       2       1
    61     127       2       1
    62     129       2       1
    63     131       2       1
    64     133       2       1
    65     135       2       1
    66     137       2       1
    67     139       2       1
    68     141       2       1
    69     143       2       1
    70     145       2       1
    71     147       2       1
    72     149       2       1
    73     151       2       1
    74     153       2       1
    75     155       2       1
    76     157       2       1
    77     159       2       1
    78     161       2       1
    79     163       2       1
    80     165       2       1
    81     167       2       1
    82     169       2       1
    83     171       2       1
    84     173       2       1
    85     175       2       1
    86     177       2       1
    87     179       2       1
    88     181       2       1
    89     183       2       1
    90     185       2       1
    91     187       2       1
    92     189       2       1
    93     191       2       1
    94     193       2       1
    95     195       2       1
    96     197       2       1
    97     199       2       1
    98     201       2       1
    99     203       2       1
   100     205       2       1
   101     207       2       1
   102     209       2       1
   103     211       2       1
   104     213       2       1
   105     215       2       1
   106     217       2       1
   107     219       2       1
   108     221       2       1
   109     223       2       1
   110     225       2       1
   111     227       2       1
   112     229       2       1
   113     231       2       1
   114     233       2       1
   115     235       2       1
   116     237       2       1
   117     239       2       1
   118     241       2       1
   119     243       2       1
