  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
   299       1   2.23804867e-02   9.10979155e-03
   299       2   8.06915077e-08   1.05703687e-04
   300       1   2.70714373e-02   1.24216497e-02
   300       2   2.46839849e-08   3.25422190e-04
   301       1   3.15201593e-02   1.44941839e-02
   301       2   5.01414388e-08   2.47233098e-04
   302       1   3.67662911e-02   1.61169473e-02
   302       2   7.71500340e-08   4.21331200e-04
   303       1   4.12050303e-02   1.86141010e-02
   303       2   4.59875930e-08   1.24916005e-04
   304       1   4.39623997e-02   2.04013715e-02
   304       2   1.01480417e-07   1.76901549e-04
   305       1   4.76465643e-02   2.06030898e-02
   305       2   7.83307170e-08   3.69940789e-04
   306       1   5.24485598e-02   2.12919557e-02
   306       2   7.98729718e-08   2.16574401e-04
   307       1   5.59930722e-02   2.26491776e-02
   307       2   3.23258854e-08   2.38552667e-04
   308       1   5.89604680e-02   2.27788006e-02
   308       2   4.90324034e-08   1.81449574e-04
   309       1   6.35057201e-02   2.23401593e-02
   309       2   1.48281203e-07   5.28129283e-04
   310       1   6.75859335e-02   2.29581016e-02
   310       2   5.23883025e-08   2.39374170e-04
   311       1   6.79260376e-02   2.31968442e-02
   311       2   2.15568082e-07   5.94256825e-05
   312       1   6.72674174e-02   2.16547342e-02
   312       2   1.69599885e-07   3.43514132e-04
   313       1   6.70448828e-02   2.01760026e-02
   313       2   1.75110638e-07   2.80012342e-04
   314       1   6.37251984e-02   1.93212471e-02
   314       2   7.32606677e-08   2.99899122e-04
   315       1   5.79690543e-02   1.72169968e-02
   315       2   2.75803994e-07   1.79352739e-04
   316       1   5.29255834e-02   1.43642513e-02
   316       2   1.40344255e-07   3.04548328e-04
   317       1   4.78116387e-02   1.26997578e-02
   317       2   1.41468455e-07   4.81400095e-05
   318       1   3.83019211e-02   1.12567628e-02
   318       2   2.05294785e-07   2.51806710e-04
   319       1   2.83658241e-02   8.48236394e-03
   319       2   1.32078793e-07   1.40966643e-04
   320       1   1.99496745e-02   5.97983028e-03
   320       2   2.63307628e-07   1.04229440e-04
   321       1   8.37585045e-03   4.42231714e-03
   321       2   1.02912324e-07   4.89381404e-04
   322       1   1.30762964e-02   1.90226692e-03
   322       2   1.31319454e-07   4.48552863e-04
   323       1   2.52257987e-02   2.46115552e-03
   323       2   1.19177805e-07   1.21500454e-04
   324       1   3.44875616e-02   5.06318921e-03
   324       2   2.30192502e-07   4.88729644e-04
   325       1   4.34457248e-02   6.96193630e-03
   325       2   6.30014727e-07   8.02422858e-04
   326       1   5.03980909e-02   9.76162539e-03
   326       2   3.42155252e-07   3.74858400e-04
   327       1   5.29744992e-02   1.23177591e-02
   327       2   4.73456737e-08   3.19463558e-04
   328       1   5.57752899e-02   1.33490335e-02
   328       2   1.02221560e-07   7.84798275e-04
   329       1   5.93229159e-02   1.47061273e-02
   329       2   9.93968164e-08   5.86279054e-04
   330       1   6.05137985e-02   1.70249511e-02
   330       2   2.57581556e-07   6.08699420e-05
   331       1   5.98644340e-02   1.84518157e-02
   331       2   1.12006878e-07   2.34733673e-04
   332       1   5.99426409e-02   1.90538488e-02
   332       2   1.51478003e-07   4.53089084e-04
   333       1   5.95022614e-02   2.05157412e-02
   333       2   3.50524262e-08   9.79550486e-05
   334       1   1.95024333e-02   4.83915725e-02
   334       2   8.59779924e-05   4.34517160e-02
   334       3   5.26854798e-06   2.43435564e-02
   334       4   1.79350383e-06   1.75174426e-02
   334       5   7.87505247e-07   9.69758946e-03
   334       6   1.11246989e-07   4.81570423e-04
