  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   2.98236778e-01   2.96143652e-01
     1       3   1.11491369e-01   1.10795581e-01
     1       4   4.48074836e-02   4.45403069e-02
     1       5   1.85036598e-02   1.83953564e-02
     1       6   7.72516934e-03   7.68030055e-03
     1       7   3.23979176e-03   3.22103524e-03
     1       8   1.36126883e-03   1.35339853e-03
     1       9   5.72418454e-04   5.69110851e-04
     1      10   2.40783897e-04   2.39392910e-04
     1      11   1.01298226e-04   1.00713094e-04
     1      12   4.26188501e-05   4.23726800e-05
     1      13   1.79313231e-05   1.78277521e-05
     1      14   7.54444780e-06   7.50087155e-06
     1      15   3.17427448e-06   3.15594015e-06
     1      16   1.33555660e-06   1.32784244e-06
     1      17   5.61927668e-07   5.58682070e-07
     1      18   2.36427912e-07   2.35062313e-07
     1      19   9.94757168e-08   9.89011692e-08
     1      20   4.18538595e-08   4.16121569e-08
     1      21   1.76097969e-08   1.75080391e-08
     1      22   7.40920526e-09   7.36640738e-09
     1      23   3.11738087e-09   3.09936278e-09
     1      24   1.31161539e-09   1.30404781e-09
     1      25   5.51858451e-10   5.48675131e-10
     1      26   2.32193033e-10   2.30869517e-10
     1      27   9.77011055e-11   9.71002725e-11
     2       1   1.44118954e+00   2.08014446e+00
     2       2   2.64467741e-01   4.66726176e-01
     2       3   1.00131382e-01   1.64139895e-01
     2       4   4.04265632e-02   6.45996378e-02
     2       5   1.67247762e-02   2.64607379e-02
     2       6   6.98768544e-03   1.10106250e-02
     2       7   2.93141143e-03   4.61129682e-03
     2       8   1.23185575e-03   1.93642055e-03
     2       9   5.18027980e-04   8.14074941e-04
     2      10   2.17909903e-04   3.42400236e-04
     2      11   9.16759772e-05   1.44042248e-04
     2      12   3.85706709e-05   6.06013038e-05
     2      13   1.62281324e-05   2.54970121e-05
     2      14   6.82785002e-06   1.07276113e-05
     2      15   2.87277175e-06   4.51356241e-06
     2      16   1.20870128e-06   1.89905294e-06
     2      17   5.08554152e-07   7.99015290e-07
     2      18   2.13971276e-07   3.36181212e-07
     2      19   9.00272394e-08   1.41446334e-07
     2      20   3.78784533e-08   5.95126428e-08
     2      21   1.59371182e-08   2.50396845e-08
     2      22   6.70547292e-09   1.05354787e-08
     2      23   2.82133613e-09   4.43256436e-09
     2      24   1.18701349e-09   1.86494925e-09
     2      25   4.99422023e-10   7.84697408e-10
     2      26   2.10136872e-10   3.30187128e-10
     2      27   8.84222245e-11   1.38929360e-10
     2      28   3.72045090e-11   5.83763353e-11
     3       1   1.44831387e-01   7.60421202e-01
     3       2   4.20918408e-01   2.42391528e-01
     3       3   1.50453846e-01   9.25465414e-02
     3       4   5.95339648e-02   3.74790672e-02
     3       5   2.44364859e-02   1.55243051e-02
     3       6   1.01768821e-02   6.48937812e-03
     3       7   4.26361044e-03   2.72293521e-03
     3       8   1.79067815e-03   1.14434884e-03
     3       9   7.52850685e-04   4.81246716e-04
     3      10   3.16657444e-04   2.02440895e-04
     3      11   1.33214114e-04   8.51686287e-05
     3      12   5.60459579e-05   3.58329438e-05
     3      13   2.35804697e-05   1.50762851e-05
     3      14   9.92125341e-06   6.34322298e-06
     3      15   4.17429485e-06   2.66886873e-06
     3      16   1.75630830e-06   1.12291047e-06
     3      17   7.38956439e-07   4.72457992e-07
     3      18   3.10911637e-07   1.98784159e-07
     3      19   1.30814408e-07   8.36373170e-08
     3      20   5.50394279e-08   3.51899755e-08
     3      21   2.31575595e-08   1.48059016e-08
     3      22   9.74335858e-09   6.22955804e-09
     3      23   4.09950166e-09   2.62107430e-09
     3      24   1.72485724e-09   1.10283720e-09
     3      25   7.25747076e-10   4.64024265e-10
     3      26   3.05361578e-10   1.95223597e-10
     3      27   1.28471177e-10   8.21063768e-11
     3      28   5.40321225e-11   3.44783645e-11
     4       1   2.56003042e-01   4.03588808e-01
     4       2   2.48861769e-01   1.45158682e-01
     4       3   9.47827692e-02   5.75592928e-02
     4       4   3.83499539e-02   2.36451213e-02
     4       5   1.58793092e-02   9.85055481e-03
     4       6   6.63678997e-03   4.12745974e-03
     4       7   2.78461681e-03   1.73359521e-03
     4       8   1.17024100e-03   7.28868927e-04
     4       9   4.92130096e-04   3.06573541e-04
     4      10   2.07018142e-04   1.28972480e-04
     4      11   8.70941482e-05   5.42615106e-05
     4      12   3.66430367e-05   2.28297084e-05
     4      13   1.54171167e-05   9.60538093e-06
     4      14   6.48662429e-06   4.04139420e-06
     4      15   2.72920360e-06   1.70039128e-06
     4      16   1.14829595e-06   7.15429769e-07
     4      17   4.83138970e-07   3.01012904e-07
     4      18   2.03277925e-07   1.26649676e-07
     4      19   8.55281748e-08   5.32869849e-08
     4      20   3.59853953e-08   2.24203242e-08
     4      21   1.51407371e-08   9.43309378e-09
     4      22   6.37029117e-09   3.96897811e-09
     4      23   2.68030279e-09   1.67001777e-09
     4      24   1.12778472e-09   7.02461073e-10
     4      25   4.74381127e-10   2.95714447e-10
     4      26   1.99699802e-10   1.24270488e-10
     4      27   8.39214359e-11   5.23061154e-11
     5       1   2.22745045e-01   2.28200316e-01
     5       2   1.34345968e-01   8.76029095e-02
     5       3   5.35011508e-02   3.55481874e-02
     5       4   2.20147533e-02   1.47362962e-02
     5       5   9.17757721e-03   6.16200906e-03
     5       6   3.84656151e-03   2.58592676e-03
