  TimeWindow  TotalIterations  Iterations  Convergence
     1       4       4       1
     2       9       5       1
     3      14       5       1
     4      18       4       1
     5      23       5       1
     6      28       5       1
     7      33       5       1
     8      37       4       1
     9      41       4       1
    10      46       5       1
    11      50       4       1
    12      55       5       1
    13      60       5       1
    14      64       4       1
    15      69       5       1
    16      74       5       1
    17      79       5       1
    18      83       4       1
    19      87       4       1
    20      92       5       1
