  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
   298     602       2       1      13       1       0
   299     604       2       1      13       1       0
   300     606       2       1      13       1       0
   301     608       2       1      14       0       0
   302     610       2       1      14       1       0
   303     612       2       1      15       0       0
   304     614       2       1      15       1       0
   305     616       2       1      15       0       1
   306     618       2       1      14       2       0
   307     620       2       1      14       1       0
   308     622       2       1      13       2       0
   309     624       2       1      13       1       0
   310     626       2       1      13       1       0
   311     628       2       1      14       0       0
   312     630       2       1      15       0       0
   313     632       2       1      15       0       1
   314     634       2       1      15       0       1
   315     636       2       1      15       1       0
   316     638       2       1      15       1       0
   317     640       2       1      15       1       0
   318     642       2       1      15       0       1
   319     644       2       1      15       1       0
   320     646       2       1      15       1       0
   321     648       2       1      15       1       0
   322     650       2       1      15       1       0
   323     652       2       1      15       0       1
   324     654       2       1      15       1       0
   325     656       2       1      15       1       0
   326     658       2       1      14       2       0
   327     660       2       1      15       0       0
   328     662       2       1      14       2       0
   329     664       2       1      14       1       0
   330     666       2       1      13       2       0
   331     668       2       1      13       1       0
   332     670       2       1      13       1       0
   333     672       2       1      13       1       0
   334     674       2       1      13       1       0
   335     676       2       1      13       1       0
   336     678       2       1      13       1       0
   337     680       2       1      13       1       0
   338     682       2       1      14       0       0
   339     684       2       1      14       1       0
   340     686       2       1      14       1       0
   341     688       2       1      14       1       0
   342     690       2       1      14       1       0
   343     692       2       1      14       1       0
   344     694       2       1      14       1       0
   345     696       2       1      13       2       0
   346     698       2       1      13       1       0
   347     700       2       1      13       1       0
   348     702       2       1      13       1       0
   349     704       2       1      13       1       0
   350     706       2       1      13       1       0
   351     708       2       1      13       1       0
   352     710       2       1      13       1       0
   353     712       2       1      13       1       0
   354     714       2       1      14       0       0
   355     716       2       1      14       1       0
   356     718       2       1      14       1       0
   357     720       2       1      14       1       0
   358     722       2       1      14       1       0
   359     724       2       1      14       1       0
   360     726       2       1      14       1       0
   361     728       2       1      14       1       0
   362     730       2       1      13       2       0
   363     732       2       1      13       1       0
   364     734       2       1      13       1       0
   365     736       2       1      13       1       0
   366     738       2       1      13       1       0
   367     740       2       1      13       1       0
   368     742       2       1      13       1       0
   369     744       2       1      13       1       0
   370     746       2       1      13       1       0
   371     748       2       1      13       1       0
   372     750       2       1      13       1       0
   373     752       2       1      13       1       0
   374     754       2       1      13       1       0
   375     756       2       1      13       1       0
   376     758       2       1      13       1       0
   377     760       2       1      14       0       0
   378     762       2       1      14       1       0
   379     764       2       1      14       1       0
   380     766       2       1      12       3       0
   381     768       2       1      12       1       0
   382     770       2       1      12       1       0
   383     772       2       1      13       0       0
   384     774       2       1      13       1       0
   385     776       2       1      13       1       0
   386     778       2       1      13       1       0
   387     780       2       1      14       0       0
   388     782       2       1      13       2       0
   389     784       2       1      13       1       0
   390     786       2       1      13       1       0
   391     788       2       1      13       1       0
   392     790       2       1      14       0       0
   393     792       2       1      14       1       0
   394     794       2       1      14       1       0
   395     796       2       1      14       1       0
   396     798       2       1      14       1       0
   397     800       2       1      15       0       0
   398     802       2       1      15       0       1
   399     804       2       1      15       0       1
   400     806       2       1      15       1       0
   401     808       2       1      15       1       0
   402     810       2       1      14       2       0
   403     812       2       1      14       1       0
   404     814       2       1      14       1       0
   405     816       2       1      14       1       0
   406     818       2       1      13       2       0
   407     820       2       1      13       1       0
   408     822       2       1      13       1       0
   409     824       2       1      13       1       0
   410     826       2       1      13       1       0
   411     828       2       1      13       1       0
   412     830       2       1      12       2       0
   413     832       2       1      12       1       0
   414     834       2       1      12       1       0
   415     836       2       1      12       1       0
   416     838       2       1      12       1       0
   417     840       2       1      12       1       0
   418     842       2       1      12       1       0
   419     844       2       1      12       1       0
   420     846       2       1      12       1       0
   421     848       2       1      12       1       0
   422     850       2       1      12       1       0
   423     852       2       1      12       1       0
   424     854       2       1      12       1       0
   425     856       2       1      12       1       0
   426     858       2       1      12       1       0
   427     860       2       1      12       1       0
   428     862       2       1      11       2       0
   429     864       2       1      11       1       0
   430     866       2       1      11       1       0
   431     868       2       1      12       0       0
   432     870       2       1      12       1       0
   433     872       2       1      12       1       0
   434     874       2       1      12       1       0
   435     876       2       1      12       1       0
   436     878       2       1      12       1       0
   437     880       2       1      13       0       0
   438     882       2       1      13       1       0
   439     884       2       1      12       2       0
   440     886       2       1      12       1       0
   441     888       2       1      12       1       0
   442     890       2       1      12       1       0
   443     892       2       1      12       1       0
   444     894       2       1      12       1       0
   445     896       2       1      12       1       0
   446     898       2       1      12       1       0
   447     900       2       1      13       0       0
   448     902       2       1      13       1       0
   449     904       2       1      13       1       0
   450     906       2       1      13       1       0
   451     908       2       1      13       1       0
   452     910       2       1      13       1       0
   453     912       2       1      14       0       0
   454     914       2       1      14       1       0
   455     916       2       1      14       1       0
   456     918       2       1      14       1       0
   457     920       2       1      14       1       0
   458     922       2       1      13       2       0
   459     924       2       1      13       1       0
   460     926       2       1      13       1       0
   461     928       2       1      13       1       0
   462     930       2       1      13       1       0
   463     932       2       1      14       0       0
   464     934       2       1      14       1       0
   465     936       2       1      13       2       0
   466     938       2       1      12       2       0
   467     940       2       1      12       1       0
   468     942       2       1      13       0       0
   469     944       2       1      14       0       0
   470     946       2       1      14       1       0
   471     948       2       1      14       1       0
   472     950       2       1      15       0       0
   473     952       2       1      15       1       0
   474     954       2       1      15       1       0
   475     956       2       1      15       1       0
   476     958       2       1      15       1       0
   477     960       2       1      15       1       0
   478     962       2       1      15       0       1
   479     964       2       1      15       1       0
   480     966       2       1      15       1       0
   481     968       2       1      15       0       1
   482     970       2       1      15       1       0
   483     972       2       1      15       1       0
   484     974       2       1      14       2       0
   485     976       2       1      12       3       0
   486     978       2       1      12       1       0
   487     980       2       1      13       0       0
   488     982       2       1      13       1       0
   489     984       2       1      12       2       0
   490     986       2       1      12       1       0
   491     988       2       1      12       1       0
   492     990       2       1      12       1       0
   493     992       2       1      12       1       0
   494     994       2       1      11       2       0
   495     996       2       1      11       1       0
   496     998       2       1      11       1       0
   497    1000       2       1      10       2       0
   498    1002       2       1      10       1       0
   499    1004       2       1      10       1       0
   500    1006       2       1      11       0       0
   501    1008       2       1      11       1       0
   502    1010       2       1      11       1       0
   503    1012       2       1      10       2       0
   504    1014       2       1      10       1       0
   505    1016       2       1      10       1       0
   506    1018       2       1      10       1       0
   507    1020       2       1      11       0       0
   508    1022       2       1      11       1       0
   509    1024       2       1      11       1       0
   510    1026       2       1      11       1       0
   511    1028       2       1      12       0       0
   512    1030       2       1      12       1       0
   513    1032       2       1      12       1       0
   514    1034       2       1      12       1       0
   515    1036       2       1      12       1       0
   516    1038       2       1      12       1       0
   517    1040       2       1      13       0       0
   518    1042       2       1      12       2       0
   519    1044       2       1      12       1       0
   520    1046       2       1      11       2       0
   521    1048       2       1      11       1       0
   522    1050       2       1      11       1       0
   523    1052       2       1      12       0       0
   524    1054       2       1      12       1       0
   525    1056       2       1      11       2       0
   526    1058       2       1      11       1       0
   527    1060       2       1      11       1       0
   528    1062       2       1      11       1       0
   529    1064       2       1      11       1       0
   530    1066       2       1      11       1       0
   531    1068       2       1      11       1       0
   532    1070       2       1      10       2       0
   533    1072       2       1      11       0       0
   534    1074       2       1      11       1       0
   535    1076       2       1      11       1       0
   536    1078       2       1      11       1       0
   537    1080       2       1      11       1       0
   538    1082       2       1      11       1       0
   539    1084       2       1      11       1       0
   540    1086       2       1      11       1       0
   541    1088       2       1      11       1       0
   542    1090       2       1      11       1       0
   543    1092       2       1      12       0       0
   544    1094       2       1      12       1       0
   545    1096       2       1      12       1       0
   546    1098       2       1      12       1       0
   547    1100       2       1      12       1       0
   548    1102       2       1      12       1       0
   549    1104       2       1      12       1       0
   550    1106       2       1      12       1       0
   551    1108       2       1      12       1       0
   552    1110       2       1      12       1       0
   553    1112       2       1      12       1       0
   554    1114       2       1      12       1       0
   555    1116       2       1      12       1       0
   556    1117       1       1      12       1       0
   557    1119       2       1      13       0       0
   558    1121       2       1      13       1       0
   559    1123       2       1      13       1       0
   560    1125       2       1      14       0       0
   561    1127       2       1      15       0       0
   562    1129       2       1      15       0       1
   563    1131       2       1      14       2       0
   564    1133       2       1      15       0       0
   565    1135       2       1      15       1       0
   566    1137       2       1      15       1       0
   567    1139       2       1      14       2       0
   568    1141       2       1      15       0       0
   569    1143       2       1      15       0       1
   570    1145       2       1      15       1       0
   571    1147       2       1      15       1       0
   572    1149       2       1      15       0       1
   573    1151       2       1      15       1       0
   574    1153       2       1      14       2       0
   575    1155       2       1      15       0       0
   576    1157       2       1      15       1       0
   577    1159       2       1      15       1       0
   578    1161       2       1      15       1       0
   579    1163       2       1      15       1       0
   580    1165       2       1      15       0       1
   581    1167       2       1      14       2       0
   582    1169       2       1      14       1       0
   583    1171       2       1      13       2       0
   584    1173       2       1      13       1       0
   585    1175       2       1      13       1       0
   586    1177       2       1      13       1       0
   587    1179       2       1      13       1       0
   588    1181       2       1      13       1       0
   589    1183       2       1      13       1       0
   590    1185       2       1      13       1       0
   591    1187       2       1      13       1       0
   592    1189       2       1      13       1       0
   593    1191       2       1      13       1       0
   594    1193       2       1      13       1       0
   595    1195       2       1      13       1       0
   596    1197       2       1      13       1       0
   597    1199       2       1      14       0       0
   598    1201       2       1      14       1       0
   599    1203       2       1      14       1       0
   600    1205       2       1      14       1       0
   601    1207       2       1      14       1       0
   602    1209       2       1      14       1       0
   603    1211       2       1      15       0       0
   604    1213       2       1      14       2       0
   605    1215       2       1      14       1       0
   606    1217       2       1      14       1       0
   607    1219       2       1      14       1       0
   608    1221       2       1      14       1       0
   609    1223       2       1      14       1       0
   610    1225       2       1      14       1       0
   611    1227       2       1      14       1       0
   612    1229       2       1      14       1       0
   613    1231       2       1      15       0       0
   614    1233       2       1      15       1       0
   615    1235       2       1      15       1       0
   616    1237       2       1      15       1       0
   617    1239       2       1      15       1       0
   618    1241       2       1      15       1       0
   619    1243       2       1      14       2       0
   620    1245       2       1      14       1       0
   621    1247       2       1      14       1       0
   622    1249       2       1      14       1       0
   623    1251       2       1      15       0       0
   624    1253       2       1      15       1       0
   625    1255       2       1      15       1       0
   626    1257       2       1      15       1       0
   627    1259       2       1      15       1       0
   628    1261       2       1      15       0       1
   629    1263       2       1      14       2       0
   630    1265       2       1      14       1       0
   631    1267       2       1      14       1       0
   632    1269       2       1      14       1       0
   633    1271       2       1      15       0       0
   634    1273       2       1      15       0       1
   635    1275       2       1      15       0       1
   636    1277       2       1      15       1       0
   637    1278       1       1      15       1       0
   638    1280       2       1      15       1       0
   639    1282       2       1      14       2       0
   640    1284       2       1      15       0       0
   641    1286       2       1      15       0       1
   642    1288       2       1      15       0       1
   643    1290       2       1      15       0       1
   644    1292       2       1      15       1       0
   645    1294       2       1      15       0       1
   646    1296       2       1      15       1       0
   647    1298       2       1      15       0       1
   648    1300       2       1      15       1       0
   649    1302       2       1      15       0       1
   650    1304       2       1      14       2       0
   651    1306       2       1      14       1       0
   652    1308       2       1      12       3       0
   653    1310       2       1      12       1       0
   654    1312       2       1      13       0       0
   655    1314       2       1      13       1       0
   656    1316       2       1      13       1       0
   657    1318       2       1      13       1       0
   658    1320       2       1      12       2       0
   659    1322       2       1      12       1       0
   660    1324       2       1      12       1       0
   661    1326       2       1      12       1       0
   662    1328       2       1      12       1       0
   663    1330       2       1      12       1       0
   664    1332       2       1      12       1       0
   665    1334       2       1      12       1       0
   666    1336       2       1      12       1       0
   667    1338       2       1      13       0       0
   668    1340       2       1      13       1       0
   669    1342       2       1      13       1       0
   670    1344       2       1      13       1       0
   671    1346       2       1      13       1       0
   672    1348       2       1      13       1       0
   673    1350       2       1      14       0       0
   674    1352       2       1      13       2       0
   675    1354       2       1      13       1       0
   676    1356       2       1      13       1       0
   677    1358       2       1      14       0       0
   678    1360       2       1      13       2       0
   679    1362       2       1      13       1       0
   680    1364       2       1      13       1       0
   681    1366       2       1      13       1       0
   682    1368       2       1      13       1       0
   683    1370       2       1      14       0       0
   684    1372       2       1      14       1       0
   685    1374       2       1      14       1       0
   686    1376       2       1      13       2       0
   687    1378       2       1      13       1       0
   688    1380       2       1      13       1       0
   689    1382       2       1      13       1       0
   690    1384       2       1      12       2       0
   691    1386       2       1      12       1       0
   692    1388       2       1      12       1       0
   693    1390       2       1      13       0       0
   694    1392       2       1      13       1       0
   695    1394       2       1      13       1       0
   696    1396       2       1      12       2       0
   697    1398       2       1      12       1       0
   698    1400       2       1      12       1       0
   699    1402       2       1      12       1       0
   700    1404       2       1      12       1       0
   701    1406       2       1      12       1       0
   702    1408       2       1      12       1       0
   703    1410       2       1      12       1       0
   704    1412       2       1      12       1       0
   705    1414       2       1      12       1       0
   706    1416       2       1      12       1       0
   707    1418       2       1      12       1       0
   708    1420       2       1      13       0       0
   709    1422       2       1      13       1       0
   710    1424       2       1      13       1       0
   711    1426       2       1      13       1       0
   712    1428       2       1      13       1       0
   713    1430       2       1      13       1       0
   714    1432       2       1      14       0       0
   715    1434       2       1      14       1       0
   716    1436       2       1      14       1       0
   717    1438       2       1      14       1       0
   718    1440       2       1      14       1       0
   719    1442       2       1      14       1       0
   720    1443       1       1      14       1       0
   721    1444       1       1      14       1       0
   722    1445       1       1      14       1       0
   723    1446       1       1      14       1       0
   724    1447       1       1      14       1       0
   725    1448       1       1      14       1       0
   726    1449       1       1      14       1       0
   727    1450       1       1      14       1       0
   728    1454       4       1      15       2       0
   729    1458       4       1      13       5       0
   730    1460       2       1      14       0       0
   731    1462       2       1      15       0       0
   732    1464       2       1      16       0       0
   733    1466       2       1      16       1       0
   734    1468       2       1      17       0       0
   735    1470       2       1      17       1       0
   736    1472       2       1      18       0       0
   737    1474       2       1      18       1       0
   738    1476       2       1      18       1       0
   739    1478       2       1      18       1       0
   740    1480       2       1      18       1       0
   741    1482       2       1      18       1       0
   742    1484       2       1      18       1       0
   743    1486       2       1      18       1       0
   744    1488       2       1      17       2       0
   745    1490       2       1      17       1       0
   746    1492       2       1      17       1       0
   747    1494       2       1      17       1       0
   748    1496       2       1      17       1       0
   749    1498       2       1      17       1       0
   750    1500       2       1      17       1       0
   751    1502       2       1      17       1       0
   752    1504       2       1      17       1       0
   753    1506       2       1      18       0       0
   754    1508       2       1      18       1       0
   755    1510       2       1      18       1       0
   756    1512       2       1      18       1       0
   757    1514       2       1      18       1       0
   758    1516       2       1      18       1       0
   759    1518       2       1      18       1       0
   760    1520       2       1      18       1       0
   761    1522       2       1      18       1       0
   762    1524       2       1      18       1       0
   763    1526       2       1      19       0       0
   764    1528       2       1      19       1       0
   765    1530       2       1      19       1       0
   766    1532       2       1      18       2       0
   767    1534       2       1      19       0       0
   768    1536       2       1      18       2       0
   769    1538       2       1      18       1       0
   770    1540       2       1      19       0       0
   771    1542       2       1      18       2       0
   772    1544       2       1      18       1       0
   773    1546       2       1      18       1       0
   774    1548       2       1      19       0       0
   775    1550       2       1      19       1       0
   776    1552       2       1      19       1       0
   777    1554       2       1      19       1       0
   778    1556       2       1      19       1       0
   779    1558       2       1      19       0       1
   780    1560       2       1      19       1       0
   781    1562       2       1      18       2       0
   782    1564       2       1      17       2       0
   783    1566       2       1      17       1       0
   784    1568       2       1      17       1       0
   785    1570       2       1      17       1       0
   786    1572       2       1      17       1       0
   787    1574       2       1      17       1       0
   788    1576       2       1      17       1       0
   789    1578       2       1      18       0       0
   790    1580       2       1      18       1       0
   791    1582       2       1      18       1       0
   792    1584       2       1      18       1       0
   793    1586       2       1      18       1       0
   794    1588       2       1      19       0       0
   795    1590       2       1      19       0       1
   796    1592       2       1      18       2       0
   797    1594       2       1      18       1       0
   798    1596       2       1      18       1       0
   799    1598       2       1      19       0       0
   800    1600       2       1      19       0       1
   801    1601       1       1      19       0       1
   802    1603       2       1      19       1       0
   803    1605       2       1      17       0       3
   804    1607       2       1      15       0       3
   805    1609       2       1      15       0       1
   806    1611       2       1      15       1       0
   807    1613       2       1      15       0       1
   808    1615       2       1      15       1       0
   809    1617       2       1      15       1       0
   810    1619       2       1      15       0       1
   811    1621       2       1      15       1       0
   812    1623       2       1      14       2       0
   813    1625       2       1      13       2       0
   814    1627       2       1      14       0       0
   815    1629       2       1      13       2       0
   816    1631       2       1      13       1       0
   817    1633       2       1      12       2       0
   818    1635       2       1      12       1       0
   819    1637       2       1      12       1       0
   820    1639       2       1      12       1       0
   821    1641       2       1      11       2       0
   822    1643       2       1      11       1       0
   823    1645       2       1      11       1       0
   824    1647       2       1      11       1       0
   825    1649       2       1      11       1       0
   826    1651       2       1      11       1       0
   827    1653       2       1      12       0       0
   828    1655       2       1      12       1       0
   829    1657       2       1      11       2       0
   830    1659       2       1      11       1       0
   831    1661       2       1      11       1       0
   832    1663       2       1      11       1       0
   833    1665       2       1      12       0       0
   834    1667       2       1      12       1       0
   835    1669       2       1      12       1       0
   836    1671       2       1      12       1       0
   837    1673       2       1      12       1       0
   838    1675       2       1      12       1       0
   839    1677       2       1      12       1       0
   840    1679       2       1      12       1       0
   841    1681       2       1      12       1       0
   842    1683       2       1      12       1       0
   843    1685       2       1      13       0       0
   844    1687       2       1      12       2       0
   845    1689       2       1      12       1       0
   846    1691       2       1      12       1       0
   847    1693       2       1      11       2       0
   848    1695       2       1      11       1       0
   849    1697       2       1      12       0       0
   850    1699       2       1      12       1       0
   851    1701       2       1      12       1       0
   852    1703       2       1      12       1       0
   853    1705       2       1      12       1       0
   854    1707       2       1      12       1       0
   855    1709       2       1      12       1       0
   856    1711       2       1      12       1       0
   857    1713       2       1      13       0       0
   858    1715       2       1      13       1       0
   859    1717       2       1      13       1       0
   860    1719       2       1      13       1       0
   861    1721       2       1      13       1       0
   862    1723       2       1      13       1       0
   863    1725       2       1      13       1       0
   864    1727       2       1      13       1       0
   865    1729       2       1      13       1       0
   866    1731       2       1      13       1       0
   867    1733       2       1      12       2       0
   868    1735       2       1      12       1       0
   869    1737       2       1      12       1       0
   870    1739       2       1      13       0       0
   871    1741       2       1      13       1       0
   872    1743       2       1      13       1       0
   873    1745       2       1      12       2       0
   874    1747       2       1      12       1       0
   875    1749       2       1      12       1       0
   876    1751       2       1      13       0       0
   877    1753       2       1      13       1       0
   878    1755       2       1      13       1       0
   879    1757       2       1      13       1       0
   880    1759       2       1      14       0       0
   881    1761       2       1      14       1       0
   882    1762       1       1      14       1       0
   883    1766       4       1      12       5       0
   884    1767       1       1      12       5       0
   885    1770       3       1      14       0       0
   886    1772       2       1      14       1       0
   887    1774       2       1      15       0       0
   888    1776       2       1      16       0       0
   889    1778       2       1      16       1       0
   890    1780       2       1      17       0       0
   891    1782       2       1      18       0       0
   892    1784       2       1      18       1       0
   893    1786       2       1      18       0       1
   894    1788       2       1      17       2       0
   895    1790       2       1      17       1       0
   896    1792       2       1      18       0       0
   897    1794       2       1      18       1       0
   898    1796       2       1      18       1       0
   899    1798       2       1      18       1       0
