  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   1.57390077e-01   3.33293189e-01
     1       3   8.54001796e-02   1.42820278e-01
     1       4   4.45962984e-02   6.66393722e-02
     1       5   2.28024826e-02   3.22396464e-02
     1       6   1.15306214e-02   1.58612765e-02
     1       7   5.79768871e-03   7.86682797e-03
     1       8   2.90674539e-03   3.91729788e-03
     1       9   1.45522476e-03   1.95446771e-03
     1      10   7.28010558e-04   9.76103618e-04
     1      11   3.64072025e-04   4.87725655e-04
     1      12   1.82036261e-04   2.43759343e-04
     1      13   9.10099709e-05   1.21842808e-04
     1      14   4.54988356e-05   6.09066891e-05
     1      15   2.27458256e-05   3.04469164e-05
     1      16   1.13709877e-05   1.52204767e-05
     1      17   5.68449920e-06   7.60880567e-06
     1      18   2.84174422e-06   3.80370111e-06
     1      19   1.42061745e-06   1.90150352e-06
     1      20   7.10180970e-07   9.50579048e-07
     1      21   3.55026442e-07   4.75203340e-07
     1      22   1.77481149e-07   2.37558742e-07
     1      23   8.87245705e-08   1.18758069e-07
     1      24   4.43543367e-08   5.93682388e-08
     1      25   2.21731377e-08   2.96787995e-08
     1      26   1.10845827e-08   1.48364663e-08
     1      27   5.54119575e-09   7.41702485e-09
     1      28   2.77014680e-09   3.70768685e-09
     1      29   1.38476490e-09   1.85362052e-09
     1      30   6.92298922e-10   9.26834798e-10
     1      31   3.46159155e-10   4.63298839e-10
     1      32   1.73034986e-10   2.31675104e-10
     1      33   8.65270253e-11   1.15588661e-10
     1      34   4.31707758e-11   5.79456830e-11
     2       1   1.58638268e+00   2.14366753e+00
     2       2   6.96349140e-01   5.17290684e-01
     2       3   5.34005079e-01   2.05465520e-01
     2       4   3.64171444e-01   9.31467122e-02
     2       5   2.22572847e-01   4.44931234e-02
     2       6   1.25196471e-01   2.17585770e-02
     2       7   6.67655806e-02   1.07602802e-02
     2       8   3.45292340e-02   5.35038760e-03
     2       9   1.75646912e-02   2.66757556e-03
     2      10   8.85854390e-03   1.33177087e-03
     2      11   4.44817045e-03   6.65322200e-04
     2      12   2.22863925e-03   3.32490421e-04
     2      13   1.11536098e-03   1.66187558e-04
     2      14   5.57890820e-04   8.30718671e-05
     2      15   2.78972825e-04   4.15267060e-05
     2      16   1.39480668e-04   2.07591713e-05
     2      17   6.97325984e-05   1.03776031e-05
     2      18   3.48612164e-05   5.18783721e-06
     2      19   1.74277629e-05   2.59344335e-06
     2      20   8.71238342e-06   1.29648574e-06
     2      21   4.35542372e-06   6.48125413e-07
     2      22   2.17732343e-06   3.24004032e-07
     2      23   1.08846614e-06   1.61972625e-07
     2      24   5.44134716e-07   8.09718349e-08
     2      25   2.72018818e-07   4.04784568e-08
     2      26   1.35984369e-07   2.02355428e-08
     2      27   6.79798096e-08   1.01160877e-08
     2      28   3.39842497e-08   5.05708839e-09
     2      29   1.69889157e-08   2.52812061e-09
     2      30   8.49303546e-09   1.26377485e-09
     2      31   4.24555762e-09   6.31882753e-10
     2      32   2.12276414e-09   3.15763243e-10
     2      33   1.06078352e-09   1.58018087e-10
     2      34   5.30850110e-10   7.89070699e-11
     2      35   2.65082251e-10   3.94220473e-11
     2      36   1.32434900e-10   1.97062949e-11
     2      37   6.62016518e-11   9.79256422e-12
     3       1   1.11332481e+00   1.28842350e+01
     3       2   7.02825933e-01   8.65608626e-01
     3       3   5.41662236e-01   3.02029901e-01
     3       4   3.71332397e-01   1.31180963e-01
     3       5   2.27947083e-01   6.15427442e-02
     3       6   1.28608243e-01   2.98475300e-02
     3       7   6.87100464e-02   1.47017040e-02
     3       8   3.55706263e-02   7.29590275e-03
     3       9   1.81040280e-02   3.63403801e-03
     3      10   9.13303630e-03   1.81339640e-03
     3      11   4.58663442e-03   9.05713354e-04
     3      12   2.29817243e-03   4.52569961e-04
     3      13   1.15020009e-03   2.26192929e-04
     3      14   5.75326968e-04   1.13063250e-04
     3      15   2.87694265e-04   5.65182188e-05
     3      16   1.43841835e-04   2.82532065e-05
     3      17   7.19130972e-05   1.41238519e-05
     3      18   3.59513458e-05   7.06060036e-06
     3      19   1.79727486e-05   3.52964997e-06
     3      20   8.98483164e-06   1.76450316e-06
     3      21   4.49162470e-06   8.82091349e-07
     3      22   2.24541150e-06   4.40965861e-07
     3      23   1.12250434e-06   2.20443046e-07
     3      24   5.61151077e-07   1.10201586e-07
     3      25   2.80524899e-07   5.50908444e-08
     3      26   1.40237151e-07   2.75404402e-08
     3      27   7.01059010e-08   1.37676953e-08
     3      28   3.50465245e-08   6.88266542e-09
     3      29   1.75202534e-08   3.44072450e-09
     3      30   8.75857840e-09   1.71996984e-09
     3      31   4.37829089e-09   8.59906988e-10
     3      32   2.18894637e-09   4.29883376e-10
     3      33   1.09429495e-09   2.14978176e-10
     3      34   5.47240625e-10   1.07287214e-10
     3      35   2.73106268e-10   5.36862873e-11
     3      36   1.36661467e-10   2.69396506e-11
     3      37   6.85772482e-11   1.33955159e-11
     4       1   1.12951823e+00   6.27413241e+00
     4       2   3.97374416e-01   1.46805533e+00
     4       3   2.47896230e-01   4.23263832e-01
     4       4   1.41455729e-01   1.74640797e-01
     4       5   7.60962404e-02   8.02945402e-02
     4       6   3.95456116e-02   3.85909754e-02
     4       7   2.01679387e-02   1.89268651e-02
     4       8   1.01848328e-02   9.37303797e-03
     4       9   5.11755251e-03   4.66381928e-03
     4      10   2.56487579e-03   2.32606521e-03
     4      11   1.28385240e-03   1.16147193e-03
     4      12   6.42222428e-04   5.80294124e-04
     4      13   3.21156317e-04   2.90010520e-04
     4      14   1.60574932e-04   1.44958050e-04
     4      15   8.02794071e-05   7.24606816e-05
     4      16   4.01340634e-05   3.62224840e-05
     4      17   2.00638093e-05   1.81076426e-05
     4      18   1.00301931e-05   9.05210381e-06
     4      19   5.01421576e-06   4.52521376e-06
     4      20   2.50666123e-06   2.26219308e-06
     4      21   1.25310580e-06   1.13089090e-06
     4      22   6.26440092e-07   5.65342978e-07
     4      23   3.13163558e-07   2.82620432e-07
     4      24   1.56553565e-07   1.41284752e-07
     4      25   7.82626950e-08   7.06295424e-08
     4      26   3.91242427e-08   3.53083600e-08
     4      27   1.95585706e-08   1.76510165e-08
     4      28   9.77753361e-09   8.82381764e-09
     4      29   4.88783040e-09   4.41110445e-09
     4      30   2.44346935e-09   2.20525902e-09
     4      31   1.22157253e-09   1.10233933e-09
     4      32   6.10625352e-10   5.51176762e-10
     4      33   3.05316797e-10   2.75449173e-10
     4      34   1.52581342e-10   1.37763496e-10
     4      35   7.63118923e-11   6.88934474e-11
     5       1   1.36914562e+00   2.55526439e+01
     5       2   2.44992036e-01   1.08493280e+00
     5       3   1.39567232e-01   3.51646472e-01
     5       4   7.50041239e-02   1.49509058e-01
     5       5   3.89559522e-02   6.95432885e-02
     5       6   1.98612446e-02   3.35973394e-02
     5       7   1.00283987e-02   1.65182015e-02
     5       8   5.03855332e-03   8.18997918e-03
     5       9   2.52518206e-03   4.07755534e-03
     5      10   1.26395853e-03   2.03426273e-03
     5      11   6.32264611e-04   1.01591450e-03
     5      12   3.16175134e-04   5.07607695e-04
     5      13   1.58083997e-04   2.53693624e-04
     5      14   7.90339662e-05   1.26807816e-04
     5      15   3.95114058e-05   6.33884363e-05
     5      16   1.97525244e-05   3.16874889e-05
     5      17   9.87457569e-06   1.58406315e-05
     5      18   4.93642035e-06   7.91882234e-06
     5      19   2.46777041e-06   3.95868014e-06
     5      20   1.23366380e-06   1.97897866e-06
     5      21   6.16720873e-07   9.89309379e-07
     5      22   3.08304756e-07   4.94565151e-07
     5      23   1.54124575e-07   2.47238045e-07
     5      24   7.70484350e-08   1.23596643e-07
     5      25   3.85172496e-08   6.17870188e-08
     5      26   1.92551039e-08   3.08878741e-08
     5      27   9.62579614e-09   1.54412479e-08
     5      28   4.81206022e-09   7.71916400e-09
     5      29   2.40557472e-09   3.85904677e-09
     5      30   1.20262083e-09   1.92903929e-09
     5      31   6.01159935e-10   9.64480179e-10
     5      32   3.00567177e-10   4.82283393e-10
     5      33   1.50297508e-10   2.40811691e-10
     5      34   7.50455490e-11   1.20441968e-10
     5      35   3.75342487e-11   6.03123557e-11
