  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   1.31015366e+00   4.72075116e-01
     1       3   2.09097407e-01   1.50601089e-02
     1       4   1.29156688e-01   4.05162952e-03
     1       5   1.07442863e-01   2.46338449e-03
     1       6   6.23860052e-02   1.37416990e-03
     1       7   6.42659969e-04   1.13421937e-04
     2       1   6.79418479e-01   9.80427625e-02
     2       2   3.57931176e+00   4.61489850e-01
     2       3   1.55080109e+00   1.10492184e-01
     2       4   1.40596138e-02   2.58097487e-02
     2       5   1.96015257e-03   1.92853705e-02
     2       6   2.96336110e-05   1.64478790e-02
     2       7   1.94179875e-06   1.51523110e-02
     2       8   3.47385630e-05   1.81096635e-02
     2       9   8.78470677e-07   5.64182176e-03
     2      10   1.04257654e-06   1.74559749e-04
     3       1   3.77215702e-01   1.25798310e-01
     3       2   4.67547839e-04   4.76588832e-01
     3       3   6.03265734e-04   1.48756185e-02
     3       4   3.32447208e-04   1.18760207e-02
     3       5   1.46883879e-05   8.56860247e-05
     4       1   1.03108101e-01   1.13034654e-01
     4       2   8.09408688e-04   2.43541217e-02
     4       3   4.14987136e-03   8.21208706e-04
     5       1   2.21712216e-01   7.22748903e-02
     5       2   5.03161300e-03   3.75445358e-02
     5       3   1.21125802e-03   1.85549791e-02
     5       4   1.98723211e-04   8.98686680e-04
