  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   2.67253174e-01   6.08441244e-01
     1       3   1.61339334e-01   5.33631938e-02
     1       4   1.69623207e-02   1.00024032e-01
     1       5   7.40836019e-02   1.57330007e-02
     1       6   8.48673416e-03   7.91401677e-03
     1       7   7.22556884e-03   4.54372134e-03
     1       8   2.40476491e-08   2.46647350e-04
     2       1   9.72925874e-01   8.27230773e-01
     2       2   5.31015360e-03   3.36175002e-01
     2       3   7.15508086e-03   7.12421042e-02
     2       4   1.70805842e-04   2.37842205e-03
     3       1   2.03624320e+00   2.38828584e-01
     3       2   1.83375011e-03   5.98601654e-01
     3       3   1.97156976e-03   5.95269358e-01
     3       4   1.41911541e-04   6.65222993e-02
     3       5   2.20909412e-05   1.25135541e-03
     4       1   1.53759270e+00   5.71558161e-01
     4       2   1.29090385e-03   4.46405415e-01
     4       3   5.34003453e-05   2.22974360e-01
     4       4   2.48597623e-04   2.75042051e-02
     4       5   4.24190495e-06   1.54114529e-02
     4       6   4.69512668e-06   1.76537212e-03
     5       1   7.35072166e-02   8.14360172e-01
     5       2   6.06958278e-04   1.73955632e+00
     5       3   2.91618350e-03   4.80004895e-01
     5       4   3.15844846e-05   9.82129483e-02
     5       5   8.44368746e-06   6.15362593e-04
     6       1   2.56641925e+00   4.10152788e-02
     6       2   3.42361663e-04   2.85855979e-01
     6       3   2.66126611e-04   1.96120972e-01
     6       4   2.47986460e-05   4.66528081e-03
     7       1   1.71861840e+00   6.82359534e-01
     7       2   4.62769404e-04   1.11889480e-01
     7       3   5.81426708e-05   2.70001227e-02
     7       4   1.11648124e-05   4.00813567e-03
     8       1   3.85548915e-01   5.67999797e-01
     8       2   6.99533649e-06   6.90846210e-01
     8       3   4.59851458e-06   2.03523862e-01
     8       4   8.64345952e-06   2.78388220e-03
     9       1   3.49770575e+00   2.64130514e-01
     9       2   7.30028999e-04   2.31660380e-01
     9       3   1.44887358e-04   1.24097738e-02
     9       4   4.98958254e-06   1.73913819e-03
    10       1   1.93492194e+00   6.90562701e-01
    10       2   9.62837151e-05   1.06994913e-01
    10       3   7.09240458e-04   1.34554719e-02
    10       4   2.50016402e-06   4.62880400e-04
    11       1   7.00394739e-01   3.02143950e-01
    11       2   1.17517261e-05   2.91340216e-01
    11       3   1.16717533e-05   2.59708113e-02
    11       4   1.73603726e-06   3.05475854e-04
    12       1   7.80105723e+00   4.82196374e-01
    12       2   5.42172613e-04   1.98223878e-01
    12       3   2.09818401e-04   1.03645118e-02
    12       4   6.73850120e-05   6.19277448e-03
    12       5   6.86948663e-06   3.34895451e-04
    13       1   2.33567236e+00   5.95526309e-01
    13       2   1.84779793e-03   8.79061447e-02
    13       3   1.90995409e-04   2.35358530e-02
    13       4   1.05515814e-06   3.28117129e-04
    14       1   9.41901793e-01   4.07985200e-02
    14       2   2.79775612e-06   2.87732447e-01
    14       3   1.20353710e-05   1.58357675e-01
    14       4   1.14734042e-06   1.88220420e-03
    15       1   9.01119452e+00   6.11418466e-01
    15       2   1.24881979e-03   1.21827935e-01
    15       3   1.70295180e-04   1.19127822e-02
    15       4   4.24494250e-06   2.66070883e-04
    16       1   1.98416310e+00   4.45559827e-01
    16       2   2.05073631e-04   1.37248462e-01
    16       3   1.30095479e-04   7.92243509e-02
    16       4   3.56240227e-05   5.98777659e-04
    17       1   1.13555964e+00   1.83377518e-01
    17       2   5.22285643e-05   2.26821808e-01
    17       3   6.85581265e-06   8.41842855e-03
    17       4   2.29358326e-07   5.47532342e-04
    18       1   1.59220692e+00   6.74656104e-01
    18       2   3.42155058e-04   1.72474099e-01
    18       3   1.11093817e-04   4.16472240e-03
    19       1   2.45580475e+00   2.62994987e-01
    19       2   1.09703743e-04   1.49199098e-01
    19       3   1.59387489e-05   6.27277186e-02
    19       4   5.38645535e-07   3.44759195e-04
    20       1   1.29210779e+00   3.56472504e-01
    20       2   3.60218044e-05   1.68594027e-01
    20       3   5.67438242e-06   9.42259920e-02
    20       4   1.12412189e-07   9.35136092e-04
