  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
     1       8       8       1       6       1       0
     2      12       4       1       8       1       0
     3      17       5       1      12       0       0
     4      23       6       1      15       2       0
     5      28       5       1      14       5       0
     6      32       4       1      16       1       0
     7      36       4       1      17       2       0
     8      40       4       1      16       4       0
     9      44       4       1      17       2       0
    10      48       4       1      17       3       0
    11      52       4       1      19       1       0
    12      57       5       1      20       3       0
    13      61       4       1      21       2       0
    14      65       4       1      20       4       0
    15      69       4       1      20       3       0
    16      73       4       1      19       4       0
    17      77       4       1      20       2       0
    18      80       3       1      19       3       0
    19      84       4       1      20       2       0
    20      88       4       1      22       1       0
