  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   2.67056725e+00   8.15279042e-01
     1       3   4.33196581e-01   3.97460736e-02
     1       4   1.85026067e-01   6.61284830e-02
     1       5   1.37617904e-01   7.44791739e-02
     1       6   2.45016267e-02   9.71962739e-03
     1       7   2.57282712e-02   3.61484948e-02
     1       8   2.21193028e-02   1.98604495e-02
     1       9   7.10550827e-03   6.04155374e-04
     1      10   8.31555855e-03   2.57859261e-03
     1      11   1.70414065e-05   1.11941737e-03
     2       1   4.78091189e-02   5.35501667e-01
     2       2   4.38884035e-01   7.39399480e-01
     2       3   1.61574257e-02   2.02657151e-02
     2       4   6.25117687e-03   9.00180452e-03
     2       5   4.61483002e-04   8.30074595e-04
     3       1   9.99624027e+00   2.34897921e-01
     3       2   8.29288767e-01   2.70221430e-01
     3       3   8.93383888e-01   2.79151052e-01
     3       4   4.61955759e-02   9.89115437e-02
     3       5   1.81016025e-02   8.25398372e-03
     3       6   7.94087666e-03   1.39444594e-02
     3       7   2.60132623e-04   4.28189976e-03
     4       1   8.12570623e-01   1.68280318e-01
     4       2   5.52372858e-02   2.17870114e-01
     4       3   2.23403249e-02   4.36820479e-02
     4       4   4.00252060e-03   1.70900173e-02
     4       5   1.74264121e-03   4.58323910e-03
     5       1   1.32450819e+00   3.12254612e-01
     5       2   6.30153664e-02   1.16317595e-01
     5       3   2.86895173e-03   1.09984739e-01
     5       4   3.09190494e-03   1.50578380e-02
     5       5   1.57355106e-02   2.68215542e-03
     5       6   2.88579043e-03   1.43738996e-03
     6       1   5.80600651e-02   3.11301274e-01
     6       2   1.11141707e-01   1.58477486e-01
     6       3   6.62777005e-02   1.54213562e-02
     6       4   7.95982648e-03   6.83224258e-03
     6       5   3.45594424e-03   6.94240211e-03
     6       6   3.54069086e-03   8.32391204e-03
     6       7   6.83485900e-04   8.78012197e-03
     6       8   1.01787759e-03   3.68820032e-03
     7       1   4.63563245e-01   6.07260966e-02
     7       2   1.27518869e-02   1.01445152e-01
     7       3   6.08420016e-03   6.24165030e-02
     7       4   2.39045075e-03   1.04054084e-02
     7       5   8.84067413e-04   4.20432930e-04
     8       1   1.99493482e+00   1.13950142e-01
     8       2   9.12743991e-02   6.20779085e-02
     8       3   3.19218497e-03   5.55987653e-03
     8       4   3.83048750e-03   5.33002557e-03
     8       5   8.93833383e-04   1.16047293e-03
     9       1   5.17465497e-01   2.18171462e-01
     9       2   1.07058875e-02   4.26577409e-02
     9       3   1.33903926e-02   1.03525343e-02
     9       4   4.60596009e-03   3.54731105e-03
    10       1   6.75083251e-03   1.50054266e-01
    10       2   1.66519122e-01   1.10909805e-01
    10       3   1.41575178e-02   2.19391546e-02
    10       4   7.93739308e-03   1.01010404e-02
    10       5   2.50159444e-03   8.46610274e-04
