  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   1.17213659e-01   8.11600085e-01
     1       3   1.29673092e-01   1.08357064e-01
     1       4   4.45008527e-02   4.87082667e-01
     1       5   5.83615961e-02   2.91896660e-01
     1       6   2.17393883e-02   9.96030429e-01
     1       7   2.66360310e-02   9.29365464e-01
     1       8   3.14658206e-02   1.12229672e+00
     1       9   1.17191168e-02   1.62138232e+00
     1      10   7.87458356e-03   1.46052424e+00
     1      11   7.41308606e-03   1.41328409e+00
     1      12   5.94621841e-03   1.38836733e+00
     1      13   6.80949136e-04   3.30287856e-01
     1      14   3.45571380e-03   1.22343702e+00
     1      15   2.40558547e-03   1.01983880e+00
     1      16   3.51957416e-04   1.58302491e+00
     1      17   1.29144750e-03   1.55640863e+00
     1      18   2.44657710e-04   1.08898806e+00
     1      19   6.02511798e-05   1.10552273e+00
     1      20   3.90944228e-04   1.36307804e+00
     1      21   1.31707047e-04   1.36549539e+00
     1      22   9.73610322e-05   1.20867437e+00
     1      23   2.14817733e-05   2.54152971e-01
     1      24   5.63919795e-06   5.56172401e-01
     1      25   1.14848371e-05   2.13806468e-01
     1      26   8.19864130e-06   1.61282350e-01
     1      27   6.83648065e-06   2.15965334e-01
     1      28   1.06191921e-05   2.37199668e-01
     1      29   6.72183706e-06   3.48037483e-01
     1      30   7.56127959e-07   3.38593178e-01
     1      31   1.24215158e-05   4.26819895e-02
     1      32   1.21954862e-07   1.60281312e-02
     1      33   1.11515865e-06   1.65248329e-03
     2       1   3.88287089e+00   5.07527387e-01
     2       2   4.53478549e-03   2.50650864e+00
     2       3   5.39335841e-03   2.72255102e+00
     2       4   6.54716924e-03   1.97648758e+00
     2       5   6.94340212e-03   1.97794512e+00
     2       6   1.39664100e-03   1.51859240e+00
     2       7   2.00177704e-03   1.07215597e+00
     2       8   3.73274218e-04   6.91425771e-01
     2       9   1.04593920e-04   1.90678577e-01
     2      10   1.97469935e-04   1.84352412e-01
     2      11   2.86878756e-05   1.38842426e-01
     2      12   1.11561937e-04   1.13598550e-01
     2      13   7.70550917e-05   7.81744178e-02
     2      14   1.52391581e-05   1.86151385e-02
     2      15   1.53674268e-05   1.77356280e-03
     3       1   1.54202120e+00   1.98833186e+00
     3       2   1.84924449e-02   6.27424951e+00
     3       3   3.96995891e-03   1.28405288e+00
     3       4   3.71180883e-03   2.86424395e-01
     3       5   9.13159865e-04   6.33155073e-01
     3       6   6.68684580e-05   3.17551318e-01
     3       7   6.71670876e-05   1.08117829e-01
     3       8   2.52529593e-05   7.49790982e-03
     3       9   4.93069483e-07   1.21337611e-03
     4       1   5.76652610e+00   3.09701965e-01
     4       2   7.28385235e-04   5.09902814e-01
     4       3   2.30388847e-03   2.08907749e-01
     4       4   1.69690162e-04   2.90850657e-02
     4       5   1.69266150e-04   1.44343611e-02
     4       6   6.50866023e-06   1.97505353e-03
