  TimeWindow  TotalIterations  Iterations  Convergence
     1       7       7       1
     2      10       3       1
     3      13       3       1
     4      15       2       1
     5      18       3       1
     6      21       3       1
     7      24       3       1
     8      27       3       1
     9      29       2       1
    10      31       2       1
    11      33       2       1
    12      39       6       1
    13      43       4       1
    14      45       2       1
    15      48       3       1
    16      51       3       1
    17      53       2       1
    18      55       2       1
    19      58       3       1
    20      61       3       1
    21      64       3       1
    22      67       3       1
    23      70       3       1
    24      73       3       1
    25      76       3       1
    26      78       2       1
    27      80       2       1
    28      83       3       1
    29      86       3       1
    30      89       3       1
    31      91       2       1
    32      93       2       1
    33      95       2       1
    34      97       2       1
    35      99       2       1
    36     102       3       1
    37     104       2       1
    38     106       2       1
    39     109       3       1
    40     111       2       1
    41     113       2       1
    42     115       2       1
    43     117       2       1
    44     119       2       1
    45     121       2       1
    46     123       2       1
    47     125       2       1
    48     127       2       1
    49     129       2       1
    50     131       2       1
    51     133       2       1
    52     135       2       1
    53     137       2       1
    54     139       2       1
    55     142       3       1
    56     144       2       1
    57     146       2       1
    58     148       2       1
    59     150       2       1
    60     152       2       1
    61     154       2       1
    62     156       2       1
    63     158       2       1
    64     160       2       1
    65     162       2       1
    66     164       2       1
    67     166       2       1
    68     168       2       1
    69     170       2       1
    70     172       2       1
    71     174       2       1
    72     176       2       1
    73     178       2       1
    74     180       2       1
    75     182       2       1
    76     184       2       1
    77     186       2       1
    78     188       2       1
    79     190       2       1
    80     192       2       1
    81     194       2       1
    82     196       2       1
    83     198       2       1
    84     202       4       1
    85     204       2       1
    86     206       2       1
    87     208       2       1
    88     210       2       1
    89     212       2       1
    90     214       2       1
    91     216       2       1
    92     218       2       1
    93     220       2       1
    94     222       2       1
    95     224       2       1
    96     226       2       1
    97     228       2       1
    98     230       2       1
    99     232       2       1
   100     234       2       1
