  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   3.02601243e-01   4.93671498e-01
     1       3   1.97469283e-01   2.14043757e-03
     1       4   5.27405974e-02   2.50473775e-03
     1       5   1.80656946e-02   9.61618899e-04
     1       6   9.77834370e-03   5.63593799e-05
     1       7   2.94030435e-03   3.16582628e-06
     2       1   7.01151779e-01   9.69334552e-02
     2       2   8.64205832e-04   3.79662618e-02
     2       3   3.41157126e-04   1.63973671e-03
     3       1   4.43284953e-01   6.33505380e-02
     3       2   3.92776400e-04   3.16126858e-02
     3       3   1.08975157e-05   5.11765282e-04
     4       1   3.05431614e-01   7.52411971e-02
     4       2   4.29156208e-05   3.94006208e-03
     5       1   2.18437936e-01   6.90568658e-02
     5       2   4.44450146e-05   1.42572290e-02
     5       3   3.13061802e-05   4.35820709e-04
     6       1   1.19384766e-01   6.34706458e-02
     6       2   1.77394798e-05   1.24733764e-02
     6       3   3.58143017e-06   2.39894839e-03
     7       1   4.33219551e-02   4.54762426e-02
     7       2   3.67462996e-06   9.99074608e-03
     7       3   5.00729165e-06   1.01950540e-03
     8       1   3.91522399e-02   3.05064629e-02
     8       2   1.13739221e-06   9.36930519e-03
     8       3   1.96604354e-06   3.14087893e-03
     9       1   1.40354416e-01   1.98636836e-02
     9       2   3.29907824e-07   4.21804231e-03
    10       1   2.32509297e-01   3.09519178e-02
    10       2   4.24951510e-07   3.26531740e-03
    11       1   3.84801467e-01   3.92512371e-02
    11       2   7.89702855e-07   4.88015618e-03
    12       1   6.70150398e-01   5.06160223e-02
    12       2   1.43490213e-06   7.32385788e-03
    12       3   1.37431844e-06   7.61751269e-03
    12       4   1.01629096e-06   7.14052282e-03
    12       5   2.68171339e-06   6.61225026e-03
    12       6   8.76643566e-07   1.68839377e-03
    13       1   1.11789481e+00   5.85550465e-02
    13       2   2.58170631e-06   1.48701656e-02
    13       3   2.31266296e-06   1.19178179e-02
    13       4   4.36883930e-07   4.62737500e-04
    14       1   3.87302211e+00   4.93520542e-02
    14       2   5.20474295e-06   2.96714880e-03
    15       1   2.20268666e+00   4.12070914e-02
    15       2   1.67691237e-05   9.89659585e-03
    15       3   1.53673171e-05   5.68616033e-04
    16       1   1.71696412e+00   2.52393042e-02
    16       2   7.16666900e-06   7.51749439e-03
    16       3   4.86605504e-06   2.16650526e-03
    17       1   8.15833633e-01   1.37341704e-02
    17       2   5.21202747e-07   4.74943373e-03
    18       1   5.63196969e-01   2.03848204e-02
    18       2   3.81225283e-07   3.02219420e-03
    19       1   4.04192205e-01   3.84996643e-02
    19       2   8.85309982e-08   7.45164613e-03
    19       3   8.27223891e-08   4.99259635e-03
    20       1   2.77587728e-01   5.03509270e-02
    20       2   4.66632071e-08   6.39217457e-03
    20       3   2.03684982e-07   3.42112812e-03
    21       1   2.02138496e-01   4.92230799e-02
    21       2   2.15151157e-07   9.35365120e-03
    21       3   1.27028929e-07   2.87351191e-03
    22       1   1.15633004e-01   4.89213764e-02
    22       2   5.55715873e-08   1.26858329e-02
    22       3   1.04082253e-07   8.59417986e-04
    23       1   4.30898197e-02   3.67506492e-02
    23       2   2.05571059e-07   7.58819533e-03
    23       3   1.41403626e-07   4.79441702e-04
    24       1   4.04016221e-02   2.24771208e-02
    24       2   1.59275555e-07   5.75061155e-03
    24       3   8.24007248e-08   3.22391243e-04
    25       1   1.22567352e-01   1.32454937e-02
    25       2   1.50532804e-07   5.20112533e-03
    25       3   1.33877279e-07   9.18718317e-04
    26       1   2.15073547e-01   2.40731640e-02
    26       2   6.58724270e-08   2.77240764e-03
    27       1   3.24371440e-01   3.56696526e-02
    27       2   6.89795822e-08   4.45909230e-03
    28       1   5.36621906e-01   4.20708705e-02
    28       2   3.72394402e-07   8.84149281e-03
    28       3   3.74085539e-07   3.26123814e-04
    29       1   7.42111952e-01   5.12596014e-02
    29       2   1.06165496e-06   6.97892059e-03
    29       3   2.88790122e-07   1.06910843e-03
    30       1   9.87663733e-01   4.41403862e-02
    30       2   7.25355308e-07   5.03734336e-03
    30       3   4.37626820e-07   1.35120239e-03
    31       1   9.25122482e-01   3.41375624e-02
    31       2   1.15455992e-06   1.73794356e-03
    32       1   4.87206810e-01   2.40692303e-02
    32       2   4.91013607e-07   3.92858851e-03
    33       1   5.00748206e-01   1.25915048e-02
    33       2   3.96088394e-07   2.50648662e-03
    34       1   4.30794484e-01   1.89150903e-02
    34       2   1.04239067e-07   2.04218018e-03
    35       1   3.58230967e-01   3.08263136e-02
    35       2   1.42959083e-06   4.28472046e-03
    36       1   2.49067584e-01   4.45790970e-02
    36       2   2.66475684e-07   5.73397972e-03
    36       3   2.45590878e-07   1.18694048e-03
    37       1   1.78626443e-01   4.27414122e-02
    37       2   4.42044125e-07   4.03463355e-03
    38       1   1.16040091e-01   4.05290038e-02
    38       2   2.56404518e-07   3.79051607e-03
    39       1   4.53998012e-02   3.35486005e-02
    39       2   3.74017841e-07   6.28936481e-03
    39       3   3.73529165e-07   7.12118489e-04
    40       1   3.15942089e-02   1.97269300e-02
    40       2   2.74191481e-07   1.33501526e-03
    41       1   1.02606660e-01   1.07993799e-02
    41       2   8.51422245e-07   2.39954896e-03
    42       1   2.02648776e-01   1.78867432e-02
    42       2   1.13743027e-07   3.65568993e-03
    43       1   2.79747035e-01   3.30978100e-02
    43       2   3.97943674e-07   1.15317229e-03
    44       1   4.19484946e-01   3.59735099e-02
    44       2   6.38929639e-07   2.39966823e-03
    45       1   5.55823059e-01   4.26275418e-02
    45       2   5.87609017e-07   2.50452180e-03
    46       1   5.44787821e-01   4.02115830e-02
    46       2   1.60291235e-06   3.26161779e-03
    47       1   4.05508179e-01   2.87431387e-02
    47       2   1.47955135e-06   1.30413586e-03
    48       1   1.87728560e-01   2.08132318e-02
    48       2   4.84447551e-06   3.49283812e-03
    49       1   3.71322790e-01   9.54155979e-03
    49       2   1.10228689e-06   3.58632721e-03
    50       1   3.42523867e-01   1.87062566e-02
    50       2   4.55247582e-07   3.93250123e-03
    51       1   3.06794554e-01   2.55802973e-02
    51       2   5.84922974e-07   2.54397329e-03
    52       1   2.26662040e-01   3.78025649e-02
    52       2   3.60393765e-07   1.66811452e-03
    53       1   1.59028389e-01   3.83120465e-02
    53       2   1.18366548e-07   3.05949885e-03
    54       1   1.13309798e-01   3.37106962e-02
    54       2   4.01085865e-07   1.43201610e-03
    55       1   3.86335048e-02   3.00870212e-02
    55       2   1.15808139e-06   5.43628658e-03
    55       3   6.39718616e-07   6.94969238e-04
    56       1   2.82699309e-02   1.70549111e-02
    56       2   7.94294171e-07   1.13107883e-03
    57       1   9.09774972e-02   9.90689623e-03
    57       2   1.72128703e-07   2.09431591e-03
    58       1   1.83569368e-01   1.38569034e-02
    58       2   1.13121034e-06   2.64856685e-03
    59       1   2.44665448e-01   2.90996524e-02
    59       2   5.47411867e-07   1.11368020e-03
    60       1   3.27626107e-01   3.19294111e-02
    60       2   8.09098314e-07   1.06991106e-03
    61       1   4.41579698e-01   3.45961994e-02
    61       2   1.85097858e-06   4.43734702e-03
    62       1   3.66289186e-01   3.64655516e-02
    62       2   2.56763136e-06   2.03807635e-03
    63       1   1.90285701e-01   2.50653259e-02
    63       2   6.93259348e-06   1.12228317e-03
    64       1   1.17678741e-01   1.64832920e-02
    64       2   8.57307646e-06   1.86936732e-03
    65       1   2.98711216e-01   8.13786933e-03
    65       2   4.68046923e-06   3.12495138e-03
    66       1   2.75951122e-01   1.78820612e-02
    66       2   9.29660488e-07   1.06113256e-03
    67       1   2.53586509e-01   2.22348466e-02
    67       2   2.92558104e-07   1.11027601e-03
    68       1   2.11998719e-01   3.05649189e-02
    68       2   3.76928257e-07   1.25903426e-03
    69       1   1.44380743e-01   3.50182382e-02
    69       2   2.40212949e-07   4.25926322e-04
    70       1   9.99678217e-02   2.88496109e-02
    70       2   3.07610432e-07   1.14725414e-03
    71       1   3.71003147e-02   2.52945710e-02
    71       2   1.34900331e-06   2.25086621e-04
    72       1   4.23843742e-02   1.53464703e-02
    72       2   2.11534733e-07   1.66072011e-03
    73       1   8.27528623e-02   1.08163686e-02
    73       2   3.60097618e-07   6.35490959e-04
    74       1   1.54447939e-01   1.16725203e-02
    74       2   3.27833040e-07   1.57418296e-03
    75       1   2.21627503e-01   2.33523008e-02
    75       2   6.81690854e-07   7.15021693e-04
    76       1   2.66833546e-01   2.95481181e-02
    76       2   1.04885525e-06   6.47263464e-04
    77       1   3.43699878e-01   2.87037946e-02
    77       2   1.04098140e-06   1.89268753e-03
    78       1   2.68522040e-01   3.14381530e-02
    78       2   1.68616801e-06   1.02312837e-03
    79       1   1.25316194e-01   2.26414672e-02
    79       2   7.79630755e-06   2.00311437e-03
    80       1   1.23880448e-01   1.33959483e-02
    80       2   2.60351623e-06   1.92262169e-03
    81       1   2.23882741e-01   8.24322126e-03
    81       2   1.14319076e-06   1.77244026e-03
    82       1   2.29279186e-01   1.47946627e-02
    82       2   5.97112639e-07   1.56990140e-03
    83       1   2.12006825e-01   2.04753028e-02
    83       2   5.15259828e-07   1.14528261e-03
    84       1   1.95337066e-01   2.46533854e-02
    84       2   3.88863683e-06   5.11405866e-03
    84       3   6.31489029e-06   5.04006569e-03
    84       4   2.29707200e-06   3.66232931e-03
    85       1   1.30054848e-01   3.12295125e-02
    85       2   5.66010498e-07   1.87585783e-03
    86       1   8.33665096e-02   2.53589864e-02
    86       2   8.17114880e-07   3.16744319e-03
    87       1   4.95514322e-02   2.03653412e-02
    87       2   7.81856964e-08   1.69779582e-03
    88       1   4.53467240e-02   1.49544151e-02
    88       2   5.15031295e-07   1.99682855e-03
    89       1   7.22363973e-02   1.02594619e-02
    89       2   2.87859920e-07   1.06114943e-03
    90       1   1.27274117e-01   1.03238707e-02
    90       2   1.88239217e-07   2.20342558e-03
    91       1   2.04261302e-01   1.77963832e-02
    91       2   2.50323654e-07   1.31559757e-03
    92       1   2.22997283e-01   2.73640358e-02
    92       2   2.60696197e-07   7.92292512e-04
    93       1   2.54167158e-01   2.47171475e-02
    93       2   8.37435889e-07   2.48004902e-03
    94       1   2.26458534e-01   2.53569927e-02
    94       2   6.73249154e-07   5.25582732e-04
