  TimeWindow  TotalIterations  Iterations  Convergence
     1       8       8       1
     2      12       4       1
     3      16       4       1
     4      20       4       1
     5      24       4       1
     6      28       4       1
     7      32       4       1
     8      36       4       1
     9      40       4       1
    10      42       2       1
    11      46       4       1
    12      49       3       1
    13      52       3       1
    14      55       3       1
    15      58       3       1
    16      61       3       1
    17      63       2       1
    18      65       2       1
    19      67       2       1
    20      69       2       1
    21      71       2       1
    22      79       8       1
    23      81       2       1
    24      83       2       1
    25      85       2       1
    26      87       2       1
    27      89       2       1
    28      91       2       1
    29      93       2       1
    30      96       3       1
    31      99       3       1
    32     101       2       1
    33     103       2       1
    34     106       3       1
    35     108       2       1
    36     110       2       1
    37     112       2       1
    38     114       2       1
    39     116       2       1
    40     118       2       1
    41     121       3       1
    42     123       2       1
    43     125       2       1
    44     127       2       1
    45     129       2       1
    46     131       2       1
    47     133       2       1
    48     135       2       1
    49     137       2       1
    50     139       2       1
    51     141       2       1
    52     143       2       1
    53     145       2       1
    54     147       2       1
    55     151       4       1
    56     153       2       1
    57     155       2       1
    58     157       2       1
    59     159       2       1
    60     162       3       1
    61     164       2       1
    62     167       3       1
    63     169       2       1
    64     171       2       1
    65     173       2       1
    66     175       2       1
    67     177       2       1
    68     179       2       1
    69     182       3       1
    70     186       4       1
    71     188       2       1
    72     192       4       1
    73     195       3       1
    74     199       4       1
    75     202       3       1
    76     204       2       1
    77     206       2       1
    78     208       2       1
    79     210       2       1
    80     212       2       1
    81     214       2       1
    82     216       2       1
    83     219       3       1
    84     221       2       1
    85     224       3       1
    86     226       2       1
    87     228       2       1
    88     230       2       1
    89     232       2       1
    90     234       2       1
    91     236       2       1
    92     238       2       1
    93     240       2       1
    94     242       2       1
    95     244       2       1
    96     246       2       1
    97     248       2       1
    98     250       2       1
    99     252       2       1
   100     254       2       1
   101     256       2       1
   102     258       2       1
   103     260       2       1
   104     262       2       1
   105     264       2       1
   106     266       2       1
   107     268       2       1
   108     270       2       1
   109     272       2       1
   110     274       2       1
   111     276       2       1
   112     278       2       1
   113     280       2       1
   114     282       2       1
   115     284       2       1
   116     286       2       1
   117     288       2       1
   118     290       2       1
   119     292       2       1
   120     294       2       1
   121     296       2       1
   122     298       2       1
   123     300       2       1
   124     302       2       1
   125     304       2       1
   126     306       2       1
   127     308       2       1
   128     310       2       1
   129     312       2       1
   130     314       2       1
   131     316       2       1
   132     318       2       1
   133     320       2       1
   134     322       2       1
   135     324       2       1
   136     326       2       1
   137     328       2       1
   138     330       2       1
   139     332       2       1
   140     334       2       1
   141     336       2       1
   142     338       2       1
   143     340       2       1
   144     342       2       1
   145     344       2       1
   146     346       2       1
   147     348       2       1
   148     350       2       1
   149     352       2       1
   150     354       2       1
   151     356       2       1
   152     358       2       1
   153     360       2       1
   154     362       2       1
   155     364       2       1
   156     366       2       1
   157     368       2       1
   158     370       2       1
   159     372       2       1
   160     374       2       1
   161     376       2       1
   162     378       2       1
   163     380       2       1
   164     382       2       1
   165     384       2       1
   166     386       2       1
   167     388       2       1
   168     390       2       1
   169     392       2       1
   170     394       2       1
   171     396       2       1
   172     398       2       1
   173     400       2       1
   174     402       2       1
   175     404       2       1
   176     406       2       1
   177     408       2       1
   178     410       2       1
   179     412       2       1
   180     414       2       1
   181     416       2       1
   182     418       2       1
   183     420       2       1
   184     422       2       1
   185     424       2       1
   186     426       2       1
   187     428       2       1
   188     430       2       1
   189     432       2       1
   190     434       2       1
   191     436       2       1
   192     438       2       1
   193     440       2       1
   194     442       2       1
   195     444       2       1
   196     446       2       1
   197     448       2       1
   198     450       2       1
   199     452       2       1
   200     454       2       1
