  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
    18       1   7.92672822e-02   2.73334294e-02
    18       2   3.44662756e-05   2.34108417e-03
    19       1   1.02736303e-01   3.93289268e-02
    19       2   1.58291547e-05   1.59626398e-03
    20       1   1.23816108e-01   3.73541473e-02
    20       2   6.46735667e-05   2.62393836e-03
    21       1   1.64294572e-01   4.23585236e-02
    21       2   3.40225742e-05   3.90181807e-03
    22       1   2.07886471e-01   4.59651530e-02
    22       2   4.91341177e-05   5.06360331e-03
    22       3   3.02954379e-05   5.14614037e-03
    22       4   4.89315217e-05   5.32363791e-03
    22       5   5.32881280e-05   5.51486120e-03
    22       6   4.82848053e-05   5.09473514e-03
    22       7   4.35477051e-05   5.15865934e-03
    22       8   3.46823337e-05   4.69669708e-03
    23       1   2.72909477e-01   4.90960853e-02
    23       2   1.63089695e-04   4.92469377e-03
    24       1   3.11637433e-01   5.31374987e-02
    24       2   8.36837751e-05   3.51405099e-03
    25       1   3.94948085e-01   4.26252056e-02
    25       2   4.30242815e-05   1.36471395e-03
    26       1   5.07132654e-01   4.16524289e-02
    26       2   1.88584528e-04   3.97828513e-03
    27       1   7.94509077e-01   2.78898469e-02
    27       2   5.31919770e-04   3.80645115e-03
    28       1   1.72887024e+00   3.28056628e-02
    28       2   1.30046996e-03   4.06897452e-03
    29       1   1.56302665e+00   2.08914733e-02
    29       2   1.25578732e-03   4.29932144e-03
    30       1   1.21682746e+00   1.90567530e-02
    30       2   4.05359078e-03   5.69560888e-03
    30       3   2.97487295e-03   2.78526822e-03
    31       1   1.83269066e+00   6.86159081e-03
    31       2   3.25531660e-03   6.16536377e-03
    31       3   7.07544655e-04   2.33496701e-03
    32       1   7.57157793e-01   9.11792856e-03
    32       2   4.81782246e-04   1.58201971e-03
    33       1   5.96069553e-01   2.21242524e-02
    33       2   1.05450586e-04   1.84509884e-03
    34       1   4.35575511e-01   2.05322892e-02
    34       2   2.46970249e-04   7.35491659e-03
    34       3   2.48647788e-05   1.89728641e-03
    35       1   3.67777833e-01   2.86816041e-02
    35       2   4.48770360e-05   1.86704766e-03
    36       1   3.00123030e-01   3.52712165e-02
    36       2   9.77003431e-05   4.76334607e-03
    37       1   2.48315983e-01   4.20647996e-02
    37       2   7.59418153e-05   2.69488736e-03
    38       1   1.89906131e-01   4.67574953e-02
    38       2   2.93647527e-05   2.75566558e-03
    39       1   1.61591104e-01   4.28499024e-02
    39       2   8.11874287e-06   2.17744486e-03
    40       1   1.33385851e-01   4.28720045e-02
    40       2   3.48101003e-05   4.13363787e-03
    41       1   1.17959598e-01   3.52818119e-02
    41       2   3.39474678e-05   5.17679972e-03
    41       3   8.70009013e-06   2.59653695e-03
    42       1   9.68820623e-02   4.13091480e-02
    42       2   4.25309520e-05   3.28392519e-03
    43       1   6.86282889e-02   3.15012499e-02
    43       2   1.14212908e-05   2.66250206e-03
    44       1   4.87010274e-02   3.21289200e-02
    44       2   4.40671846e-06   2.85662144e-03
    45       1   3.10369621e-02   1.39206915e-02
    45       2   3.56374140e-05   3.17379879e-03
    46       1   1.66531350e-02   1.17771756e-02
    46       2   3.12842341e-05   3.41598514e-03
    47       1   1.92994520e-02   1.08154837e-02
    47       2   1.81284358e-05   3.45437523e-03
    48       1   2.50957054e-02   7.25220918e-03
    48       2   1.95801381e-05   1.54538627e-03
    49       1   5.06862966e-02   1.41490928e-02
    49       2   3.02919116e-05   2.92011599e-03
    50       1   7.09889537e-02   2.10066601e-02
    50       2   7.97881976e-05   3.95197032e-03
    51       1   9.09063303e-02   3.04843678e-02
    51       2   1.62154332e-05   1.64214941e-03
    52       1   1.03834827e-01   3.43008641e-02
    52       2   9.29346346e-06   1.27789061e-03
    53       1   1.31641660e-01   3.45783491e-02
    53       2   1.59542915e-05   2.14513151e-03
    54       1   1.59674234e-01   3.78879860e-02
    54       2   1.97377369e-05   2.99902830e-03
    55       1   2.10935277e-01   3.70841203e-02
    55       2   2.41662880e-05   5.86497980e-03
    55       3   2.09526911e-05   5.29123849e-03
    55       4   2.34937172e-05   3.36234485e-03
    56       1   2.46155961e-01   4.61863335e-02
    56       2   7.15602420e-05   2.74600694e-03
    57       1   2.73716390e-01   3.84133020e-02
    57       2   1.18554829e-04   2.87146687e-03
    58       1   3.11710617e-01   3.99376298e-02
    58       2   1.65962151e-04   4.82692215e-03
    59       1   3.44899649e-01   2.47492267e-02
    59       2   7.04693323e-05   2.33951217e-03
    60       1   4.33846841e-01   2.66677440e-02
    60       2   5.74055840e-04   6.11407676e-03
    60       3   3.76018394e-04   3.82282645e-03
    61       1   4.47278627e-01   1.89531917e-02
    61       2   5.34237200e-04   4.87465304e-03
    62       1   2.59988292e-01   1.89821725e-02
    62       2   7.10536621e-04   5.05868854e-03
    62       3   5.52547797e-04   4.02391172e-03
    63       1   2.54854221e-01   4.88883358e-03
    63       2   1.35867245e-04   1.84364661e-03
    64       1   2.78899096e-01   9.08658694e-03
    64       2   1.69511746e-04   2.53710809e-03
    65       1   2.77531583e-01   1.58557347e-02
    65       2   5.20740842e-05   1.74408027e-03
    66       1   2.68696305e-01   1.90909239e-02
    66       2   1.61992680e-04   2.17504896e-03
    67       1   2.57352769e-01   2.30012118e-02
    67       2   1.99509085e-04   4.09944028e-03
    68       1   2.32422515e-01   2.79160024e-02
    68       2   1.17596575e-04   3.80814940e-03
    69       1   2.18701214e-01   3.15607961e-02
    69       2   1.62164019e-04   5.21657560e-03
    69       3   5.95876244e-05   3.00204373e-03
    70       1   1.75785942e-01   4.08760920e-02
    70       2   1.77857704e-04   7.50843044e-03
    70       3   1.04695877e-04   5.84021028e-03
    70       4   3.88914607e-05   2.76610348e-03
    71       1   1.45973524e-01   3.65545566e-02
    71       2   6.42735112e-05   4.21416275e-03
    72       1   1.23365256e-01   4.01414349e-02
    72       2   1.10045885e-04   7.84105493e-03
    72       3   6.31053116e-05   5.87797355e-03
    72       4   6.73858311e-05   4.69507116e-03
    73       1   1.05002689e-01   2.92681230e-02
    73       2   1.02167012e-04   6.14754540e-03
    73       3   4.43243167e-05   3.94745899e-03
    74       1   9.39655726e-02   3.43369562e-02
    74       2   9.05736808e-05   6.91924939e-03
    74       3   9.61938420e-05   7.03733154e-03
    74       4   5.18427824e-05   4.05894833e-03
    75       1   7.32099928e-02   2.75036201e-02
    75       2   7.84786616e-05   6.27222569e-03
    75       3   3.00259513e-05   2.54880185e-03
    76       1   5.09396780e-02   2.99229190e-02
    76       2   3.27086486e-05   2.19108660e-03
    77       1   3.42386463e-02   1.59810385e-02
    77       2   3.86415872e-05   3.94366728e-03
    78       1   1.97166142e-02   1.37003002e-02
    78       2   2.32050192e-05   2.14938877e-03
    79       1   1.01868260e-02   5.95053251e-03
    79       2   6.62561407e-05   4.71093835e-03
    80       1   2.47247329e-02   5.53179708e-03
    80       2   1.74866744e-05   1.23322702e-03
    81       1   3.57283653e-02   1.04267410e-02
    81       2   9.69459886e-06   1.56198502e-03
    82       1   5.63095043e-02   1.52792211e-02
    82       2   3.93345530e-05   3.15050108e-03
    83       1   8.17464452e-02   2.14365065e-02
    83       2   1.16290308e-04   7.65440961e-03
    83       3   4.51916506e-05   2.54411982e-03
    84       1   9.00847556e-02   3.08782248e-02
    84       2   1.56798651e-05   1.08871670e-03
    85       1   1.08721083e-01   2.92369339e-02
    85       2   1.66680448e-04   8.10506300e-03
    85       3   3.51304365e-05   2.38401031e-03
    86       1   1.27785401e-01   3.42858758e-02
    86       2   1.49100872e-05   1.26419855e-03
    87       1   1.57783590e-01   2.85795919e-02
    87       2   2.51323503e-05   1.45961052e-03
    88       1   1.96360305e-01   3.74746817e-02
    88       2   1.63965317e-04   4.87023224e-03
    89       1   2.13417223e-01   3.32279321e-02
    89       2   1.03299344e-04   3.36303865e-03
    90       1   2.23358792e-01   3.72364747e-02
    90       2   1.98392840e-04   3.59234185e-03
    91       1   2.24676181e-01   2.42795952e-02
    91       2   1.08345310e-04   1.90712124e-03
    92       1   2.28003781e-01   2.32619665e-02
    92       2   2.05681162e-04   2.81432178e-03
    93       1   2.16473798e-01   1.49919012e-02
    93       2   1.21616442e-04   2.46954515e-03
    94       1   2.02468857e-01   1.56270362e-02
    94       2   5.07086584e-05   1.83639524e-03
    95       1   4.75786688e-02   9.24034101e-03
    95       2   1.54787413e-04   2.14487786e-03
    96       1   1.42452906e-01   6.39866148e-03
    96       2   1.59414114e-04   2.31881562e-03
    97       1   1.86569396e-01   9.90194620e-03
    97       2   2.05627081e-04   4.56776816e-03
    98       1   1.70004887e-01   1.76922201e-02
    98       2   9.33225470e-05   1.23551108e-03
    99       1   1.85950758e-01   1.86782062e-02
    99       2   1.71316913e-04   2.94656159e-03
   100       1   1.76433616e-01   2.40867929e-02
   100       2   1.51021952e-04   4.85730662e-03
   101       1   1.76872626e-01   2.28838416e-02
   101       2   1.19811684e-04   4.35204259e-03
   102       1   1.62578541e-01   3.36597832e-02
   102       2   3.66067209e-05   3.06856666e-03
   103       1   1.34322953e-01   3.10637315e-02
   103       2   2.71777135e-05   1.65328232e-03
   104       1   1.13504916e-01   3.67256893e-02
   104       2   4.97970893e-05   2.37257260e-03
   105       1   9.58375521e-02   2.66638893e-02
   105       2   1.03862466e-05   1.12834833e-03
   106       1   8.45659948e-02   2.88366236e-02
   106       2   1.71140822e-05   2.08153441e-03
   107       1   7.21179357e-02   2.30706197e-02
   107       2   8.70073189e-06   1.58458573e-03
   108       1   5.73390669e-02   2.52418798e-02
   108       2   1.38231768e-05   1.60037513e-03
   109       1   3.30368154e-02   1.77098908e-02
   109       2   9.12640325e-06   1.78014748e-03
   110       1   2.47610472e-02   1.41791247e-02
   110       2   1.34133364e-05   1.48174498e-03
   111       1   1.16098514e-02   4.05952986e-03
   111       2   5.31607041e-05   2.89832392e-03
   112       1   1.59875494e-02   4.34204005e-03
   112       2   1.33250302e-05   1.41692411e-03
   113       1   2.96359506e-02   8.42109295e-03
   113       2   6.50985655e-05   4.40194860e-03
   114       1   4.09626797e-02   1.21364008e-02
   114       2   2.71793736e-05   2.40222796e-03
   115       1   6.67031641e-02   1.41213037e-02
   115       2   1.82645859e-05   9.65213586e-04
   116       1   8.20620953e-02   2.53751529e-02
   116       2   1.51436789e-05   1.75010723e-03
   117       1   9.19152274e-02   2.44501848e-02
   117       2   1.45927636e-05   2.03904346e-03
   118       1   1.06410691e-01   3.14355995e-02
   118       2   6.69502056e-05   3.39785920e-03
   119       1   1.22063252e-01   2.43183901e-02
   119       2   1.01024637e-05   6.54135451e-04
   120       1   1.49726815e-01   2.97915851e-02
   120       2   6.27396375e-05   1.55885190e-03
   121       1   1.71318051e-01   2.73411079e-02
   121       2   3.96195751e-05   1.73851338e-03
   122       1   1.79632776e-01   3.20648158e-02
   122       2   4.15020372e-05   9.94653816e-04
   123       1   1.63566967e-01   2.46182472e-02
   123       2   4.20766278e-05   1.35152828e-03
   124       1   1.60529718e-01   2.19078307e-02
   124       2   2.21186303e-05   6.73429982e-04
   125       1   1.26166040e-01   1.31802156e-02
   125       2   1.88983846e-05   1.85339220e-03
   126       1   1.34716830e-01   1.08315234e-02
   126       2   4.29524435e-05   1.56946932e-03
   127       1   7.29251239e-02   1.07126001e-02
   127       2   8.20000887e-05   2.17299581e-03
   128       1   4.36359053e-02   4.63555288e-03
   128       2   5.82750076e-05   1.11223589e-03
   129       1   1.28433645e-01   5.31171867e-03
   129       2   1.34760003e-04   3.77120429e-03
   130       1   1.28709664e-01   1.49481826e-02
   130       2   4.03889084e-05   1.21415486e-03
   131       1   1.33183747e-01   1.50162589e-02
   131       2   4.27070320e-05   2.47880010e-03
   132       1   1.38540118e-01   2.21311945e-02
   132       2   7.17501189e-05   1.75356054e-03
   133       1   1.36523393e-01   1.79509481e-02
   133       2   2.43096769e-05   1.53461096e-03
   134       1   1.39149108e-01   2.59457036e-02
   134       2   2.39681789e-05   1.83760522e-03
   135       1   1.25517911e-01   2.57502538e-02
   135       2   3.19064279e-05   1.55963280e-03
   136       1   1.05834239e-01   3.16060735e-02
   136       2   5.73105346e-06   1.09636396e-03
   137       1   8.77998340e-02   2.54802311e-02
   137       2   1.72335441e-05   8.88998772e-04
   138       1   7.68920100e-02   2.55015935e-02
   138       2   8.25588000e-06   6.57397520e-04
   139       1   6.40501042e-02   1.93439656e-02
   139       2   6.29119730e-06   2.07333171e-03
   140       1   5.94742829e-02   1.96995026e-02
   140       2   1.64703559e-05   1.85949085e-03
   141       1   3.75416263e-02   1.80678907e-02
   141       2   1.51137198e-05   1.51821486e-03
   142       1   2.28968130e-02   1.28991855e-02
   142       2   4.87262668e-06   1.36396464e-03
   143       1   1.93981589e-02   8.05545800e-03
   143       2   1.68670833e-05   1.26841031e-03
   144       1   8.01467005e-03   4.45605720e-03
   144       2   1.02067612e-05   8.91540262e-04
   145       1   2.24175545e-02   5.01850942e-03
   145       2   2.00312005e-05   2.22174826e-03
   146       1   3.39806401e-02   1.15740356e-02
   146       2   1.01011075e-05   1.19478903e-03
   147       1   4.87367391e-02   9.76291743e-03
   147       2   7.08361369e-06   5.95961574e-04
   148       1   7.06743579e-02   1.87380069e-02
   148       2   2.28778581e-05   1.84235039e-03
   149       1   8.19094779e-02   2.01992016e-02
   149       2   1.98507474e-05   1.07890391e-03
   150       1   9.01819418e-02   2.71863598e-02
   150       2   1.73439970e-05   7.07545382e-04
   151       1   9.99122235e-02   2.25208941e-02
   151       2   2.87653256e-05   7.72376841e-04
   152       1   1.15025920e-01   2.48830376e-02
   152       2   2.90318341e-05   6.62085068e-04
   153       1   1.30615556e-01   2.19067761e-02
   153       2   2.53849434e-05   6.08422300e-04
   154       1   1.50504138e-01   2.53331176e-02
   154       2   1.48359994e-05   1.58991334e-03
   155       1   1.31045004e-01   2.38049233e-02
   155       2   1.34936493e-05   9.54717344e-04
   156       1   1.22276268e-01   2.03090784e-02
   156       2   4.49963915e-05   5.33625225e-04
   157       1   9.87831102e-02   1.44471708e-02
   157       2   1.39207196e-05   2.31589827e-03
   158       1   7.75712883e-02   8.07764931e-03
   158       2   6.74448662e-05   1.40237862e-03
   159       1   6.90473096e-02   8.64841450e-03
   159       2   1.71621932e-05   1.09536417e-03
   160       1   3.92255141e-02   5.62184719e-03
   160       2   1.16235219e-05   1.50206111e-03
   161       1   6.47447203e-02   4.31019278e-03
   161       2   1.57997789e-05   2.37378375e-03
   162       1   1.04528442e-01   1.03530341e-02
   162       2   2.46376989e-05   9.29646359e-04
   163       1   1.04223973e-01   1.22436299e-02
   163       2   6.94875970e-06   1.50136141e-03
   164       1   1.07419046e-01   1.94050486e-02
   164       2   1.64943304e-05   8.25077291e-04
   165       1   1.09407129e-01   1.60314279e-02
   165       2   5.83537662e-06   6.47736497e-04
   166       1   1.11172263e-01   2.04335340e-02
   166       2   1.36270779e-05   9.26753994e-04
   167       1   1.09837043e-01   2.01978008e-02
   167       2   1.14240091e-05   7.97229994e-04
   168       1   1.01805094e-01   2.54874453e-02
   168       2   5.42169275e-06   6.86746731e-04
   169       1   8.03493447e-02   2.40666444e-02
   169       2   1.84486891e-05   1.37652853e-03
   170       1   7.10973854e-02   2.28692938e-02
   170       2   1.49860810e-05   9.29490513e-04
   171       1   5.75900001e-02   1.82353118e-02
   171       2   1.66597547e-05   1.55209046e-03
   172       1   5.28474162e-02   1.50662374e-02
   172       2   8.04922788e-06   3.93751964e-04
   173       1   4.25653265e-02   1.59541882e-02
   173       2   9.84532055e-06   1.64169813e-03
   174       1   2.59289767e-02   1.19080395e-02
   174       2   4.96229818e-06   8.20520651e-04
   175       1   1.55324863e-02   1.00733332e-02
   175       2   2.14529131e-05   8.12326982e-04
   176       1   1.65549238e-02   4.30515259e-03
   176       2   1.09056888e-05   8.27465822e-04
   177       1   1.44841807e-02   3.35886545e-03
   177       2   1.16762423e-05   5.00019223e-04
   178       1   2.81048288e-02   1.01578595e-02
   178       2   1.06394205e-05   4.54616385e-04
   179       1   3.80272554e-02   8.28306651e-03
   179       2   4.98635346e-06   7.77021594e-04
   180       1   5.42257523e-02   1.34846663e-02
   180       2   8.97637771e-06   6.78190635e-04
   181       1   7.10071855e-02   1.56057021e-02
   181       2   1.56218277e-05   5.53066770e-04
   182       1   8.08174088e-02   2.18748500e-02
   182       2   6.88105387e-06   8.51986898e-04
   183       1   8.27836226e-02   2.10589445e-02
   183       2   5.91308715e-06   8.04483483e-04
   184       1   9.38042644e-02   2.18680892e-02
   184       2   1.25335496e-05   5.15489543e-04
   185       1   9.87611342e-02   1.87828279e-02
   185       2   1.13888680e-05   9.85154449e-04
   186       1   1.18096280e-01   1.91171383e-02
   186       2   2.85256491e-05   1.25632111e-03
   187       1   1.14644751e-01   2.09415872e-02
   187       2   1.61627232e-05   7.62176158e-04
   188       1   9.91833295e-02   1.82355112e-02
   188       2   3.09305862e-05   1.06005447e-03
   189       1   8.13404218e-02   1.58308031e-02
   189       2   3.03817747e-05   1.56428785e-03
   190       1   6.04795276e-02   8.33284930e-03
   190       2   2.36871806e-05   7.14639670e-04
   191       1   3.86606903e-02   6.34880349e-03
   191       2   9.89109267e-06   8.71359518e-04
   192       1   4.70064296e-02   5.28547407e-03
   192       2   2.14860908e-05   1.53304589e-03
   193       1   3.16081092e-02   4.92235552e-03
   193       2   5.30780571e-05   1.42481649e-03
   194       1   6.85210864e-02   5.76529929e-03
   194       2   5.52399915e-05   1.32572912e-03
   195       1   8.83434965e-02   9.30450985e-03
   195       2   3.07615025e-05   1.42615855e-03
   196       1   8.76393493e-02   1.56714490e-02
   196       2   3.71294555e-05   1.11762826e-03
   197       1   8.76023778e-02   1.49298539e-02
   197       2   2.93404389e-05   1.11651754e-03
   198       1   9.07809589e-02   1.74825505e-02
   198       2   2.04606101e-05   6.59531187e-04
   199       1   8.85610789e-02   1.60052149e-02
   199       2   1.04475466e-05   8.50001639e-04
   200       1   9.28442867e-02   1.92887987e-02
   200       2   3.87844152e-05   1.70796919e-03
