  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
     1       8       8       1       6       1       0
     2      12       4       1       8       1       0
     3      16       4       1      11       0       0
     4      20       4       1      14       0       0
     5      24       4       1      16       1       0
     6      28       4       1      18       1       0
     7      32       4       1      21       0       0
     8      36       4       1      24       0       0
     9      40       4       1      26       1       0
    10      42       2       1      27       0       0
    11      46       4       1      30       0       0
    12      49       3       1      32       0       0
    13      52       3       1      33       1       0
    14      55       3       1      34       1       0
    15      58       3       1      34       2       0
    16      61       3       1      33       0       3
    17      63       2       1      31       0       3
    18      65       2       1      30       1       1
    19      67       2       1      29       0       2
    20      69       2       1      27       1       2
    21      71       2       1      26       0       2
    22      79       8       1      26       7       0
    23      81       2       1      26       1       0
    24      83       2       1      26       0       1
    25      85       2       1      25       0       2
    26      87       2       1      24       0       2
    27      89       2       1      24       0       1
    28      91       2       1      24       0       1
    29      93       2       1      23       0       2
    30      96       3       1      20       5       0
    31      99       3       1      22       0       0
    32     101       2       1      23       0       0
    33     103       2       1      24       0       0
    34     106       3       1      24       0       2
    35     108       2       1      23       0       2
    36     110       2       1      23       0       1
    37     112       2       1      18       0       6
    38     114       2       1      18       0       1
    39     116       2       1      18       0       1
    40     118       2       1      18       0       1
    41     121       3       1      19       1       0
    42     123       2       1      19       0       1
    43     125       2       1      19       0       1
    44     127       2       1      19       0       1
    45     129       2       1      18       0       2
    46     131       2       1      17       0       2
    47     133       2       1      17       0       1
    48     135       2       1      17       0       1
    49     137       2       1      16       0       2
    50     139       2       1      16       0       1
    51     141       2       1      16       0       1
    52     143       2       1      16       0       1
    53     145       2       1      16       0       1
    54     147       2       1      16       0       1
    55     151       4       1      16       3       0
    56     153       2       1      17       0       0
    57     155       2       1      17       0       1
    58     157       2       1      17       0       1
    59     159       2       1      17       0       1
    60     162       3       1      18       0       1
    61     164       2       1      18       0       1
    62     167       3       1      16       4       0
    63     169       2       1      17       0       0
    64     171       2       1      18       0       0
    65     173       2       1      18       0       1
    66     175       2       1      18       0       1
    67     177       2       1      18       0       1
    68     179       2       1      18       1       0
    69     182       3       1      19       1       0
    70     186       4       1      20       2       0
    71     188       2       1      21       0       0
    72     192       4       1      21       3       0
    73     195       3       1      23       0       0
    74     199       4       1      23       3       0
    75     202       3       1      24       1       0
    76     204       2       1      25       0       0
    77     206       2       1      23       1       2
    78     208       2       1      23       1       0
    79     210       2       1      22       1       1
    80     212       2       1      21       0       2
    81     214       2       1      21       0       1
    82     216       2       1      21       0       1
    83     219       3       1      21       1       1
    84     221       2       1      21       0       1
    85     224       3       1      21       1       1
    86     226       2       1      20       0       2
    87     228       2       1      19       0       2
    88     230       2       1      18       0       2
    89     232       2       1      18       1       0
    90     234       2       1      17       0       2
    91     236       2       1      17       0       1
    92     238       2       1      17       0       1
    93     240       2       1      17       0       1
    94     242       2       1      17       0       1
    95     244       2       1      16       2       0
    96     246       2       1      16       0       1
    97     248       2       1      16       0       1
    98     250       2       1      16       0       1
    99     252       2       1      15       0       2
   100     254       2       1      15       0       1
   101     256       2       1      15       1       0
   102     258       2       1      15       1       0
   103     260       2       1      15       0       1
   104     262       2       1      15       1       0
   105     264       2       1      15       0       1
   106     266       2       1      15       0       1
   107     268       2       1      15       0       1
   108     270       2       1      15       0       1
   109     272       2       1      15       0       1
   110     274       2       1      15       0       1
   111     276       2       1      15       0       1
   112     278       2       1      15       0       1
   113     280       2       1      15       0       1
   114     282       2       1      15       1       0
   115     284       2       1      15       0       1
   116     286       2       1      15       0       1
   117     288       2       1      15       0       1
   118     290       2       1      15       0       1
   119     292       2       1      15       0       1
   120     294       2       1      15       1       0
   121     296       2       1      15       0       1
   122     298       2       1      15       0       1
   123     300       2       1      15       0       1
   124     302       2       1      15       0       1
   125     304       2       1      15       0       1
   126     306       2       1      15       0       1
   127     308       2       1      15       0       1
   128     310       2       1      15       0       1
   129     312       2       1      15       0       1
   130     314       2       1      15       0       1
   131     316       2       1      15       0       1
   132     318       2       1      15       0       1
   133     320       2       1      15       0       1
   134     322       2       1      15       0       1
   135     324       2       1      15       1       0
   136     326       2       1      15       0       1
   137     328       2       1      15       0       1
   138     330       2       1      15       1       0
   139     332       2       1      15       0       1
   140     334       2       1      15       0       1
   141     336       2       1      15       0       1
   142     338       2       1      15       0       1
   143     340       2       1      15       0       1
   144     342       2       1      15       1       0
   145     344       2       1      15       0       1
   146     346       2       1      15       0       1
   147     348       2       1      15       0       1
   148     350       2       1      15       0       1
   149     352       2       1      15       0       1
   150     354       2       1      14       2       0
   151     356       2       1      15       0       0
   152     358       2       1      15       1       0
   153     360       2       1      15       0       1
   154     362       2       1      15       0       1
   155     364       2       1      15       1       0
   156     366       2       1      15       0       1
   157     368       2       1      15       0       1
   158     370       2       1      15       0       1
   159     372       2       1      15       0       1
   160     374       2       1      15       0       1
   161     376       2       1      15       0       1
   162     378       2       1      15       0       1
   163     380       2       1      15       0       1
   164     382       2       1      15       1       0
   165     384       2       1      15       0       1
   166     386       2       1      15       0       1
   167     388       2       1      14       2       0
   168     390       2       1      15       0       0
   169     392       2       1      15       0       1
   170     394       2       1      15       0       1
   171     396       2       1      15       0       1
   172     398       2       1      15       0       1
   173     400       2       1      15       0       1
   174     402       2       1      15       0       1
   175     404       2       1      15       1       0
   176     406       2       1      15       0       1
   177     408       2       1      15       0       1
   178     410       2       1      15       0       1
   179     412       2       1      15       0       1
   180     414       2       1      15       0       1
   181     416       2       1      15       1       0
   182     418       2       1      15       1       0
   183     420       2       1      14       2       0
   184     422       2       1      14       1       0
   185     424       2       1      15       0       0
   186     426       2       1      14       2       0
   187     428       2       1      15       0       0
   188     430       2       1      15       0       1
   189     432       2       1      15       0       1
   190     434       2       1      15       0       1
   191     436       2       1      15       1       0
   192     438       2       1      15       0       1
   193     440       2       1      15       1       0
   194     442       2       1      15       0       1
   195     444       2       1      15       0       1
   196     446       2       1      15       1       0
   197     448       2       1      15       0       1
   198     450       2       1      15       1       0
   199     452       2       1      15       1       0
   200     454       2       1      15       1       0
