  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
    23       3   3.21832873e-07   7.17631198e-04
    24       1   2.45423055e+00   7.07560643e-02
    24       2   1.62134067e-05   4.04948014e-03
    25       1   3.62969231e+00   1.23432173e-01
    25       2   3.44267105e-05   8.49125011e-03
    25       3   1.51113934e-05   8.43581363e-04
    26       1   8.82938196e-01   7.22922262e-02
    26       2   4.89442651e-06   1.67497390e-02
    26       3   1.73635500e-06   1.91087977e-03
    27       1   5.86832982e-01   4.90360904e-02
    27       2   1.33981825e-06   2.11865329e-02
    27       3   7.44635082e-07   7.53562820e-03
    27       4   4.83650475e-07   6.27035697e-04
    28       1   2.19058887e-01   1.16400805e-01
    28       2   7.63689195e-07   1.48510008e-02
    28       3   4.17070788e-07   4.17111751e-04
    29       1   2.58519069e-01   8.07401771e-02
    29       2   4.19997107e-06   6.34408106e-03
    29       3   1.32217616e-06   1.24693099e-03
    30       1   1.18633674e+00   3.35685364e-02
    30       2   1.94430808e-06   5.78783137e-03
    30       3   5.71857749e-07   2.24045760e-04
    31       1   2.62345781e+00   1.02139228e-01
    31       2   5.84463196e-06   5.25099002e-03
    31       3   1.28566227e-06   7.93642607e-05
    32       1   5.60790177e-01   8.78293379e-02
    32       2   7.69665809e-06   1.13147491e-02
    32       3   1.90682259e-06   1.30604144e-04
    33       1   6.37176302e-01   2.00712081e-02
    33       2   2.36239128e-06   1.87722185e-02
    33       3   1.14560036e-06   2.19642320e-03
    34       1   3.31462622e-01   9.19354974e-02
    34       2   1.93637513e-07   8.40614432e-03
    34       3   3.93659677e-07   1.74507014e-04
    35       1   5.32577295e-02   9.48002681e-02
    35       2   9.24566419e-05   2.96188866e-02
    35       3   2.08339461e-06   5.37875332e-04
    36       1   6.40663867e-01   2.44265794e-02
    36       2   1.80827620e-05   8.92502528e-03
    36       3   1.68771247e-06   2.64164190e-04
    37       1   1.51972341e+00   7.20256049e-02
    37       2   5.70678884e-06   2.72885038e-03
    38       1   1.25329957e-01   9.06281281e-02
    38       2   1.09374506e-05   1.10280127e-02
    38       3   5.63127614e-06   4.91860860e-05
    39       1   6.00728199e-01   3.49622504e-02
    39       2   3.48836385e-06   1.02827364e-02
    39       3   2.32564625e-07   1.07254870e-03
    40       1   4.09511592e-01   5.56250664e-02
    40       2   1.93909506e-06   1.24122149e-02
    40       3   4.95968237e-07   1.71758155e-04
