  TimeWindow  TotalIterations  Iterations  Convergence
     1       4       4       1
     2       8       4       1
     3      11       3       1
     4      14       3       1
     5      18       4       1
     6      22       4       1
     7      26       4       1
     8      30       4       1
     9      33       3       1
    10      36       3       1
    11      39       3       1
    12      43       4       1
    13      47       4       1
    14      51       4       1
    15      55       4       1
    16      59       4       1
    17      63       4       1
    18      67       4       1
    19      70       3       1
    20      73       3       1
    21      76       3       1
    22      79       3       1
    23      82       3       1
    24      85       3       1
    25      89       4       1
    26      92       3       1
    27      95       3       1
    28      98       3       1
    29     101       3       1
    30     104       3       1
    31     108       4       1
    32     112       4       1
    33     116       4       1
    34     119       3       1
    35     122       3       1
    36     125       3       1
    37     129       4       1
    38     133       4       1
    39     137       4       1
    40     141       4       1
    41     145       4       1
    42     149       4       1
    43     153       4       1
    44     156       3       1
    45     159       3       1
    46     162       3       1
    47     165       3       1
    48     168       3       1
    49     171       3       1
    50     175       4       1
