  TimeWindow  TotalIterations  Iterations  Convergence
     1       3       3       1
     2       6       3       1
     3       9       3       1
     4      12       3       1
     5      15       3       1
     6      18       3       1
     7      22       4       1
     8      26       4       1
     9      30       4       1
    10      34       4       1
    11      38       4       1
    12      42       4       1
    13      46       4       1
    14      50       4       1
    15      53       3       1
    16      56       3       1
    17      59       3       1
    18      63       4       1
    19      67       4       1
    20      71       4       1
    21      75       4       1
    22      79       4       1
    23      83       4       1
    24      87       4       1
    25      91       4       1
    26      95       4       1
    27      99       4       1
    28     103       4       1
    29     107       4       1
    30     111       4       1
    31     115       4       1
    32     119       4       1
    33     123       4       1
    34     127       4       1
    35     130       3       1
    36     133       3       1
    37     137       4       1
    38     141       4       1
    39     145       4       1
    40     149       4       1
    41     153       4       1
    42     157       4       1
    43     161       4       1
    44     164       3       1
    45     167       3       1
    46     170       3       1
    47     173       3       1
    48     176       3       1
    49     179       3       1
    50     183       4       1
    51     186       3       1
    52     189       3       1
    53     192       3       1
    54     195       3       1
    55     198       3       1
    56     201       3       1
    57     205       4       1
    58     209       4       1
    59     213       4       1
    60     217       4       1
    61     221       4       1
    62     225       4       1
    63     229       4       1
    64     233       4       1
    65     236       3       1
    66     239       3       1
    67     242       3       1
    68     246       4       1
    69     250       4       1
    70     254       4       1
    71     258       4       1
    72     262       4       1
    73     266       4       1
    74     270       4       1
    75     275       5       1
    76     279       4       1
    77     283       4       1
    78     287       4       1
    79     291       4       1
    80     295       4       1
    81     299       4       1
    82     303       4       1
    83     307       4       1
    84     311       4       1
    85     314       3       1
    86     317       3       1
    87     321       4       1
    88     325       4       1
    89     329       4       1
    90     333       4       1
    91     337       4       1
    92     341       4       1
    93     345       4       1
    94     348       3       1
    95     351       3       1
    96     354       3       1
    97     357       3       1
    98     360       3       1
    99     363       3       1
   100     367       4       1
