  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   2.24026051e+00   3.52825039e-01
     1       3   1.05443944e-01   5.26208360e-03
     1       4   7.00653446e-04   2.31310292e-05
     1       5   1.89572785e-06   5.15745466e-08
     1       6   3.08047314e-09   7.59957085e-11
     1       7   3.72410417e-12   9.46919809e-14
     2       1   1.22523606e+00   8.12593905e+00
     2       2   9.10269990e+00   8.62131389e-01
     2       3   3.65943026e-01   1.71778019e-02
     2       4   3.10630007e-03   9.17249473e-05
     2       5   9.85985867e-06   2.32233872e-07
     2       6   1.76271869e-08   3.70089009e-10
     2       7   2.22896109e-11   4.46507109e-13
     3       1   7.54058424e-01   2.91261103e-01
     3       2   1.84520161e+00   5.54457812e-01
     3       3   2.01958192e-01   1.31832634e-02
     3       4   1.86604389e-03   7.40993718e-05
     3       5   6.12566257e-06   1.92282249e-07
     3       6   1.11303266e-08   3.10398766e-10
     3       7   1.42052102e-11   3.58274735e-13
     4       1   6.33765152e-02   1.80037525e+00
     4       2   5.62658343e-01   1.93723800e-01
     4       3   1.39818092e-01   7.98239136e-03
     4       4   1.62907519e-03   5.15615101e-05
     4       5   5.82967217e-06   1.42301003e-07
     4       6   1.10189159e-08   2.36928575e-10
     4       7   1.43353511e-11   2.72270440e-13
     5       1   1.22431083e+00   5.16739101e+00
     5       2   1.87466657e-03   1.61005375e+03
     5       3   3.49494470e-02   1.01643215e+00
     5       4   4.09480471e-04   6.57881026e-03
     5       5   1.47903014e-06   1.82886691e-05
     5       6   2.81082021e-09   3.05764719e-08
     5       7   3.66997685e-12   3.93768042e-11
