  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   1.04738929e-05   4.34755270e-07
     1       3   3.74702530e-12   1.98387023e-13
     2       1   3.04536299e-02   7.47514542e-01
     2       2   5.34224301e-05   9.78828022e-07
     2       3   4.28898461e-12   2.04811584e-13
     3       1   5.22638582e-02   5.48140257e-01
     3       2   9.88480485e-05   8.17562827e-07
     3       3   4.78499332e-12   1.27954951e-13
     4       1   7.61884154e-02   4.24244382e-01
     4       2   1.48044671e-04   6.68201620e-07
     4       3   5.23734553e-12   4.50596148e-14
     5       1   1.03359754e-01   3.40397433e-01
     5       2   2.02822768e-04   5.53556029e-07
     5       3   5.64374433e-12   7.68631096e-14
     6       1   1.35512848e-01   2.79219366e-01
     6       2   2.65929159e-04   4.64426315e-07
     6       3   5.99536599e-12   1.82835684e-14
     7       1   1.75552134e-01   2.31871942e-01
     7       2   3.41908034e-04   3.92710747e-07
     7       3   6.27009164e-12   9.61091339e-14
     8       1   2.28864853e-01   1.93455058e-01
     8       2   4.39091708e-04   3.32950541e-07
     8       3   6.42195526e-12   2.44285554e-14
     9       1   3.06876608e-01   1.61030300e-01
     9       2   5.74979644e-04   2.81512053e-07
     9       3   6.34221188e-12   3.26314047e-14
    10       1   4.39132480e-01   1.32708560e-01
    10       2   7.94486155e-04   2.35894433e-07
    10       3   5.74140329e-12   6.73264260e-14
    11       1   7.33730168e-01   1.07191858e-01
    11       2   1.26108771e-03   1.94290840e-07
    11       3   3.52990797e-12   8.93664398e-14
    12       1   2.16519222e+00   8.35233169e-02
    12       2   3.44134100e-03   1.55310975e-07
    12       3   1.01658439e-11   0.00000000e+00
    13       1   2.06179011e+00   6.09375032e-02
    13       2   2.92423268e-03   1.17799776e-07
    13       3   3.38771042e-11   3.81504555e-14
    14       1   6.40396612e-01   3.87588231e-02
    14       2   7.33448040e-04   8.07010035e-08
    14       3   2.03355308e-11   1.68690214e-14
    15       1   3.42573681e-01   1.63183097e-02
    15       2   2.44935893e-04   4.29353724e-08
    15       3   1.84409843e-11   0.00000000e+00
    16       1   2.03847655e-01   7.13375521e-03
    16       2   9.77946912e-06   3.26261757e-09
    16       3   1.83494351e-11   1.45322804e-16
    17       1   1.16014488e-01   3.25458113e-02
    17       2   1.97568365e-04   3.99138353e-08
    17       3   1.90220516e-11   1.95068196e-15
    18       1   4.85265654e-02   6.12590830e-02
    18       2   3.69114521e-04   8.88766552e-08
    18       3   2.02509524e-11   4.52254519e-14
    19       1   1.19261958e-02   9.53768372e-02
    19       2   5.51911762e-04   1.47227272e-07
    19       3   2.20719087e-11   3.66308914e-15
    20       1   7.42342105e-02   1.38561683e-01
    20       2   7.72628119e-04   2.21255507e-07
    20       3   2.47057104e-11   5.36226924e-14
    21       1   1.48395506e-01   1.98015941e-01
    21       2   1.07281630e-03   3.23347729e-07
    21       3   2.86662577e-11   6.06719244e-15
    22       1   2.52791712e-01   2.90410635e-01
    22       2   1.54193599e-03   4.82190924e-07
    22       3   3.51998434e-11   8.30506436e-14
    23       1   4.38673802e-01   4.65588175e-01
    23       2   2.44238010e-03   7.83569235e-07
    23       3   4.80796991e-11   4.52224500e-14
    24       1   9.58640418e-01   9.72459081e-01
    24       2   5.07909669e-03   1.65591125e-06
    24       3   8.61843044e-11   1.85277734e-13
    25       1   1.91751363e+02   6.77415181e+04
    25       2   2.94248040e+02   1.31987647e-01
    25       3   4.26139271e-06   1.69887621e-08
    25       4   2.49224656e-11   1.29816485e-16
    26       1   1.00001778e+00   1.00001304e+00
    26       2   5.29703979e-03   1.73922070e-06
    26       3   6.40257358e-11   2.10134756e-13
    27       1   4.88207118e-01   4.93025756e-01
    27       2   2.66208403e-03   8.66559925e-07
    27       3   2.57249806e-11   1.13957490e-13
    28       1   3.04445668e-01   3.17683379e-01
    28       2   1.76495679e-03   5.64688816e-07
    28       3   1.25059582e-11   9.77886754e-14
    29       1   2.01591469e-01   2.25054845e-01
    29       2   1.30091861e-03   4.05140581e-07
    29       3   5.45360605e-12   4.75860782e-16
    30       1   1.29164627e-01   1.65287916e-01
    30       2   1.00808871e-03   3.02103647e-07
    30       3   7.43628270e-13   1.80729014e-14
    31       1   6.91290331e-02   1.21699909e-01
    31       2   7.97898767e-04   2.26856889e-07
    31       3   2.96264956e-12   1.08148626e-14
    32       1   1.18645675e-02   8.70730115e-02
    32       2   6.30382297e-04   1.66966819e-07
