  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
    44       2   2.32249600e-07   2.56084203e-03
    45       1   4.26747981e-02   2.75450906e-02
    45       2   2.58048171e-07   1.47998829e-03
    46       1   2.76547512e-02   1.99550675e-02
    46       2   6.42256688e-07   2.31670103e-03
    47       1   1.29119849e-02   1.46856041e-02
    47       2   2.48828488e-07   5.19357637e-04
    48       1   1.15019103e-02   7.79122850e-03
    48       2   2.06637009e-07   9.63324458e-04
    49       1   3.05432466e-02   3.97401005e-03
    49       2   1.37000111e-07   2.96868832e-03
    50       1   4.97958802e-02   1.11716433e-02
    50       2   4.38583605e-08   6.67860129e-04
    51       1   6.98084496e-02   1.73379882e-02
    51       2   3.31015084e-07   2.21770710e-03
    52       1   8.63456212e-02   2.46046451e-02
    52       2   2.43980017e-07   2.96846894e-03
    53       1   1.09369306e-01   2.80913024e-02
    53       2   1.27611075e-07   1.21431958e-03
    54       1   1.35422999e-01   3.27684795e-02
    54       2   2.17933156e-07   8.27591169e-04
    55       1   1.68840716e-01   3.63364752e-02
    55       2   1.41624017e-07   1.92243242e-03
    56       1   2.03077978e-01   3.96453879e-02
    56       2   6.60845553e-07   3.05815918e-03
    57       1   2.30799889e-01   4.08757398e-02
    57       2   9.35168295e-07   3.30053295e-03
    58       1   2.66957999e-01   3.82726988e-02
    58       2   2.55506732e-07   1.63580723e-03
    59       1   2.98257429e-01   3.55608782e-02
    59       2   2.62931966e-07   4.77266778e-04
    60       1   3.52250370e-01   3.06929024e-02
    60       2   6.45693183e-07   9.09036904e-04
    61       1   3.58863536e-01   2.81115378e-02
    61       2   2.24536924e-06   6.76089430e-04
    62       1   2.99174224e-01   2.18951782e-02
    62       2   4.47674388e-06   1.45305122e-03
    63       1   1.20131260e-01   1.60863842e-02
    63       2   6.52159303e-06   9.34142105e-04
    64       1   1.29855435e-01   7.31065597e-03
    64       2   3.57024845e-06   6.43989319e-04
    65       1   2.09498496e-01   4.00064271e-03
    65       2   1.58952391e-06   2.54981237e-03
    66       1   2.38990445e-01   9.76959554e-03
    66       2   1.42969734e-06   1.21163168e-03
    67       1   2.48995665e-01   1.40091307e-02
    67       2   6.79256878e-07   1.28728266e-03
    68       1   2.35569848e-01   2.08387367e-02
    68       2   6.13508613e-07   5.32324420e-04
    69       1   2.18248525e-01   2.65211317e-02
    69       2   8.93773682e-08   7.80197854e-04
    70       1   1.88180378e-01   3.23482925e-02
    70       2   2.79419028e-07   1.87515027e-03
    71       1   1.59062760e-01   3.50260085e-02
    71       2   3.28320622e-07   2.17831869e-03
    72       1   1.36997649e-01   3.54104239e-02
    72       2   2.07913205e-07   8.44836293e-04
    73       1   1.16505193e-01   3.55348724e-02
    73       2   2.38188811e-07   7.75159316e-04
    74       1   1.01737282e-01   3.42546256e-02
    74       2   5.54191977e-07   8.02981191e-04
    75       1   8.12031982e-02   3.39145596e-02
    75       2   1.65716493e-07   1.15694339e-03
    76       1   6.24672273e-02   2.97435606e-02
    76       2   2.03846861e-07   1.57736377e-03
    77       1   4.22912116e-02   2.56020092e-02
    77       2   9.47102454e-08   1.96373844e-03
    78       1   2.77006543e-02   1.84834140e-02
    78       2   2.28571785e-07   7.73300005e-04
    79       1   1.14296515e-02   1.34894686e-02
    79       2   4.02807603e-07   4.24323804e-04
    80       1   1.12058494e-02   7.20242355e-03
    80       2   9.90895896e-08   4.99377406e-04
    81       1   2.31233370e-02   3.95055175e-03
    81       2   1.37799930e-07   1.82241334e-03
    82       1   4.14120328e-02   7.66281815e-03
    82       2   1.31100760e-07   1.40409648e-03
    83       1   6.21676090e-02   1.36196630e-02
    83       2   8.56914794e-08   5.21779951e-04
    84       1   7.72215381e-02   2.07158878e-02
    84       2   1.47478590e-07   1.57444927e-03
    85       1   9.45041134e-02   2.45398678e-02
    85       2   1.12392210e-07   1.18451401e-03
    86       1   1.14995893e-01   2.78353963e-02
    86       2   8.31852233e-08   4.77919139e-04
    87       1   1.38790426e-01   3.07835793e-02
    87       2   9.62470869e-08   3.62994203e-04
    88       1   1.69295902e-01   3.31246829e-02
    88       2   1.28975969e-07   1.44343551e-03
    89       1   1.88922505e-01   3.56422453e-02
    89       2   4.14288749e-07   1.69382419e-03
    90       1   2.09023872e-01   3.40553593e-02
    90       2   1.63736213e-07   1.61074491e-03
    91       1   2.15768169e-01   3.20957148e-02
    91       2   3.28133448e-07   4.47784662e-04
    92       1   2.29700816e-01   2.70419976e-02
    92       2   1.65207832e-07   4.27523545e-04
    93       1   2.15868557e-01   2.43885549e-02
    93       2   1.50617932e-07   4.79038003e-04
    94       1   1.89746668e-01   1.93306088e-02
    94       2   1.53133662e-06   1.33513182e-03
    95       1   7.27128345e-02   1.56314141e-02
    95       2   5.12798285e-07   3.90536498e-04
    96       1   5.99940170e-02   7.73336345e-03
    96       2   1.42464473e-06   3.42283740e-04
    97       1   1.28619563e-01   3.57597979e-03
    97       2   3.98875786e-07   1.53292807e-03
    98       1   1.54177719e-01   8.21647790e-03
    98       2   2.00457057e-06   7.75190967e-04
    99       1   1.76224310e-01   1.19138231e-02
    99       2   4.36306052e-07   6.15027839e-04
   100       1   1.79716992e-01   1.69731430e-02
   100       2   3.67057841e-07   8.18020771e-04
   101       1   1.76630463e-01   2.16264667e-02
   101       2   2.30502401e-07   5.49605808e-04
   102       1   1.65494966e-01   2.66074843e-02
   102       2   4.63432888e-07   4.97487960e-04
   103       1   1.42686537e-01   3.05502184e-02
   103       2   1.42071553e-07   9.70074105e-04
   104       1   1.24391605e-01   3.11119265e-02
   104       2   1.20231954e-07   8.04195988e-04
   105       1   1.05503899e-01   3.13735901e-02
   105       2   3.81258090e-07   4.81309724e-04
   106       1   9.30432322e-02   2.94747107e-02
   106       2   1.13613791e-07   1.03423780e-03
   107       1   7.70581603e-02   2.93492909e-02
   107       2   1.95015748e-07   7.29708449e-04
   108       1   6.26045545e-02   2.63040024e-02
   108       2   1.38218728e-07   6.17311941e-04
   109       1   4.19412489e-02   2.37686443e-02
   109       2   2.35472926e-07   1.49705592e-03
   110       1   2.81674259e-02   1.72900186e-02
   110       2   2.19442991e-07   7.44881924e-04
   111       1   1.23788864e-02   1.27312470e-02
   111       2   6.08598419e-07   7.28153102e-04
   112       1   6.68159683e-03   6.79753907e-03
   112       2   1.56187773e-07   7.33107839e-04
   113       1   1.87057242e-02   3.45234051e-03
   113       2   4.45650569e-08   2.78645122e-04
   114       1   3.31656047e-02   5.36063349e-03
   114       2   1.18263258e-07   1.57737606e-03
   115       1   5.27360727e-02   1.03016368e-02
   115       2   5.25316507e-08   7.05266493e-04
   116       1   6.97138706e-02   1.66212126e-02
   116       2   1.95397105e-07   4.44554289e-04
   117       1   8.27371072e-02   2.14414843e-02
   117       2   2.95481076e-07   1.53328419e-03
   118       1   9.91493356e-02   2.39929592e-02
   118       2   1.15063565e-07   2.55359115e-04
   119       1   1.15041890e-01   2.65425405e-02
   119       2   2.75785102e-07   3.64985483e-04
   120       1   1.39149736e-01   2.76451704e-02
   120       2   2.62996037e-07   3.38133691e-04
   121       1   1.56027197e-01   3.03705423e-02
   121       2   2.55984745e-07   1.02513722e-03
   122       1   1.71288827e-01   2.97559657e-02
   122       2   2.67960128e-07   2.11848167e-03
   123       1   1.67145297e-01   2.91491621e-02
   123       2   9.22366656e-07   4.26435768e-04
   124       1   1.68039412e-01   2.42774762e-02
   124       2   3.71410030e-07   4.82028344e-04
   125       1   1.47130845e-01   2.15630169e-02
   125       2   8.94679086e-07   1.15995015e-03
   126       1   1.31517354e-01   1.66777569e-02
   126       2   6.77763332e-07   1.10290165e-03
   127       1   7.14763214e-02   1.42198622e-02
   127       2   4.11454430e-07   3.52894480e-04
   128       1   1.29284524e-02   8.20630052e-03
   128       2   2.80887724e-06   7.40552744e-04
   129       1   8.31739616e-02   3.48274715e-03
   129       2   4.52439644e-07   1.31539265e-03
   130       1   1.12325836e-01   6.24237159e-03
   130       2   8.46682228e-07   1.04731958e-03
   131       1   1.28901872e-01   1.04728983e-02
   131       2   6.98331026e-07   1.03810357e-03
   132       1   1.39973999e-01   1.41746605e-02
   132       2   7.33419255e-07   2.47724131e-04
   133       1   1.40738485e-01   1.80325550e-02
   133       2   2.51072633e-07   5.52528633e-04
   134       1   1.41295632e-01   2.15127281e-02
   134       2   2.82156222e-07   3.51175347e-04
   135       1   1.27806367e-01   2.59897753e-02
   135       2   1.89225118e-07   5.38000439e-04
   136       1   1.13643404e-01   2.71215719e-02
   136       2   2.49476618e-07   7.45782168e-04
   137       1   9.57598523e-02   2.80477031e-02
   137       2   1.73073335e-07   4.83174333e-04
   138       1   8.45642796e-02   2.57413041e-02
   138       2   2.55634586e-08   6.26607147e-04
   139       1   7.05599198e-02   2.54300111e-02
   139       2   9.55648256e-08   1.38438599e-03
   140       1   6.08108694e-02   2.27192470e-02
   140       2   1.87035483e-07   6.29676631e-04
   141       1   4.27427184e-02   2.15247480e-02
   141       2   1.74462221e-07   1.25541697e-04
   142       1   2.79954795e-02   1.63387615e-02
   142       2   1.84007585e-07   7.22999619e-04
   143       1   1.49519550e-02   1.21436518e-02
   143       2   1.32537699e-07   2.48589082e-04
   144       1   2.25073295e-03   6.73305475e-03
   144       2   2.15682557e-07   2.02276282e-04
   145       1   1.44253337e-02   3.24140464e-03
   145       2   2.18801098e-07   2.75757857e-04
   146       1   2.75671779e-02   3.76997457e-03
   146       2   1.98891619e-07   7.74321821e-04
   147       1   4.26075147e-02   7.98500076e-03
   147       2   9.65462583e-07   1.17611110e-03
   148       1   6.12799281e-02   1.26902934e-02
   148       2   1.48913714e-06   6.86135586e-04
   149       1   7.34478376e-02   1.82080841e-02
   149       2   5.22186248e-07   2.64953252e-04
   150       1   8.67357703e-02   2.07402243e-02
   150       2   1.57456079e-07   4.96720984e-04
   151       1   9.72405747e-02   2.33418379e-02
   151       2   1.38340052e-07   6.54298629e-04
   152       1   1.14429379e-01   2.34309589e-02
   152       2   1.97952958e-07   2.96125814e-04
   153       1   1.27290553e-01   2.56868347e-02
   153       2   3.40013784e-07   2.97480750e-04
   154       1   1.42963867e-01   2.53276359e-02
   154       2   3.73836064e-07   1.37483804e-03
   155       1   1.36448971e-01   2.61208818e-02
   155       2   2.45338825e-07   5.48395357e-04
   156       1   1.31263936e-01   2.20988297e-02
   156       2   2.83439586e-07   5.85554935e-04
   157       1   1.11462886e-01   1.95113196e-02
   157       2   2.22126477e-07   6.34538846e-04
   158       1   9.21586176e-02   1.46915903e-02
   158       2   2.01716995e-07   2.39432393e-04
   159       1   6.32058541e-02   1.22377558e-02
   159       2   3.90978643e-07   4.04181999e-04
   160       1   2.07187000e-02   8.09674542e-03
   160       2   1.28136385e-06   6.42767778e-04
   161       1   4.54321552e-02   4.09311490e-03
   161       2   3.65154096e-08   2.80415142e-04
   162       1   8.63021097e-02   3.75203386e-03
   162       2   5.36192470e-07   8.61189139e-04
   163       1   9.92189952e-02   9.01723225e-03
   163       2   3.77905886e-07   6.91614647e-04
   164       1   1.10821573e-01   1.20454006e-02
   164       2   2.37175374e-07   4.70620232e-04
   165       1   1.13252568e-01   1.55247313e-02
   165       2   2.60157395e-07   5.17474366e-04
   166       1   1.17274792e-01   1.75396260e-02
   166       2   1.05261459e-07   2.68198132e-04
   167       1   1.11651135e-01   2.16467890e-02
   167       2   1.41694136e-07   4.28199434e-04
   168       1   1.04276971e-01   2.30733487e-02
   168       2   1.08861882e-07   4.21016110e-04
   169       1   8.73418979e-02   2.50517615e-02
   169       2   2.25224101e-07   2.72649104e-04
   170       1   7.70930078e-02   2.28305330e-02
   170       2   9.72736454e-08   2.05944035e-04
   171       1   6.40644386e-02   2.23377031e-02
   171       2   1.50606395e-07   8.49713575e-04
   172       1   5.59707967e-02   1.95617696e-02
   172       2   8.05676714e-08   6.00017568e-04
   173       1   4.32655654e-02   1.87961845e-02
   173       2   4.12229672e-08   2.40028877e-04
   174       1   2.87895966e-02   1.52688557e-02
   174       2   1.67091560e-07   4.84581288e-04
   175       1   1.52484758e-02   1.16573577e-02
   175       2   2.32935075e-07   4.98135894e-04
   176       1   7.84405971e-03   6.74130056e-03
   176       2   1.05899214e-07   1.49986881e-04
   177       1   1.00696299e-02   3.59108685e-03
   177       2   2.46745877e-07   2.27763741e-04
   178       1   2.32696418e-02   2.72696923e-03
   178       2   1.81108257e-08   2.24937959e-04
   179       1   3.47408555e-02   6.43976270e-03
   179       2   1.36320134e-07   8.48021888e-04
   180       1   5.13607235e-02   9.62961751e-03
   180       2   6.72879728e-07   8.56939727e-04
   181       1   6.44447859e-02   1.48192461e-02
   181       2   2.10723218e-07   4.37145151e-04
   182       1   7.72535851e-02   1.75722786e-02
   182       2   1.41020098e-07   5.52542640e-04
   183       1   8.34862417e-02   2.07349961e-02
   183       2   4.05651703e-07   2.22689002e-04
   184       1   9.58526131e-02   2.02769924e-02
   184       2   5.29642318e-08   1.80445870e-04
   185       1   1.03514141e-01   2.19542920e-02
   185       2   1.40840269e-07   5.44006897e-04
   186       1   1.17518445e-01   2.12714006e-02
   186       2   8.28450611e-08   6.90548640e-04
   187       1   1.15563038e-01   2.26551626e-02
   187       2   2.31394855e-07   6.68165241e-04
   188       1   1.07420880e-01   2.01346054e-02
   188       2   8.64442804e-07   9.08556091e-04
   189       1   9.01287416e-02   1.78684064e-02
   189       2   1.32228168e-07   2.89743898e-04
   190       1   7.00604408e-02   1.34921590e-02
   190       2   2.43676660e-07   2.89877504e-04
   191       1   4.78490117e-02   1.05019235e-02
   191       2   4.13773753e-07   1.51585192e-04
   192       1   2.85483450e-02   7.33971392e-03
   192       2   2.48098346e-07   4.35659335e-04
   193       1   2.31061093e-02   4.30589455e-03
   193       2   1.71051145e-07   4.90366684e-04
   194       1   6.17684036e-02   2.05372897e-03
   194       2   8.14235986e-08   5.22382599e-04
   195       1   7.97252554e-02   7.01928805e-03
   195       2   1.26531774e-07   4.92480122e-04
   196       1   9.04780141e-02   1.01499060e-02
   196       2   3.87725500e-07   9.08920483e-04
   197       1   9.22810083e-02   1.37218118e-02
   197       2   6.77212694e-08   2.50687281e-04
   198       1   9.71318800e-02   1.46952449e-02
   198       2   5.49247144e-08   1.71338236e-04
   199       1   9.44549905e-02   1.80233568e-02
   199       2   4.53655941e-08   6.22488475e-04
   200       1   9.38022010e-02   1.91356645e-02
   200       2   1.03742138e-07   2.60761324e-04
