  TimeWindow  TotalIterations  Iterations  Convergence
     1       5       5       1
     2       8       3       1
     3      11       3       1
     4      14       3       1
     5      17       3       1
     6      19       2       1
     7      21       2       1
     8      23       2       1
     9      25       2       1
    10      27       2       1
    11      29       2       1
    12      31       2       1
    13      33       2       1
    14      35       2       1
    15      37       2       1
    16      39       2       1
    17      41       2       1
    18      43       2       1
    19      45       2       1
    20      47       2       1
    21      49       2       1
    22      51       2       1
    23      53       2       1
    24      55       2       1
    25      57       2       1
    26      59       2       1
    27      61       2       1
    28      63       2       1
    29      65       2       1
    30      67       2       1
    31      69       2       1
    32      71       2       1
    33      73       2       1
    34      75       2       1
    35      77       2       1
    36      79       2       1
    37      81       2       1
    38      83       2       1
    39      85       2       1
    40      87       2       1
    41      89       2       1
    42      91       2       1
    43      93       2       1
    44      95       2       1
    45      97       2       1
    46      99       2       1
    47     101       2       1
    48     103       2       1
    49     105       2       1
    50     107       2       1
    51     109       2       1
    52     111       2       1
    53     113       2       1
    54     115       2       1
    55     117       2       1
    56     119       2       1
    57     121       2       1
    58     123       2       1
    59     125       2       1
    60     127       2       1
    61     129       2       1
    62     131       2       1
    63     133       2       1
    64     135       2       1
    65     137       2       1
    66     139       2       1
    67     141       2       1
    68     143       2       1
    69     145       2       1
    70     147       2       1
    71     149       2       1
    72     151       2       1
    73     153       2       1
    74     155       2       1
    75     157       2       1
    76     159       2       1
    77     161       2       1
    78     163       2       1
    79     165       2       1
    80     167       2       1
    81     169       2       1
    82     171       2       1
    83     173       2       1
    84     175       2       1
    85     177       2       1
    86     179       2       1
    87     181       2       1
    88     183       2       1
    89     185       2       1
    90     187       2       1
    91     189       2       1
    92     191       2       1
    93     193       2       1
    94     195       2       1
    95     197       2       1
    96     199       2       1
    97     201       2       1
    98     203       2       1
    99     205       2       1
   100     207       2       1
   101     209       2       1
   102     211       2       1
   103     213       2       1
   104     215       2       1
   105     217       2       1
   106     219       2       1
   107     221       2       1
   108     223       2       1
   109     225       2       1
   110     227       2       1
   111     229       2       1
   112     231       2       1
   113     233       2       1
   114     235       2       1
   115     237       2       1
   116     239       2       1
   117     241       2       1
   118     243       2       1
   119     245       2       1
   120     247       2       1
   121     249       2       1
   122     251       2       1
   123     253       2       1
   124     255       2       1
   125     257       2       1
   126     259       2       1
   127     261       2       1
   128     263       2       1
   129     265       2       1
   130     267       2       1
   131     269       2       1
   132     271       2       1
   133     273       2       1
   134     275       2       1
   135     277       2       1
   136     279       2       1
   137     281       2       1
   138     283       2       1
   139     285       2       1
   140     287       2       1
   141     289       2       1
   142     291       2       1
   143     293       2       1
   144     295       2       1
   145     297       2       1
   146     299       2       1
   147     301       2       1
   148     303       2       1
   149     305       2       1
   150     307       2       1
   151     309       2       1
   152     311       2       1
   153     313       2       1
   154     315       2       1
   155     317       2       1
   156     319       2       1
   157     321       2       1
   158     323       2       1
   159     325       2       1
   160     327       2       1
   161     329       2       1
   162     331       2       1
   163     333       2       1
   164     335       2       1
   165     337       2       1
   166     339       2       1
   167     341       2       1
   168     343       2       1
   169     345       2       1
   170     347       2       1
   171     349       2       1
   172     351       2       1
   173     353       2       1
   174     355       2       1
   175     357       2       1
   176     359       2       1
   177     361       2       1
   178     363       2       1
   179     365       2       1
   180     367       2       1
   181     369       2       1
   182     371       2       1
   183     373       2       1
   184     375       2       1
   185     377       2       1
   186     379       2       1
   187     381       2       1
   188     383       2       1
   189     385       2       1
   190     387       2       1
   191     389       2       1
   192     391       2       1
   193     393       2       1
   194     395       2       1
   195     397       2       1
   196     399       2       1
   197     401       2       1
   198     403       2       1
   199     405       2       1
   200     407       2       1
