  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   2.56806860e-05   1.86973176e-06
     1       3   1.10970027e-11   4.06667257e-13
     2       1   4.83598663e-02   7.46100354e-01
     2       2   1.32499765e-04   3.18842393e-06
     2       3   9.96988598e-11   8.29464081e-13
     3       1   8.44816719e-02   5.43875351e-01
     3       2   2.49295837e-04   2.60269013e-06
     3       3   1.96932952e-10   8.24119491e-13
     3       4   0.00000000e+00   0.00000000e+00
     4       1   1.26457378e-01   4.16512782e-01
     4       2   3.82344974e-04   2.09503025e-06
     4       3   3.08111965e-10   6.86640325e-13
     4       4   0.00000000e+00   0.00000000e+00
     5       1   1.78419004e-01   3.28762160e-01
     5       2   5.42074783e-04   1.70595087e-06
     5       3   4.42103730e-10   4.69822763e-13
     5       4   0.00000000e+00   0.00000000e+00
     6       1   2.48324096e-01   2.63250263e-01
     6       2   7.48319003e-04   1.39906402e-06
     6       3   6.15820950e-10   3.95870785e-13
     6       4   0.00000000e+00   0.00000000e+00
     7       1   3.54393582e-01   2.11071107e-01
     7       2   1.04592203e-03   1.14610914e-06
     7       3   8.67560174e-10   3.56435731e-13
     7       4   1.43408047e-16   0.00000000e+00
     8       1   5.50823205e-01   1.67201161e-01
     8       2   1.56689868e-03   9.28310374e-07
     8       3   1.31015471e-09   3.09054174e-13
     8       4   1.11026024e-16   0.00000000e+00
     9       1   1.10805962e+00   1.28515865e-01
     9       2   2.96490881e-03   7.32817653e-07
     9       3   2.50249819e-09   1.85211507e-13
     9       4   1.16677771e-16   0.00000000e+00
    10       1   3.88360905e+02   9.28527045e-02
    10       2   1.63173482e+01   5.50095101e-07
    10       3   1.39538062e-05   2.46211208e-13
    10       4   2.93509814e-12   0.00000000e+00
    11       1   9.99825869e-01   5.85058374e-02
    11       2   2.01489674e-03   3.72165197e-07
    11       3   1.76334644e-09   8.87014012e-14
    11       4   1.36565680e-16   0.00000000e+00
    12       1   4.40940775e-01   2.38893058e-02
    12       2   5.67873302e-04   1.91224729e-07
    12       3   5.30533506e-10   6.69570326e-14
    12       4   0.00000000e+00   0.00000000e+00
    13       1   2.34241541e-01   1.27781057e-02
    13       2   4.31849517e-05   1.83890177e-09
    13       3   1.35235837e-11   2.04607033e-15
    14       1   1.10649222e-01   5.39120102e-02
    14       2   4.85516751e-04   2.19695609e-07
    14       3   3.57782087e-10   2.25341561e-13
    14       4   4.15978764e-16   0.00000000e+00
    15       1   1.29715152e-02   1.03400676e-01
    15       2   9.18475267e-04   4.83012627e-07
    15       3   7.18798458e-10   5.20058087e-14
    15       4   0.00000000e+00   0.00000000e+00
    16       1   8.39131696e-02   1.68607208e-01
    16       2   1.44356116e-03   8.31160535e-07
    16       3   1.15461918e-09   1.94041183e-13
    16       4   0.00000000e+00   0.00000000e+00
    17       1   2.04498624e-01   2.66299729e-01
    17       2   2.21463600e-03   1.35401776e-06
    17       3   1.79289529e-09   3.78631909e-13
    17       4   1.33398925e-16   0.00000000e+00
    18       1   4.02984027e-01   4.46297392e-01
    18       2   3.64617340e-03   2.31881982e-06
    18       3   2.97628638e-09   4.47949934e-13
    18       4   0.00000000e+00   0.00000000e+00
    19       1   9.34107005e-01   9.56864500e-01
    19       2   7.76660792e-03   5.05756503e-06
    19       3   6.38068199e-09   1.49638165e-12
    19       4   1.07357956e-15   0.00000000e+00
    20       1   1.36661371e+02   4.64968844e+03
    20       2   9.81186924e+00   2.55854335e-02
    20       3   8.10584572e-06   7.80521264e-09
    20       4   1.22990496e-12   0.00000000e+00
    21       1   1.00083099e+00   1.00020974e+00
    21       2   8.31094699e-03   5.44329031e-06
    21       3   6.90184550e-09   1.54291403e-12
    21       4   8.96116586e-16   0.00000000e+00
    22       1   4.81527474e-01   4.89093052e-01
    22       2   4.18783435e-03   2.70081099e-06
    22       3   3.49622644e-09   7.62543876e-13
    22       4   3.73246039e-16   0.00000000e+00
    23       1   2.86807155e-01   3.08637429e-01
    23       2   2.76782046e-03   1.73213464e-06
    23       3   2.32415912e-09   6.31198374e-13
    23       4   4.00399784e-16   0.00000000e+00
    24       1   1.69740662e-01   2.10336639e-01
    24       2   2.01757601e-03   1.20391765e-06
    24       3   1.70598353e-09   3.60095704e-13
    24       4   2.22070916e-16   0.00000000e+00
    25       1   7.75866524e-02   1.44311444e-01
    25       2   1.52583392e-03   8.48487561e-07
    25       3   1.30223485e-09   1.43272575e-13
    25       4   0.00000000e+00   0.00000000e+00
    26       1   1.28273603e-02   9.37382387e-02
    26       2   1.14693317e-03   5.75497824e-07
    26       3   9.93180313e-10   2.52907699e-13
    26       4   2.08023628e-16   0.00000000e+00
    27       1   1.23972226e-01   5.11802488e-02
    27       2   7.99201758e-04   3.44925194e-07
    27       3   7.12774265e-10   1.19689586e-13
    27       4   1.16999822e-16   0.00000000e+00
    28       1   3.05312409e-01   1.26432475e-02
    28       2   3.83272571e-04   1.35160675e-07
    28       3   3.83243526e-10   1.65937425e-14
    28       4   1.52779854e-16   0.00000000e+00
    29       1   7.88114103e-01   2.44459870e-02
    29       2   4.67464338e-04   6.78745183e-08
    29       3   2.76743140e-10   7.98232418e-15
    29       4   0.00000000e+00   0.00000000e+00
    30       1   1.10890458e+03   6.21104676e-02
    30       2   2.43400922e+00   2.75450882e-07
    30       3   1.86089204e-06   8.54091323e-14
    30       4   1.62683315e-13   0.00000000e+00
    31       1   1.00053706e+00   1.02321013e-01
    31       2   2.09805262e-03   4.98810986e-07
    31       3   1.66944424e-09   2.56658034e-13
    31       4   7.00433544e-16   0.00000000e+00
    32       1   5.24943661e-01   1.47424701e-01
    32       2   1.29576761e-03   7.51663489e-07
    32       3   1.04956468e-09   8.57870988e-14
    32       4   1.11058852e-16   0.00000000e+00
    33       1   3.54851576e-01   2.00715720e-01
    33       2   9.69862428e-04   1.05365931e-06
    33       3   7.94418865e-10   2.51077190e-13
    33       4   0.00000000e+00   0.00000000e+00
    34       1   2.61493750e-01   2.67468608e-01
    34       2   7.66910945e-04   1.43686017e-06
    34       3   6.33627323e-10   1.02753267e-13
    34       4   2.12022000e-16   0.00000000e+00
    35       1   1.98848326e-01   3.57208452e-01
    35       2   6.14863734e-04   1.96027572e-06
    35       3   5.11987042e-10   4.20834651e-13
    35       4   0.00000000e+00   0.00000000e+00
    36       1   1.51384950e-01   4.89618467e-01
    36       2   4.88764849e-04   2.74848272e-06
    36       3   4.10309971e-10   7.82231241e-13
    36       4   0.00000000e+00   0.00000000e+00
    37       1   1.12278799e-01   7.13522681e-01
    37       2   3.77188602e-04   4.11895101e-06
    37       3   3.19763482e-10   1.07889707e-12
    37       4   0.00000000e+00   0.00000000e+00
    38       1   7.79439208e-02   1.19160258e+00
    38       2   2.73771241e-04   7.17005104e-06
    38       3   2.35384750e-10   1.99697283e-12
    38       4   0.00000000e+00   0.00000000e+00
    39       1   4.61891858e-02   2.93440655e+00
    39       2   1.74315471e-04   1.91580743e-05
    39       3   1.53858197e-10   5.32220160e-12
    39       4   0.00000000e+00   0.00000000e+00
    40       1   1.54510102e-02   1.03022440e+05
    40       2   7.55465917e-05   1.14331097e+01
    40       3   7.25546298e-11   3.65365449e-06
    40       4   0.00000000e+00   0.00000000e+00
    41       1   1.56009517e-02   9.99999216e-01
    41       2   2.55740182e-05   1.86233766e-06
    41       3   1.10087156e-11   3.41359821e-13
    42       1   4.83374896e-02   7.46364830e-01
    42       2   1.32387169e-04   3.18892266e-06
    42       3   9.96051083e-11   8.96558075e-13
    43       1   8.44569495e-02   5.44035840e-01
    43       2   2.49174074e-04   2.60328110e-06
    43       3   1.96831203e-10   9.51916487e-13
    43       4   0.00000000e+00   0.00000000e+00
    44       1   1.26428835e-01   4.16617534e-01
    44       2   3.82209294e-04   2.09548096e-06
    44       3   3.07998058e-10   6.09762371e-13
    44       4   0.00000000e+00   0.00000000e+00
    45       1   1.78384088e-01   3.28836491e-01
    45       2   5.41917370e-04   1.70629456e-06
