  TimeWindow  Iteration  ResRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
   265       2   7.79363495e-06   6.23981306e-04
   266       1   3.06815023e-02   5.18306803e-03
   266       2   2.16207332e-05   1.30800181e-03
   267       1   1.59020211e-02   4.37897583e-03
   267       2   2.46106219e-05   9.31397813e-04
   268       1   3.52164988e-02   2.29797093e-03
   268       2   2.18069686e-05   1.06195285e-03
   269       1   5.88153313e-02   8.22630255e-03
   269       2   3.39841477e-05   1.23746326e-03
   270       1   6.30148493e-02   1.09636506e-02
   270       2   2.15980591e-05   6.10184995e-04
   271       1   6.41872975e-02   1.26720070e-02
   271       2   3.41048435e-06   8.09751368e-04
   272       1   6.84985684e-02   1.75635927e-02
   272       2   1.33725802e-05   5.20407954e-04
   273       1   6.95582192e-02   1.98656080e-02
   273       2   8.69903487e-06   5.26010006e-04
   274       1   7.11769908e-02   1.78504601e-02
   274       2   1.05607802e-05   6.97192123e-04
   275       1   7.27297044e-02   1.87138396e-02
   275       2   1.11793874e-05   8.05035344e-04
   276       1   7.44980885e-02   2.17287570e-02
   276       2   2.49008432e-06   4.88004004e-04
   277       1   7.32276151e-02   2.19592089e-02
   277       2   2.25347807e-06   4.32311800e-04
   278       1   7.28557741e-02   2.22590879e-02
   278       2   3.66510920e-06   8.75057307e-04
   279       1   7.16643708e-02   2.58046034e-02
   279       2   3.33093248e-06   4.23489470e-04
   280       1   6.45418644e-02   2.82914436e-02
   280       2   3.40041899e-06   5.02049824e-04
   281       1   5.60902812e-02   2.58513789e-02
   281       2   2.91654863e-06   6.53072643e-04
   282       1   5.14041455e-02   2.45281717e-02
   282       2   3.59230624e-06   9.96127981e-04
   283       1   4.81395046e-02   2.51353821e-02
   283       2   3.92307828e-06   7.23944387e-04
   284       1   4.26726587e-02   2.20148269e-02
   284       2   1.03972652e-06   2.53109226e-04
   285       1   3.82518152e-02   1.75357168e-02
   285       2   4.75932919e-06   1.04838372e-03
   286       1   3.65699943e-02   1.73145336e-02
   286       2   2.67192877e-06   7.42917516e-04
   287       1   3.43693285e-02   1.82190733e-02
   287       2   3.50566782e-06   6.17487909e-04
   288       1   2.88236686e-02   1.59681868e-02
   288       2   2.44270414e-06   3.16147532e-04
   289       1   2.29157018e-02   1.34309235e-02
   289       2   3.83994652e-06   6.97451798e-04
   290       1   1.71438186e-02   1.32898728e-02
   290       2   1.90863196e-06   4.67174474e-04
   291       1   1.15419500e-02   1.04251996e-02
   291       2   2.00052330e-06   8.05499402e-04
   292       1   1.10847862e-02   4.68854806e-03
   292       2   4.18896059e-06   1.09791782e-03
   293       1   8.44462783e-03   3.63469547e-03
   293       2   2.46101621e-06   1.03946475e-03
   294       1   5.19060621e-03   2.56730596e-03
   294       2   2.34125307e-06   5.90242555e-04
   295       1   7.80717646e-03   5.89839276e-03
   295       2   1.35362196e-06   4.09648006e-04
   296       1   1.29623996e-02   9.86032366e-03
   296       2   2.37495649e-06   1.02991156e-03
   297       1   1.71446726e-02   8.71937122e-03
   297       2   1.60743042e-06   3.58294126e-04
   298       1   2.04623879e-02   9.43031368e-03
   298       2   3.43048750e-06   9.87032264e-04
   299       1   2.64496461e-02   1.28468390e-02
   299       2   5.09663457e-06   1.47170248e-03
   300       1   3.21216574e-02   1.51625312e-02
   300       2   4.73857550e-06   1.38215961e-03
   301       1   3.80531337e-02   1.63380811e-02
   301       2   1.91357507e-06   1.89935571e-04
   302       1   4.39059070e-02   1.99533435e-02
   302       2   1.60436857e-06   3.69160485e-04
   303       1   4.66636232e-02   2.39962452e-02
   303       2   7.07920207e-06   8.52541558e-04
   304       1   4.70842332e-02   2.34531242e-02
   304       2   3.33032356e-06   5.05540001e-04
   305       1   5.04178720e-02   2.23843381e-02
   305       2   9.71319274e-06   1.53887694e-03
   306       1   5.52854031e-02   2.40080851e-02
   306       2   3.59086515e-06   5.44217106e-04
   307       1   5.78692332e-02   2.30993669e-02
   307       2   3.10882821e-06   3.56797028e-04
   308       1   6.07105244e-02   2.01204645e-02
   308       2   4.30600344e-06   3.26977000e-04
   309       1   6.77146878e-02   2.05232948e-02
   309       2   3.30832089e-06   6.68773185e-04
   310       1   7.43073374e-02   2.30664348e-02
   310       2   4.60812074e-06   7.89311103e-04
   311       1   7.35007149e-02   2.23700297e-02
   311       2   5.18059267e-06   7.73913090e-04
   312       1   6.98485576e-02   2.03124910e-02
   312       2   9.81728402e-06   1.00620684e-03
   313       1   6.67475317e-02   2.05364319e-02
   313       2   1.02426585e-05   9.26160514e-04
   314       1   6.07061798e-02   1.89116504e-02
   314       2   2.30951275e-06   1.94982569e-04
   315       1   5.51424395e-02   1.33694312e-02
   315       2   8.09027462e-06   7.20060663e-04
   316       1   4.82359039e-02   1.00916667e-02
   316       2   1.70291098e-05   1.11071259e-03
   317       1   4.12988980e-02   9.03964449e-03
   317       2   3.84933248e-06   4.88351728e-04
   318       1   3.32322201e-02   6.51785549e-03
   318       2   6.40043826e-06   7.20623826e-04
   319       1   3.19755150e-02   5.40302618e-03
   319       2   1.28224502e-05   7.50679978e-04
   320       1   3.08989400e-02   4.65074908e-03
   320       2   9.71631223e-06   6.86739287e-04
   321       1   1.79154996e-02   4.27176921e-03
   321       2   7.55462634e-06   4.83273783e-04
   322       1   2.33405470e-02   2.68455872e-03
   322       2   5.78149436e-06   4.32581261e-04
   323       1   3.92831882e-02   6.07025549e-03
   323       2   1.21110156e-05   1.53430572e-03
   324       1   4.95402387e-02   8.24398887e-03
   324       2   6.61606338e-06   8.71781769e-04
   325       1   5.56399498e-02   1.13772412e-02
   325       2   1.61690788e-05   1.67776422e-03
   326       1   5.67880759e-02   1.60653594e-02
   326       2   1.09030014e-05   5.05844024e-04
   327       1   5.49730431e-02   1.67391047e-02
   327       2   7.76451090e-06   9.02016569e-04
   328       1   5.72862921e-02   1.61268121e-02
   328       2   9.94349235e-06   6.33026083e-04
   329       1   6.02491694e-02   1.81496167e-02
   329       2   7.03457824e-06   4.27968129e-04
   330       1   5.99370292e-02   1.90913786e-02
   330       2   5.17243073e-06   8.61546256e-04
   331       1   5.91938032e-02   1.76535399e-02
   331       2   7.63924200e-06   7.27146019e-04
   332       1   6.11035926e-02   1.87522652e-02
   332       2   7.35408200e-06   6.63370278e-04
   333       1   6.19966188e-02   2.23264621e-02
   333       2   2.97338841e-06   3.11563799e-04
   334       1   2.00585454e-02   4.44622273e-02
   334       2   1.58869216e-04   2.65987137e-02
   334       3   1.04250058e-04   1.45002399e-02
   334       4   8.93281231e-06   3.40267879e-03
