  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
   101     266       2       1      18       1       0
   102     268       2       1      18       1       0
   103     270       2       1      18       1       0
   104     273       3       1      18       2       0
   105     275       2       1      19       0       0
   106     277       2       1      19       0       1
   107     279       2       1      19       0       1
   108     281       2       1      18       1       1
   109     283       2       1      18       0       1
   110     285       2       1      18       1       0
   111     287       2       1      16       0       3
   112     289       2       1      16       1       0
   113     291       2       1      16       0       1
   114     293       2       1      16       0       1
   115     295       2       1      15       2       0
   116     297       2       1      16       0       0
   117     299       2       1      16       0       1
   118     301       2       1      16       0       1
   119     303       2       1      15       0       2
   120     305       2       1      15       0       1
   121     307       2       1      15       0       1
   122     309       2       1      15       0       1
   123     311       2       1      15       0       1
   124     313       2       1      15       0       1
   125     315       2       1      15       0       1
   126     317       2       1      14       2       0
   127     319       2       1      14       1       0
   128     321       2       1      15       0       0
   129     323       2       1      15       1       0
   130     325       2       1      14       2       0
   131     327       2       1      15       0       0
   132     329       2       1      15       1       0
   133     331       2       1      15       1       0
   134     333       2       1      15       0       1
   135     335       2       1      15       1       0
   136     337       2       1      15       0       1
   137     339       2       1      15       1       0
   138     341       2       1      15       1       0
   139     343       2       1      15       0       1
   140     345       2       1      15       0       1
   141     347       2       1      15       0       1
   142     349       2       1      15       0       1
   143     351       2       1      15       0       1
   144     353       2       1      15       0       1
   145     355       2       1      15       0       1
   146     357       2       1      15       0       1
   147     359       2       1      15       0       1
   148     361       2       1      15       0       1
   149     363       2       1      15       0       1
   150     365       2       1      14       2       0
   151     367       2       1      15       0       0
   152     369       2       1      15       0       1
   153     371       2       1      14       2       0
   154     373       2       1      15       0       0
   155     375       2       1      15       0       1
   156     377       2       1      14       2       0
   157     379       2       1      15       0       0
   158     381       2       1      15       1       0
   159     383       2       1      15       0       1
   160     385       2       1      15       0       1
   161     387       2       1      15       1       0
   162     389       2       1      15       1       0
   163     391       2       1      15       0       1
   164     393       2       1      15       1       0
   165     395       2       1      15       1       0
   166     397       2       1      15       0       1
   167     399       2       1      15       0       1
   168     401       2       1      15       0       1
   169     403       2       1      15       1       0
   170     405       2       1      15       0       1
   171     407       2       1      15       0       1
   172     409       2       1      15       0       1
   173     411       2       1      15       0       1
   174     413       2       1      15       0       1
   175     415       2       1      15       0       1
   176     417       2       1      15       1       0
   177     419       2       1      15       0       1
   178     421       2       1      15       1       0
   179     423       2       1      13       3       0
   180     425       2       1      14       0       0
   181     427       2       1      14       1       0
   182     429       2       1      15       0       0
   183     431       2       1      15       0       1
   184     433       2       1      15       0       1
   185     435       2       1      14       2       0
   186     437       2       1      15       0       0
   187     439       2       1      15       1       0
   188     441       2       1      15       0       1
   189     443       2       1      15       0       1
   190     445       2       1      15       0       1
   191     447       2       1      15       0       1
   192     449       2       1      15       1       0
   193     451       2       1      15       1       0
   194     453       2       1      15       0       1
   195     455       2       1      15       1       0
   196     457       2       1      15       1       0
   197     459       2       1      15       0       1
   198     461       2       1      15       0       1
   199     463       2       1      15       0       1
   200     465       2       1      15       0       1
   201     467       2       1      15       0       1
   202     469       2       1      15       0       1
   203     471       2       1      15       0       1
   204     473       2       1      15       1       0
   205     475       2       1      15       0       1
   206     477       2       1      15       1       0
   207     479       2       1      15       1       0
   208     481       2       1      15       1       0
   209     483       2       1      15       0       1
   210     485       2       1      15       0       1
   211     487       2       1      15       1       0
   212     489       2       1      15       1       0
   213     491       2       1      15       1       0
   214     493       2       1      15       0       1
   215     495       2       1      15       0       1
   216     497       2       1      15       1       0
   217     499       2       1      15       1       0
   218     501       2       1      15       0       1
   219     503       2       1      15       1       0
   220     505       2       1      15       1       0
   221     507       2       1      15       1       0
   222     509       2       1      15       0       1
   223     511       2       1      15       0       1
   224     513       2       1      15       0       1
   225     515       2       1      15       0       1
   226     517       2       1      15       0       1
   227     519       2       1      15       0       1
   228     521       2       1      15       0       1
   229     523       2       1      15       0       1
   230     525       2       1      15       0       1
   231     527       2       1      15       1       0
   232     529       2       1      15       0       1
   233     531       2       1      15       1       0
   234     533       2       1      15       0       1
   235     535       2       1      15       1       0
   236     537       2       1      15       1       0
   237     539       2       1      15       1       0
   238     541       2       1      15       0       1
   239     543       2       1      15       1       0
   240     544       1       1      15       1       0
   241     550       6       1      15       5       0
   242     552       2       1      16       0       0
   243     554       2       1      17       0       0
   244     556       2       1      18       0       0
   245     558       2       1      19       0       0
   246     560       2       1      19       1       0
   247     562       2       1      19       1       0
   248     564       2       1      19       1       0
   249     566       2       1      19       1       0
   250     568       2       1      19       0       1
   251     570       2       1      19       0       1
   252     572       2       1      19       0       1
   253     574       2       1      19       0       1
   254     576       2       1      19       0       1
   255     578       2       1      19       0       1
   256     580       2       1      15       0       5
   257     582       2       1      15       1       0
   258     584       2       1      15       1       0
   259     586       2       1      15       0       1
   260     588       2       1      14       2       0
   261     590       2       1      13       2       0
   262     592       2       1      14       0       0
   263     594       2       1      14       1       0
   264     596       2       1      14       1       0
   265     598       2       1      14       1       0
   266     600       2       1      15       0       0
   267     602       2       1      15       1       0
   268     604       2       1      15       1       0
   269     606       2       1      15       1       0
   270     608       2       1      15       1       0
   271     610       2       1      15       0       1
   272     612       2       1      15       0       1
   273     614       2       1      15       0       1
   274     616       2       1      15       1       0
   275     618       2       1      15       0       1
   276     620       2       1      15       1       0
   277     622       2       1      15       0       1
   278     624       2       1      15       1       0
   279     626       2       1      15       0       1
   280     628       2       1      15       0       1
   281     630       2       1      15       0       1
   282     632       2       1      15       0       1
   283     634       2       1      15       1       0
   284     636       2       1      15       1       0
   285     638       2       1      15       1       0
   286     640       2       1      15       1       0
   287     642       2       1      15       0       1
   288     644       2       1      15       1       0
   289     646       2       1      15       1       0
   290     648       2       1      15       1       0
   291     650       2       1      15       1       0
   292     652       2       1      15       0       1
   293     654       2       1      15       1       0
   294     656       2       1      15       0       1
   295     658       2       1      15       1       0
   296     660       2       1      14       2       0
   297     662       2       1      15       0       0
   298     664       2       1      15       0       1
   299     666       2       1      15       1       0
   300     668       2       1      15       0       1
   301     670       2       1      15       1       0
   302     672       2       1      14       2       0
   303     674       2       1      14       1       0
   304     676       2       1      15       0       0
   305     678       2       1      15       0       1
   306     680       2       1      15       0       1
   307     682       2       1      15       0       1
   308     684       2       1      15       0       1
   309     686       2       1      15       0       1
   310     688       2       1      15       1       0
   311     690       2       1      15       1       0
   312     692       2       1      15       0       1
   313     694       2       1      15       1       0
   314     696       2       1      14       2       0
   315     698       2       1      15       0       0
   316     700       2       1      15       1       0
   317     702       2       1      15       1       0
   318     704       2       1      15       0       1
   319     706       2       1      15       1       0
   320     708       2       1      15       1       0
   321     710       2       1      14       2       0
   322     712       2       1      15       0       0
   323     714       2       1      15       1       0
   324     716       2       1      15       0       1
   325     718       2       1      15       0       1
   326     720       2       1      15       0       1
   327     722       2       1      14       2       0
   328     724       2       1      15       0       0
   329     726       2       1      15       0       1
   330     728       2       1      15       0       1
   331     730       2       1      15       1       0
   332     732       2       1      15       0       1
   333     734       2       1      15       0       1
   334     738       4       1      10       8       0
