  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
     1       6       6       1       4       1       0
     2      10       4       1       7       0       0
     3      13       3       1       9       0       0
     4      17       4       1      11       1       0
     5      20       3       1      13       0       0
     6      24       4       1      16       0       0
     7      27       3       1      18       0       0
     8      31       4       1      20       1       0
     9      35       4       1      23       0       0
    10      39       4       1      25       1       0
    11      43       4       1      28       0       0
    12      47       4       1      30       1       0
    13      51       4       1      33       0       0
    14      55       4       1      34       2       0
    15      57       2       1      34       1       0
    16      61       4       1      32       3       2
    17      64       3       1      32       2       0
    18      68       4       1      34       1       0
    19      71       3       1      34       1       1
    20      74       3       1      33       2       1
    21      77       3       1      31       1       3
    22      79       2       1      30       0       2
    23      82       3       1      29       1       2
    24      85       3       1      29       2       0
    25      88       3       1      28       2       1
    26      90       2       1      28       0       1
    27      93       3       1      27       2       1
    28      96       3       1      27       0       2
    29      99       3       1      27       1       1
    30     102       3       1      27       0       2
    31     104       2       1      26       0       2
    32     106       2       1      26       0       1
    33     108       2       1      25       0       2
    34     111       3       1      24       2       1
    35     115       4       1      25       1       1
    36     118       3       1      25       0       2
    37     121       3       1      26       0       1
    38     124       3       1      25       3       0
    39     127       3       1      25       1       1
    40     129       2       1      25       0       1
    41     132       3       1      25       2       0
    42     135       3       1      23       2       2
    43     137       2       1      23       0       1
    44     140       3       1      23       2       0
    45     142       2       1      22       0       2
    46     144       2       1      22       0       1
    47     146       2       1      21       1       1
    48     148       2       1      20       1       1
    49     151       3       1      20       2       0
    50     153       2       1      20       0       1
    51     155       2       1      19       0       2
    52     157       2       1      19       0       1
    53     160       3       1      18       2       1
    54     162       2       1      18       0       1
    55     165       3       1      19       0       1
    56     167       2       1      19       0       1
    57     169       2       1      18       1       1
    58     171       2       1      18       0       1
    59     173       2       1      18       0       1
    60     175       2       1      18       0       1
    61     177       2       1      18       0       1
    62     179       2       1      18       0       1
    63     181       2       1      18       0       1
    64     183       2       1      17       0       2
    65     185       2       1      17       0       1
    66     188       3       1      17       1       1
    67     191       3       1      18       0       1
    68     193       2       1      17       0       2
    69     198       5       1      16       5       0
    70     200       2       1      17       0       0
    71     202       2       1      18       0       0
    72     204       2       1      19       0       0
    73     206       2       1      19       1       0
    74     208       2       1      19       1       0
    75     210       2       1      20       0       0
    76     212       2       1      20       0       1
    77     214       2       1      20       0       1
    78     216       2       1      20       1       0
    79     218       2       1      19       1       1
    80     220       2       1      19       0       1
    81     222       2       1      19       1       0
    82     224       2       1      19       0       1
    83     226       2       1      18       0       2
    84     228       2       1      15       1       3
    85     230       2       1      15       1       0
    86     232       2       1      15       0       1
    87     234       2       1      15       0       1
    88     236       2       1      15       0       1
    89     238       2       1      15       0       1
    90     240       2       1      15       0       1
    91     242       2       1      15       0       1
    92     247       5       1      17       2       0
    93     249       2       1      18       0       0
    94     251       2       1      18       0       1
    95     253       2       1      18       0       1
    96     255       2       1      18       1       0
    97     257       2       1      18       1       0
    98     260       3       1      16       4       0
    99     262       2       1      17       0       0
   100     264       2       1      18       0       0
