  TimeWindow  TotalIterations  Iterations  Convergence
     1       5       5       1
     2      11       6       1
     3      16       5       1
     4      22       6       1
     5      27       5       1
     6      32       5       1
     7      37       5       1
     8      43       6       1
     9      48       5       1
    10      53       5       1
    11      58       5       1
    12      63       5       1
    13      68       5       1
    14      73       5       1
    15      78       5       1
    16      83       5       1
