  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
     1       4       4       1       2       1       0
     2       7       3       1       2       2       0
     3      10       3       1       2       2       0
     4      13       3       1       2       2       0
     5      16       3       1       2       2       0
     6      19       3       1       2       2       0
     7      22       3       1       2       2       0
     8      25       3       1       2       2       0
     9      28       3       1       2       2       0
    10      31       3       1       2       2       0
    11      34       3       1       2       2       0
    12      37       3       1       2       2       0
    13      40       3       1       2       2       0
    14      43       3       1       2       2       0
    15      46       3       1       2       2       0
    16      49       3       1       2       2       0
    17      52       3       1       2       2       0
    18      55       3       1       2       2       0
    19      58       3       1       2       2       0
    20      61       3       1       2       2       0
    21      64       3       1       2       2       0
    22      67       3       1       2       2       0
    23      70       3       1       2       2       0
    24      73       3       1       2       2       0
    25      77       4       1       2       3       0
    26      80       3       1       2       2       0
    27      83       3       1       2       2       0
    28      86       3       1       2       2       0
    29      89       3       1       2       2       0
    30      92       3       1       2       2       0
    31      95       3       1       2       2       0
    32      98       3       1       2       2       0
    33     101       3       1       2       2       0
    34     104       3       1       2       2       0
    35     107       3       1       2       2       0
    36     110       3       1       2       2       0
    37     113       3       1       2       2       0
    38     116       3       1       2       2       0
    39     119       3       1       2       2       0
    40     122       3       1       2       2       0
    41     125       3       1       2       2       0
    42     129       4       1       2       3       0
    43     132       3       1       2       2       0
    44     135       3       1       2       2       0
    45     138       3       1       2       2       0
    46     141       3       1       2       2       0
    47     144       3       1       2       2       0
    48     147       3       1       2       2       0
    49     151       4       1       2       3       0
    50     155       4       1       2       3       0
    51     159       4       1       2       3       0
    52     162       3       1       2       2       0
    53     165       3       1       2       2       0
    54     168       3       1       2       2       0
    55     171       3       1       2       2       0
    56     174       3       1       2       2       0
    57     177       3       1       2       2       0
    58     180       3       1       2       2       0
    59     183       3       1       2       2       0
    60     186       3       1       2       2       0
    61     189       3       1       2       2       0
    62     192       3       1       2       2       0
    63     195       3       1       2       2       0
    64     198       3       1       2       2       0
    65     201       3       1       2       2       0
    66     204       3       1       2       2       0
    67     207       3       1       2       2       0
    68     210       3       1       2       2       0
    69     213       3       1       2       2       0
    70     216       3       1       2       2       0
    71     219       3       1       2       2       0
    72     222       3       1       2       2       0
    73     225       3       1       2       2       0
    74     228       3       1       2       2       0
    75     232       4       1       2       3       0
    76     235       3       1       2       2       0
    77     238       3       1       2       2       0
    78     241       3       1       2       2       0
    79     244       3       1       2       2       0
    80     247       3       1       2       2       0
    81     250       3       1       2       2       0
    82     253       3       1       2       2       0
    83     256       3       1       2       2       0
    84     259       3       1       2       2       0
    85     262       3       1       2       2       0
    86     265       3       1       2       2       0
    87     268       3       1       2       2       0
    88     271       3       1       2       2       0
    89     274       3       1       2       2       0
    90     277       3       1       2       2       0
    91     280       3       1       2       2       0
    92     283       3       1       2       2       0
    93     286       3       1       2       2       0
    94     289       3       1       2       2       0
    95     292       3       1       2       2       0
    96     295       3       1       2       2       0
    97     298       3       1       2       2       0
    98     301       3       1       2       2       0
    99     304       3       1       2       2       0
   100     308       4       1       2       3       0
   101     311       3       1       2       2       0
   102     314       3       1       2       2       0
   103     317       3       1       2       2       0
   104     320       3       1       2       2       0
   105     323       3       1       2       2       0
   106     326       3       1       2       2       0
   107     329       3       1       2       2       0
   108     332       3       1       2       2       0
   109     335       3       1       2       2       0
   110     338       3       1       2       2       0
   111     341       3       1       2       2       0
   112     344       3       1       2       2       0
   113     347       3       1       2       2       0
   114     350       3       1       2       2       0
   115     353       3       1       2       2       0
   116     356       3       1       2       2       0
   117     359       3       1       2       2       0
   118     362       3       1       2       2       0
   119     365       3       1       2       2       0
   120     369       4       1       2       3       0
   121     372       3       1       2       2       0
   122     375       3       1       2       2       0
   123     378       3       1       2       2       0
   124     381       3       1       2       2       0
   125     385       4       1       2       3       0
   126     388       3       1       2       2       0
   127     391       3       1       2       2       0
   128     394       3       1       2       2       0
   129     397       3       1       2       2       0
   130     400       3       1       2       2       0
   131     403       3       1       2       2       0
   132     406       3       1       2       2       0
   133     409       3       1       2       2       0
   134     412       3       1       2       2       0
   135     415       3       1       2       2       0
   136     418       3       1       2       2       0
   137     421       3       1       2       2       0
   138     424       3       1       2       2       0
   139     427       3       1       2       2       0
   140     430       3       1       2       2       0
   141     433       3       1       2       2       0
   142     436       3       1       2       2       0
   143     439       3       1       2       2       0
   144     442       3       1       2       2       0
   145     445       3       1       2       2       0
   146     448       3       1       2       2       0
   147     451       3       1       2       2       0
   148     454       3       1       2       2       0
   149     458       4       1       2       3       0
   150     462       4       1       2       3       0
   151     466       4       1       2       3       0
   152     469       3       1       2       2       0
   153     472       3       1       2       2       0
   154     475       3       1       2       2       0
   155     478       3       1       2       2       0
   156     481       3       1       2       2       0
   157     484       3       1       2       2       0
   158     487       3       1       2       2       0
   159     490       3       1       2       2       0
   160     493       3       1       2       2       0
   161     496       3       1       2       2       0
   162     499       3       1       2       2       0
   163     502       3       1       2       2       0
   164     505       3       1       2       2       0
   165     508       3       1       2       2       0
   166     511       3       1       2       2       0
   167     514       3       1       2       2       0
   168     517       3       1       2       2       0
   169     520       3       1       2       2       0
   170     523       3       1       2       2       0
   171     526       3       1       2       2       0
   172     529       3       1       2       2       0
   173     532       3       1       2       2       0
   174     535       3       1       2       2       0
   175     539       4       1       2       3       0
   176     542       3       1       2       2       0
   177     545       3       1       2       2       0
   178     548       3       1       2       2       0
   179     551       3       1       2       2       0
   180     554       3       1       2       2       0
   181     557       3       1       2       2       0
   182     560       3       1       2       2       0
   183     563       3       1       2       2       0
   184     566       3       1       2       2       0
   185     569       3       1       2       2       0
   186     572       3       1       2       2       0
   187     575       3       1       2       2       0
   188     578       3       1       2       2       0
   189     581       3       1       2       2       0
   190     584       3       1       2       2       0
   191     587       3       1       2       2       0
   192     590       3       1       2       2       0
   193     593       3       1       2       2       0
   194     596       3       1       2       2       0
   195     599       3       1       2       2       0
   196     602       3       1       2       2       0
   197     605       3       1       2       2       0
   198     608       3       1       2       2       0
