  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   3.25331788e-07   5.00000054e-01
     1       3   3.25331753e-07   2.06778219e-14
     1       4   0.00000000e+00   0.00000000e+00
     2       1   7.45390374e-03   7.49382056e-01
     2       2   3.26920662e-06   2.70825050e-07
     2       3   3.54542284e-13   7.67411349e-14
     3       1   1.25111907e-02   5.53721560e-01
     3       2   5.92382077e-06   1.73016689e-07
     3       3   4.82948607e-13   5.47179197e-14
     4       1   1.76812390e-02   4.34243380e-01
     4       2   8.62894039e-06   1.43049419e-07
     4       3   7.56981632e-13   5.53440248e-14
     5       1   2.30044867e-02   3.55223502e-01
     5       2   1.14003824e-05   1.40051771e-07
     5       3   1.00592275e-12   3.66179192e-14
     6       1   2.85264306e-02   2.99201332e-01
     6       2   1.42558871e-05   7.97939308e-08
     6       3   1.53664921e-12   1.71078572e-14
     7       1   3.42995267e-02   2.57332889e-01
     7       2   1.72158036e-05   5.58386282e-08
     7       3   8.44138078e-13   2.33182221e-14
     8       1   4.03856610e-02   2.24748788e-01
     8       2   2.03039714e-05   9.47087576e-08
     8       3   2.20193765e-12   3.60390752e-14
     9       1   4.68594592e-02   1.98566325e-01
     9       2   2.35489223e-05   7.60773213e-08
     9       3   2.55400213e-12   3.43623236e-14
    10       1   5.38128471e-02   1.76975351e-01
    10       2   2.69855079e-05   8.04495355e-08
    10       3   2.58617746e-12   2.82810372e-14
    11       1   6.13614968e-02   1.58783416e-01
    11       2   3.06572151e-05   5.60048893e-08
    11       3   3.32473821e-12   2.34046844e-14
    12       1   6.96541881e-02   1.43173312e-01
    12       2   3.46195213e-05   5.99909984e-08
    12       3   3.75456436e-12   1.71889345e-14
    13       1   7.88867944e-02   1.29566094e-01
    13       2   3.89448936e-05   3.70808495e-08
    13       3   1.11439440e-12   1.59209223e-14
    14       1   8.93238417e-02   1.17539823e-01
    14       2   4.37304737e-05   5.06174074e-08
    14       3   4.74234525e-12   3.55471281e-15
    15       1   1.01332952e-01   1.06779309e-01
    15       2   4.91103922e-05   7.54003056e-09
    15       3   4.56165231e-12   1.52709253e-14
    16       1   1.15442194e-01   9.70438920e-02
    16       2   5.52761635e-05   1.97345798e-07
    16       3   9.02041456e-12   8.57373873e-14
    17       1   1.32440393e-01   8.81461378e-02
    17       2   6.25124324e-05   3.83801717e-08
    17       3   8.53698153e-12   1.61837507e-14
    18       1   1.53563373e-01   7.99373548e-02
    18       2   7.12632033e-05   3.37509249e-08
    18       3   7.72840909e-12   1.42028302e-14
    19       1   1.80866401e-01   7.22974960e-02
    19       2   8.22643077e-05   3.05700650e-08
    19       3   8.94823537e-12   3.61277439e-15
    20       1   2.18043633e-01   6.51279559e-02
    20       2   9.68347323e-05   7.71205208e-09
    20       3   4.16988508e-12   3.37748169e-15
    21       1   2.72477139e-01   5.83463159e-02
    21       2   1.17604864e-04   2.56245963e-08
    21       3   1.27540679e-11   1.12250047e-14
    22       1   3.61386392e-01   5.18824242e-02
    22       2   1.50701870e-04   2.28716309e-08
    22       3   1.63433227e-11   2.12852480e-15
    23       1   5.36443767e-01   4.56753992e-02
    23       2   2.14495522e-04   4.28393435e-09
    23       3   2.24032127e-11   1.86202824e-15
    24       1   1.05637069e+00   3.96712768e-02
    24       2   4.00901335e-04   1.76596399e-08
    24       3   4.34773650e-11   7.80287638e-15
    25       1   5.27957062e+02   3.38211007e-02
    25       2   2.31035181e-01   1.51577141e-08
    25       3   2.50554904e-08   5.34010687e-15
    25       4   0.00000000e+00   0.00000000e+00
    26       1   9.98364213e-01   2.80793111e-02
    26       2   3.25882553e-04   1.26992397e-08
