  TimeWindow  Iteration  ResRel(Mass-Left-Mesh:Displacement-Left)  ResRel(Mass-Left-Mesh:Displacement-Right)
     1       1   1.00000000e+00   1.00000000e+00
     1       2   9.91661707e-08   6.65907430e-09
     1       3   2.22258768e-16   0.00000000e+00
     2       1   2.89934114e-03   7.49758871e-01
     2       2   4.96782566e-07   1.15769691e-08
     2       3   1.33741837e-15   0.00000000e+00
     3       1   4.84548290e-03   5.54840624e-01
     3       2   8.96518935e-07   9.54574127e-09
     3       3   2.23982933e-15   0.00000000e+00
     4       1   6.80830081e-03   4.36232160e-01
     4       2   1.29917590e-06   7.83673586e-09
     4       3   3.49536754e-15   0.00000000e+00
     5       1   8.79326373e-03   3.58143432e-01
     5       2   1.70558393e-06   6.58709041e-09
     5       3   4.77729301e-15   0.00000000e+00
     6       1   1.08061078e-02   3.03090424e-01
     6       2   2.11661300e-06   5.65701214e-09
     6       3   5.86367246e-15   0.00000000e+00
     7       1   1.28529140e-02   2.62219673e-01
     7       2   2.53318323e-06   4.94461355e-09
     7       3   6.98708552e-15   0.00000000e+00
     8       1   1.49401961e-02   2.30657983e-01
     8       2   2.95627696e-06   4.38258256e-09
     8       3   8.15517093e-15   0.00000000e+00
     9       1   1.70750003e-02   2.05521545e-01
     9       2   3.38695247e-06   3.92817951e-09
     9       3   9.37626965e-15   0.00000000e+00
    10       1   1.92650214e-02   1.85000582e-01
    10       2   3.82635996e-06   3.55259059e-09
    10       3   1.06595825e-14   0.00000000e+00
    11       1   2.15187397e-02   1.67903930e-01
    11       2   4.27576033e-06   3.23692482e-09
    11       3   1.20153564e-14   0.00000000e+00
    12       1   2.38455836e-02   1.53416305e-01
    12       2   4.73654749e-06   2.96726701e-09
    12       3   1.30706746e-14   0.00000000e+00
    13       1   2.62561252e-02   1.40961196e-01
    13       2   5.21027526e-06   2.73464457e-09
    13       3   1.45973596e-14   0.00000000e+00
    14       1   2.87623196e-02   1.30119550e-01
    14       2   5.69869004e-06   2.53073029e-09
    14       3   1.60994435e-14   0.00000000e+00
    15       1   3.13777975e-02   1.20579493e-01
    15       2   6.20377093e-06   2.35041995e-09
    15       3   1.73021739e-14   0.00000000e+00
    16       1   3.41182301e-02   1.12104138e-01
    16       2   6.72777944e-06   2.18938404e-09
    16       3   1.89024264e-14   0.00000000e+00
    17       1   3.70017859e-02   1.04510308e-01
    17       2   7.27332196e-06   2.04545902e-09
    17       3   2.06491268e-14   0.00000000e+00
    18       1   4.00497110e-02   9.76541160e-02
    18       2   7.84342868e-06   1.91400442e-09
    18       3   2.20984412e-14   0.00000000e+00
    19       1   4.32870725e-02   9.14209344e-02
    19       2   8.44165486e-06   1.79493447e-09
    19       3   2.37042551e-14   0.00000000e+00
    20       1   4.67437236e-02   8.57182919e-02
    20       2   9.07221194e-06   1.68565341e-09
    20       3   2.53218919e-14   0.00000000e+00
    21       1   5.04555712e-02   8.04707344e-02
    21       2   9.74013977e-06   1.58465980e-09
    21       3   2.76703746e-14   0.00000000e+00
    22       1   5.44662640e-02   7.56160509e-02
    22       2   1.04515357e-05   1.49116580e-09
    22       3   2.93654114e-14   0.00000000e+00
    23       1   5.88294754e-02   7.11024568e-02
    23       2   1.12138639e-05   1.40370392e-09
    23       3   3.12919261e-14   0.00000000e+00
    24       1   6.36120394e-02   6.68864637e-02
    24       2   1.20363809e-05   1.32259345e-09
    24       3   3.39180318e-14   0.00000000e+00
    25       1   6.88983397e-02   6.29312470e-02
    25       2   1.29307293e-05   1.24617880e-09
    25       3   3.63677543e-14   0.00000000e+00
    26       1   7.47965774e-02   5.92053814e-02
    26       2   1.39117865e-05   1.17403852e-09
    26       3   3.92091616e-14   0.00000000e+00
    27       1   8.14479287e-02   5.56818493e-02
    27       2   1.49989042e-05   1.10557416e-09
    27       3   4.22703473e-14   0.00000000e+00
    28       1   8.90402794e-02   5.23372566e-02
    28       2   1.62177658e-05   1.04076452e-09
    28       3   4.58899582e-14   0.00000000e+00
    29       1   9.78294480e-02   4.91512060e-02
    29       2   1.76032568e-05   9.78385231e-10
    29       3   4.97487298e-14   0.00000000e+00
    30       1   1.08173139e-01   4.61057914e-02
    30       2   1.92040552e-05   9.19561198e-10
    30       3   5.42568507e-14   0.00000000e+00
    31       1   1.20587526e-01   4.31851868e-02
    31       2   2.10902811e-05   8.62409774e-10
    31       3   6.00162966e-14   0.00000000e+00
    32       1   1.35846275e-01   4.03753088e-02
    32       2   2.33668807e-05   8.07811661e-10
    32       3   6.63913372e-14   0.00000000e+00
    33       1   1.55164428e-01   3.76635372e-02
    33       2   2.61984800e-05   7.54881923e-10
    33       3   7.42542344e-14   0.00000000e+00
    34       1   1.80566173e-01   3.50384815e-02
    34       2   2.98590874e-05   7.03545930e-10
    34       3   8.46314606e-14   0.00000000e+00
    35       1   2.15693948e-01   3.24897843e-02
    35       2   3.48414353e-05   6.53847646e-10
    35       3   9.90173791e-14   0.00000000e+00
    36       1   2.67831200e-01   3.00079536e-02
    36       2   4.21303255e-05   6.05529726e-10
    36       3   1.19932092e-13   0.00000000e+00
    37       1   3.53970860e-01   2.75842180e-02
    37       2   5.40226548e-05   5.57386551e-10
    37       3   1.53214505e-13   0.00000000e+00
    38       1   5.25090415e-01   2.52104008e-02
    38       2   7.74074953e-05   5.11258301e-10
    38       3   2.20761121e-13   0.00000000e+00
    39       1   1.03609746e+00   2.28788084e-02
    39       2   1.46726614e-04   4.65990746e-10
    39       3   4.20125525e-13   0.00000000e+00
    40       1   7.39370925e+03   2.05821301e-02
    40       2   1.38219285e+03   4.20133667e-10
    40       3   3.93217593e-06   0.00000000e+00
    40       4   0.00000000e+00   0.00000000e+00
    41       1   9.99999898e-01   1.83133457e-02
    41       2   1.27879975e-04   3.75435768e-10
    41       3   3.64406563e-13   0.00000000e+00
    42       1   4.89112545e-01   1.60656396e-02
    42       2   5.85140738e-05   3.30808500e-10
    42       3   1.66377850e-13   0.00000000e+00
    43       1   3.17879398e-01   1.38323183e-02
    43       2   3.50508290e-05   2.87360551e-10
    43       3   1.00251320e-13   0.00000000e+00
    44       1   2.31538058e-01   1.16067294e-02
    44       2   2.30478750e-05   2.44214473e-10
    44       3   6.63864795e-14   0.00000000e+00
    45       1   1.79127370e-01   9.38218001e-03
    45       2   1.56152668e-05   2.00216183e-10
    45       3   4.51888170e-14   0.00000000e+00
    46       1   1.43656609e-01   7.15185270e-03
    46       2   1.04549552e-05   1.56282048e-10
    46       3   3.09196300e-14   0.00000000e+00
    47       1   1.17841020e-01   4.90871576e-03
    47       2   6.58068374e-06   1.11824614e-10
    47       3   1.96524237e-14   0.00000000e+00
    48       1   9.80353264e-02   2.64542624e-03
    48       2   3.49793395e-06   6.70179041e-11
    48       3   1.05438269e-14   0.00000000e+00
    49       1   8.22114470e-02   3.54221911e-04
    49       2   9.30541907e-07   2.21569033e-11
    49       3   3.36591745e-15   0.00000000e+00
    50       1   6.91494931e-02   1.97320113e-03
    50       2   1.28869036e-06   2.38816150e-11
    50       3   2.87206510e-15   0.00000000e+00
    51       1   5.80699587e-02   4.34582985e-03
    51       2   3.26775671e-06   7.07990262e-11
    51       3   8.73066201e-15   0.00000000e+00
    52       1   4.84497232e-02   6.77350024e-03
    52       2   5.08037340e-06   1.18124624e-10
    52       3   1.35730157e-14   0.00000000e+00
    53       1   3.99228719e-02   9.26709495e-03
    53       2   6.77945391e-06   1.67696660e-10
    53       3   1.85355503e-14   0.00000000e+00
    54       1   3.22238999e-02   1.18387819e-02
    54       2   8.40487127e-06   2.18684459e-10
    54       3   2.32651874e-14   0.00000000e+00
    55       1   2.51534886e-02   1.45023058e-02
    55       2   9.98818992e-06   2.70932212e-10
    55       3   2.75548489e-14   0.00000000e+00
    56       1   1.85569394e-02   1.72733490e-02
    56       2   1.15557133e-05   3.25529687e-10
    56       3   3.18277694e-14   0.00000000e+00
    57       1   1.23100038e-02   2.01699820e-02
    57       2   1.31305664e-05   3.82893690e-10
    57       3   3.63666244e-14   0.00000000e+00
    58       1   6.30916743e-03   2.32132349e-02
    58       2   1.47342222e-05   4.43286164e-10
    58       3   4.10365334e-14   0.00000000e+00
