  TimeWindow  TotalIterations  Iterations  Convergence
     1       4       4       1
     2       8       4       1
     3      12       4       1
     4      18       6       1
     5      22       4       1
     6      26       4       1
     7      30       4       1
     8      35       5       1
     9      39       4       1
    10      43       4       1
    11      47       4       1
    12      52       5       1
    13      56       4       1
    14      60       4       1
    15      64       4       1
    16      69       5       1
    17      73       4       1
    18      77       4       1
    19      81       4       1
    20      86       5       1
    21      90       4       1
    22      94       4       1
    23      98       4       1
    24     103       5       1
    25     107       4       1
    26     111       4       1
    27     115       4       1
    28     120       5       1
    29     124       4       1
    30     128       4       1
    31     132       4       1
    32     137       5       1
